,Country/Region,Confirmed_diff,Deaths_diff,Recovered_diff,date_diff
147,Gabon,9,0,0,0 days 12:31:00.000000000
109,Georgia,7,0,1,0 days 12:31:00.000000000
82,Jordan,6,0,4,0 days 12:31:00.000000000
124,Aruba,5,0,0,0 days 12:31:00.000000000
120,Liechtenstein,4,0,0,0 days 12:31:00.000000000
105,Nigeria,4,0,0,0 days 12:31:00.000000000
158,Guyana,4,1,0,0 days 12:31:00.000000000
135,Togo,4,0,9,0 days 12:31:00.000000000
93,Afghanistan,4,0,3,0 days 12:31:00.000000000
125,Monaco,3,0,1,0 days 12:31:00.000000000
127,Madagascar,3,0,0,0 days 12:31:00.000000000
130,Macao,3,0,0,0 days 12:31:00.000000000
164,Benin,3,0,1,0 days 12:31:00.000000000
142,Ethiopia,3,0,-2,0 days 12:31:00.000000000
139,Mali,3,0,0,0 days 12:31:00.000000000
88,Vietnam,3,0,3,0 days 12:31:00.000000000
110,Cambodia,2,0,2,0 days 12:31:00.000000000
178,Chad,2,0,0,0 days 12:31:00.000000000
126,Bangladesh,2,0,6,0 days 12:31:00.000000000
186,Somalia,2,0,0,0 days 12:31:00.000000000
106,Brunei,2,0,7,0 days 12:31:00.000000000
173,Zimbabwe,1,0,0,0 days 12:31:00.000000000
176,Sudan,1,0,1,0 days 12:31:00.000000000
170,Saint Kitts and Nevis,1,0,0,0 days 12:31:00.000000000
63,Ukraine,1,0,0,0 days 12:31:00.000000000
148,New Caledonia,1,0,0,0 days 12:31:00.000000000
95,Faeroe Islands,1,0,4,0 days 12:31:00.000000000
149,Myanmar,1,0,0,0 days 12:31:00.000000000
187,Turks and Caicos,0,0,0,0 days 12:31:00.000000000
163,Greenland,0,0,0,0 days 12:31:00.000000000
195,Belize,0,0,0,0 days 12:31:00.000000000
168,Eswatini,0,0,0,0 days 12:31:00.000000000
167,Saint Lucia,0,0,0,0 days 12:31:00.000000000
196,Botswana,0,0,0,0 days 12:31:00.000000000
166,Laos,0,0,0,0 days 12:31:00.000000000
165,Grenada,0,0,0,0 days 12:31:00.000000000
197,MS Zaandam,0,0,0,0 days 12:31:00.000000000
198,Anguilla,0,0,0,0 days 12:31:00.000000000
194,British Virgin Islands,0,0,0,0 days 12:31:00.000000000
199,Papua New Guinea,0,0,0,0 days 12:31:00.000000000
200,St. Vincent Grenadines,0,0,0,0 days 12:31:00.000000000
162,Syria,0,0,0,0 days 12:31:00.000000000
161,Seychelles,0,0,0,0 days 12:31:00.000000000
160,Curacao,0,0,0,0 days 12:31:00.000000000
159,Namibia,0,0,0,0 days 12:31:00.000000000
71,Andorra,0,0,0,0 days 12:31:00.000000000
169,Suriname,0,0,0,0 days 12:31:00.000000000
171,Mozambique,0,0,0,0 days 12:31:00.000000000
185,Montserrat,0,0,0,0 days 12:31:00.000000000
156,Dominica,0,0,0,0 days 12:31:00.000000000
184,Fiji,0,0,0,0 days 12:31:00.000000000
183,Vatican City,0,0,0,0 days 12:31:00.000000000
182,Cabo Verde,0,0,0,0 days 12:31:00.000000000
181,Mauritania,0,0,0,0 days 12:31:00.000000000
180,St. Barth,0,0,0,0 days 12:31:00.000000000
179,Sint Maarten,0,0,0,0 days 12:31:00.000000000
188,Nepal,0,0,0,0 days 12:31:00.000000000
189,Gambia,0,0,0,0 days 12:31:00.000000000
172,Libya,0,0,0,0 days 12:31:00.000000000
190,Nicaragua,0,0,0,0 days 12:31:00.000000000
177,Antigua and Barbuda,0,0,0,0 days 12:31:00.000000000
191,Bhutan,0,0,0,0 days 12:31:00.000000000
192,Liberia,0,0,0,0 days 12:31:00.000000000
175,Angola,0,0,0,0 days 12:31:00.000000000
174,Guinea-Bissau,0,0,0,0 days 12:31:00.000000000
193,CAR,0,0,0,0 days 12:31:00.000000000
157,Cayman Islands,0,0,0,0 days 12:31:00.000000000
97,Ivory Coast,0,0,0,0 days 12:31:00.000000000
155,Equatorial Guinea,0,0,1,0 days 12:31:00.000000000
79,Uruguay,0,0,0,0 days 12:31:00.000000000
121,Paraguay,0,0,0,0 days 12:31:00.000000000
51,Colombia,0,0,0,0 days 12:31:00.000000000
119,Gibraltar,0,0,0,0 days 12:31:00.000000000
118,Rwanda,0,0,0,0 days 12:31:00.000000000
117,Trinidad and Tobago,0,0,0,0 days 12:31:00.000000000
46,Argentina,0,2,12,0 days 12:31:00.000000000
44,Panama,0,0,0,0 days 12:31:00.000000000
114,Guadeloupe,0,0,0,0 days 12:31:00.000000000
113,Bolivia,0,0,0,0 days 12:31:00.000000000
87,San Marino,0,0,0,0 days 12:31:00.000000000
43,Mexico,0,0,0,0 days 12:31:00.000000000
108,Palestine,0,0,0,0 days 12:31:00.000000000
13,South Korea,0,0,0,0 days 12:31:00.000000000
104,Venezuela,0,0,0,0 days 12:31:00.000000000
103,Honduras,0,0,0,0 days 12:31:00.000000000
102,Channel Islands,0,1,0,0 days 12:31:00.000000000
22,Ireland,0,0,0,0 days 12:31:00.000000000
32,Japan,0,0,0,0 days 12:31:00.000000000
99,Belarus,0,1,15,0 days 12:31:00.000000000
55,Diamond Princess,0,0,0,0 days 12:31:00.000000000
58,Qatar,0,0,0,0 days 12:31:00.000000000
154,Mongolia,0,0,0,0 days 12:31:00.000000000
76,Costa Rica,0,0,0,0 days 12:31:00.000000000
153,Bahamas,0,0,0,0 days 12:31:00.000000000
152,Haiti,0,0,0,0 days 12:31:00.000000000
151,Eritrea,0,0,0,0 days 12:31:00.000000000
150,Saint Martin,0,0,0,0 days 12:31:00.000000000
146,Maldives,0,0,0,0 days 12:31:00.000000000
145,Tanzania,0,1,0,0 days 12:31:00.000000000
144,Congo,0,0,0,0 days 12:31:00.000000000
143,Guinea,0,0,0,0 days 12:31:00.000000000
141,Bermuda,0,0,8,0 days 12:31:00.000000000
140,Niger,0,0,0,0 days 12:31:00.000000000
73,Tunisia,0,1,0,0 days 12:31:00.000000000
137,El Salvador,0,0,0,0 days 12:31:00.000000000
136,Barbados,0,0,0,0 days 12:31:00.000000000
60,New Zealand,0,0,0,0 days 12:31:00.000000000
134,Zambia,0,0,0,0 days 12:31:00.000000000
133,Guatemala,0,0,0,0 days 12:31:00.000000000
132,Jamaica,0,0,0,0 days 12:31:00.000000000
131,French Polynesia,0,0,0,0 days 12:31:00.000000000
129,French Guiana,0,0,0,0 days 12:31:00.000000000
201,Timor-Leste,0,0,0,0 days 12:31:00.000000000
