Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/02/2020 12:26,Armenia,,663,4,33
04/02/2020 12:26,Lithuania,,649,8,7
04/02/2020 12:26,Bahrain,,635,4,341
04/02/2020 12:26,Hungary,,585,21,42
04/02/2020 12:26,Bosnia and Herzegovina,,512,15,20
04/02/2020 12:26,Lebanon,,494,16,43
04/02/2020 12:26,Latvia,,458,0,1
04/02/2020 12:26,Bulgaria,,449,10,25
04/02/2020 12:26,Andorra,,428,15,10
04/02/2020 12:26,Slovakia,,426,1,3
04/02/2020 12:26,Tunisia,,423,12,5
04/02/2020 12:26,Moldova,,423,5,23
04/02/2020 12:26,Kazakhstan,,402,3,27
04/02/2020 12:26,Azerbaijan,,400,5,26
04/02/2020 12:26,Costa Rica,,375,2,4
04/02/2020 12:26,North Macedonia,,354,11,17
04/02/2020 12:26,Uruguay,,350,2,62
04/02/2020 12:26,Kuwait,,342,0,81
04/02/2020 12:26,Taiwan,Taiwan,339,5,50
04/02/2020 12:26,Cyprus,,320,9,28
04/02/2020 12:26,Burkina Faso,,282,16,46
04/02/2020 12:26,Reunion,,281,0,40
04/02/2020 12:26,Jordan,,278,5,36
04/02/2020 12:26,Albania,,277,16,67
04/02/2020 12:26,Cameroon,,255,6,10
04/02/2020 12:26,Afghanistan,,239,4,5
04/02/2020 12:26,San Marino,,236,28,13
04/02/2020 12:26,Oman,,231,1,57
04/02/2020 12:26,Vietnam,,227,0,75
04/02/2020 12:26,Honduras,,219,14,3
04/02/2020 12:26,Cuba,,212,6,12
04/02/2020 12:26,Malta,,196,0,2
04/02/2020 12:26,Ghana,,195,5,31
04/02/2020 12:26,Senegal,,195,1,55
04/02/2020 12:26,Uzbekistan,,190,2,12
04/02/2020 12:26,Ivory Coast,,190,1,9
04/02/2020 12:26,Faeroe Islands,,177,0,81
04/02/2020 12:26,Nigeria,,174,2,9
04/02/2020 12:26,Channel Islands,,172,3,0
04/02/2020 12:26,Belarus,,163,2,53
04/02/2020 12:26,Mauritius,,161,7,0
04/02/2020 12:26,Palestine,,155,1,18
04/02/2020 12:26,Sri Lanka,,148,3,21
04/02/2020 12:26,Venezuela,,144,3,43
04/02/2020 12:26,Montenegro,,140,2,0
04/02/2020 12:26,Martinique,,135,3,27
04/02/2020 12:26,Brunei,,133,1,56
04/02/2020 12:26,Georgia,,130,0,26
04/02/2020 12:26,Guadeloupe,,125,6,24
04/02/2020 12:26,DRC,,123,11,3
04/02/2020 12:26,Bolivia,,123,7,1
04/02/2020 12:26,Mayotte,,116,1,10
04/02/2020 12:26,Kyrgyzstan,,116,0,5
04/02/2020 12:26,Cambodia,,110,0,34
04/02/2020 12:26,Trinidad and Tobago,,90,5,1
04/02/2020 12:26,Rwanda,,82,0,0
04/02/2020 12:26,Kenya,,81,1,3
04/02/2020 12:26,Gibraltar,,81,0,34
04/02/2020 12:26,Paraguay,,77,3,2
04/02/2020 12:26,Isle of Man,,75,1,0
04/02/2020 12:26,Niger,,74,5,0
04/02/2020 12:26,Liechtenstein,,72,0,0
04/02/2020 12:26,Madagascar,,57,0,0
04/02/2020 12:26,Bangladesh,,56,6,25
04/02/2020 12:26,Monaco,,55,1,2
04/02/2020 12:26,Aruba,,55,0,1
04/02/2020 12:26,French Guiana,,51,0,15
04/02/2020 12:26,Guatemala,,46,1,12
04/02/2020 12:26,Barbados,,45,0,0
04/02/2020 12:26,Uganda,,44,0,0
04/02/2020 12:26,Jamaica,,44,3,2
04/02/2020 12:26,Macau,Macau,41,0,10
04/02/2020 12:26,El Salvador,,41,2,0
04/02/2020 12:26,Zambia,,39,1,0
04/02/2020 12:26,French Polynesia,,37,0,0
04/02/2020 12:26,Togo,,36,2,10
04/02/2020 12:26,Djibouti,,33,0,0
04/02/2020 12:26,Bermuda,,32,0,10
04/02/2020 12:26,Mali,,31,3,0
04/02/2020 12:26,Guinea,,30,0,0
04/02/2020 12:26,Ethiopia,,29,0,3
04/02/2020 12:26,Saint Martin,,22,1,2
04/02/2020 12:26,Cayman Islands,,22,1,0
04/02/2020 12:26,Congo,,22,2,0
04/02/2020 12:26,Bahamas,,21,1,1
04/02/2020 12:26,Tanzania,,20,1,1
04/02/2020 12:26,Guyana,,19,4,0
04/02/2020 12:26,Maldives,,19,0,13
04/02/2020 12:26,Gabon,,18,1,0
04/02/2020 12:26,Eritrea,,18,0,0
04/02/2020 12:26,New Caledonia,,18,0,1
04/02/2020 12:26,Haiti,,16,0,1
04/02/2020 12:26,Myanmar,,16,1,0
04/02/2020 12:26,Sint Maarten,,16,1,6
04/02/2020 12:26,Equatorial Guinea,,15,0,1
04/02/2020 12:26,Namibia,,14,0,2
04/02/2020 12:26,Mongolia,,14,0,2
04/02/2020 12:26,Saint Lucia,,13,0,1
04/02/2020 12:26,Benin,,13,0,1
04/02/2020 12:26,Dominica,,12,0,0
04/02/2020 12:26,Curacao,,11,1,3
04/02/2020 12:26,Libya,,10,0,0
04/02/2020 12:26,Suriname,,10,0,0
04/02/2020 12:26,Seychelles,,10,0,0
04/02/2020 12:26,Laos,,10,0,0
04/02/2020 12:26,Grenada,,10,0,0
04/02/2020 12:26,Greenland,,10,0,2
04/02/2020 12:26,Syria,,10,2,0
04/02/2020 12:26,Mozambique,,10,0,0
04/02/2020 12:26,MS Zaandam,,9,2,0
04/02/2020 12:26,Guinea-Bissau,,9,0,0
04/02/2020 12:26,Eswatini,,9,0,0
04/02/2020 12:26,Angola,,8,2,1
04/02/2020 12:26,Zimbabwe,,8,1,0
04/02/2020 12:26,Saint Kitts and Nevis,,8,0,0
04/02/2020 12:26,Chad,,7,0,0
04/02/2020 12:26,Fiji,,7,0,0
04/02/2020 12:26,Antigua and Barbuda,,7,0,0
04/02/2020 12:26,Sudan,,7,2,2
04/02/2020 12:26,Liberia,,6,0,0
04/02/2020 12:26,Turks and Caicos,,6,0,0
04/02/2020 12:26,St. Barth,,6,0,1
04/02/2020 12:26,Cabo Verde,,6,1,0
04/02/2020 12:26,Vatican City,,6,0,0
04/02/2020 12:26,Nepal,,6,0,1
04/02/2020 12:26,Mauritania,,6,1,2
04/02/2020 12:26,Nicaragua,,5,1,0
04/02/2020 12:26,Bhutan,,5,0,1
04/02/2020 12:26,Montserrat,,5,0,0
04/02/2020 12:26,Somalia,,5,0,1
04/02/2020 12:26,Botswana,,4,1,0
04/02/2020 12:26,Gambia,,4,1,2
04/02/2020 12:26,Belize,,3,0,0
04/02/2020 12:26,CAR,,3,0,0
04/02/2020 12:26,British Virgin Islands,,3,0,0
04/02/2020 12:26,Anguilla,,2,0,0
04/02/2020 12:26,Burundi,,2,0,0
04/02/2020 12:26,Caribbean Netherlands,,2,0,0
04/02/2020 12:26,St. Vincent Grenadines,,2,0,1
04/02/2020 12:26,Sierra Leone,,2,0,0
04/02/2020 12:26,Papua New Guinea,,1,0,0
04/02/2020 12:26,Timor-Leste,,1,0,0
