Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/02/2020 11:03,Taiwan,Taiwan,339,5,50
04/02/2020 11:03,Cyprus,,320,9,28
04/02/2020 11:03,Burkina Faso,,282,16,46
04/02/2020 11:03,Reunion,,281,0,40
04/02/2020 11:03,Jordan,,278,5,36
04/02/2020 11:03,Albania,,277,16,67
04/02/2020 11:03,Cameroon,,255,6,10
04/02/2020 11:03,Afghanistan,,239,4,5
04/02/2020 11:03,San Marino,,236,28,13
04/02/2020 11:03,Oman,,231,1,57
04/02/2020 11:03,Vietnam,,222,0,75
04/02/2020 11:03,Honduras,,219,14,3
04/02/2020 11:03,Cuba,,212,6,12
04/02/2020 11:03,Ghana,,195,5,31
04/02/2020 11:03,Uzbekistan,,190,2,12
04/02/2020 11:03,Ivory Coast,,190,1,9
04/02/2020 11:03,Senegal,,190,1,45
04/02/2020 11:03,Malta,,188,0,2
04/02/2020 11:03,Faeroe Islands,,177,0,81
04/02/2020 11:03,Nigeria,,174,2,9
04/02/2020 11:03,Channel Islands,,172,3,0
04/02/2020 11:03,Belarus,,163,2,53
04/02/2020 11:03,Mauritius,,161,7,0
04/02/2020 11:03,Palestine,,155,1,18
04/02/2020 11:03,Sri Lanka,,148,3,21
04/02/2020 11:03,Venezuela,,144,3,43
04/02/2020 11:03,Montenegro,,140,2,0
04/02/2020 11:03,Martinique,,135,3,27
04/02/2020 11:03,Brunei,,133,1,56
04/02/2020 11:03,Georgia,,130,0,26
04/02/2020 11:03,Guadeloupe,,125,6,24
04/02/2020 11:03,DRC,,123,11,3
04/02/2020 11:03,Bolivia,,123,7,1
04/02/2020 11:03,Mayotte,,116,1,10
04/02/2020 11:03,Kyrgyzstan,,116,0,5
04/02/2020 11:03,Cambodia,,110,0,34
04/02/2020 11:03,Trinidad and Tobago,,90,5,1
04/02/2020 11:03,Rwanda,,82,0,0
04/02/2020 11:03,Kenya,,81,1,3
04/02/2020 11:03,Gibraltar,,81,0,34
04/02/2020 11:03,Paraguay,,77,3,2
04/02/2020 11:03,Isle of Man,,75,1,0
04/02/2020 11:03,Niger,,74,5,0
04/02/2020 11:03,Liechtenstein,,72,0,0
04/02/2020 11:03,Madagascar,,57,0,0
04/02/2020 11:03,Bangladesh,,56,6,25
04/02/2020 11:03,Monaco,,55,1,2
04/02/2020 11:03,Aruba,,55,0,1
04/02/2020 11:03,French Guiana,,51,0,15
04/02/2020 11:03,Guatemala,,46,1,12
04/02/2020 11:03,Barbados,,45,0,0
04/02/2020 11:03,Uganda,,44,0,0
04/02/2020 11:03,Jamaica,,44,3,2
04/02/2020 11:03,Macau,Macau,41,0,10
04/02/2020 11:03,El Salvador,,41,2,0
04/02/2020 11:03,French Polynesia,,37,0,0
04/02/2020 11:03,Togo,,36,2,10
04/02/2020 11:03,Zambia,,36,0,0
04/02/2020 11:03,Djibouti,,33,0,0
04/02/2020 11:03,Bermuda,,32,0,10
04/02/2020 11:03,Mali,,31,3,0
04/02/2020 11:03,Guinea,,30,0,0
04/02/2020 11:03,Ethiopia,,29,0,2
04/02/2020 11:03,Saint Martin,,22,1,2
04/02/2020 11:03,Cayman Islands,,22,1,0
04/02/2020 11:03,Congo,,22,2,0
04/02/2020 11:03,Bahamas,,21,1,1
04/02/2020 11:03,Tanzania,,20,1,1
04/02/2020 11:03,Guyana,,19,4,0
04/02/2020 11:03,Maldives,,19,0,13
04/02/2020 11:03,Gabon,,18,1,0
04/02/2020 11:03,Eritrea,,18,0,0
04/02/2020 11:03,New Caledonia,,18,0,1
04/02/2020 11:03,Haiti,,16,0,1
04/02/2020 11:03,Myanmar,,16,1,0
04/02/2020 11:03,Sint Maarten,,16,1,6
04/02/2020 11:03,Equatorial Guinea,,15,0,1
04/02/2020 11:03,Namibia,,14,0,2
04/02/2020 11:03,Mongolia,,14,0,2
04/02/2020 11:03,Saint Lucia,,13,0,1
04/02/2020 11:03,Benin,,13,0,1
04/02/2020 11:03,Dominica,,12,0,0
04/02/2020 11:03,Curacao,,11,1,3
04/02/2020 11:03,Libya,,10,0,0
04/02/2020 11:03,Suriname,,10,0,0
04/02/2020 11:03,Seychelles,,10,0,0
04/02/2020 11:03,Laos,,10,0,0
04/02/2020 11:03,Grenada,,10,0,0
04/02/2020 11:03,Greenland,,10,0,2
04/02/2020 11:03,Syria,,10,2,0
04/02/2020 11:03,Mozambique,,10,0,0
04/02/2020 11:03,MS Zaandam,,9,2,0
04/02/2020 11:03,Guinea-Bissau,,9,0,0
04/02/2020 11:03,Eswatini,,9,0,0
04/02/2020 11:03,Angola,,8,2,1
04/02/2020 11:03,Zimbabwe,,8,1,0
04/02/2020 11:03,Saint Kitts and Nevis,,8,0,0
04/02/2020 11:03,Chad,,7,0,0
04/02/2020 11:03,Fiji,,7,0,0
04/02/2020 11:03,Antigua and Barbuda,,7,0,0
04/02/2020 11:03,Sudan,,7,2,2
04/02/2020 11:03,St. Barth,,6,0,1
04/02/2020 11:03,Turks and Caicos,,6,0,0
04/02/2020 11:03,Cabo Verde,,6,1,0
04/02/2020 11:03,Liberia,,6,0,0
04/02/2020 11:03,Vatican City,,6,0,0
04/02/2020 11:03,Mauritania,,6,1,2
04/02/2020 11:03,Nicaragua,,5,1,0
04/02/2020 11:03,Nepal,,5,0,1
04/02/2020 11:03,Bhutan,,5,0,1
04/02/2020 11:03,Montserrat,,5,0,0
04/02/2020 11:03,Somalia,,5,0,1
04/02/2020 11:03,Botswana,,4,1,0
04/02/2020 11:03,Gambia,,4,1,2
04/02/2020 11:03,Belize,,3,0,0
04/02/2020 11:03,CAR,,3,0,0
04/02/2020 11:03,British Virgin Islands,,3,0,0
04/02/2020 11:03,Anguilla,,2,0,0
04/02/2020 11:03,Burundi,,2,0,0
04/02/2020 11:03,Caribbean Netherlands,,2,0,0
04/02/2020 11:03,St. Vincent Grenadines,,2,0,1
04/02/2020 11:03,Sierra Leone,,2,0,0
04/02/2020 11:03,Papua New Guinea,,1,0,0
04/02/2020 11:03,Timor-Leste,,1,0,0
