Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/02/2020 11:03,Italy,,110574,13155,16847
04/02/2020 11:03,Spain,,110238,10003,26743
04/02/2020 11:03,Germany,,77981,931,19175
04/02/2020 11:03,France,,56989,4032,10935
04/02/2020 11:03,Iran,,50468,3160,15473
04/02/2020 11:03,United Kingdom,,29474,2352,135
04/02/2020 11:03,Switzerland,,17781,488,2967
04/02/2020 11:03,Turkey,,15679,277,333
04/02/2020 11:03,Belgium,Brussels,15348,1011,2495
04/02/2020 11:03,Netherlands,,13614,1173,250
04/02/2020 11:03,Austria,,10842,158,1749
04/02/2020 11:03,South Korea,,9976,169,5828
04/02/2020 11:03,Portugal,,8251,187,43
04/02/2020 11:03,Brazil,,6931,244,127
04/02/2020 11:03,Israel,,6211,31,289
04/02/2020 11:03,Sweden,,4947,239,103
04/02/2020 11:03,Norway,,4898,45,13
04/02/2020 11:03,Czechia,,3604,40,61
04/02/2020 11:03,Russia,,3548,30,235
04/02/2020 11:03,Ireland,,3447,85,5
04/02/2020 11:03,Denmark,,3355,104,894
04/02/2020 11:03,Malaysia,,3116,50,767
04/02/2020 11:03,Chile,,3031,16,234
04/02/2020 11:03,Ecuador,,2758,98,58
04/02/2020 11:03,Philippines,,2633,107,51
04/02/2020 11:03,Poland,,2633,45,56
04/02/2020 11:03,Romania,,2460,94,252
04/02/2020 11:03,Japan,,2384,57,472
04/02/2020 11:03,Luxembourg,,2319,29,80
04/02/2020 11:03,Pakistan,,2291,31,107
04/02/2020 11:03,India,,2032,58,148
04/02/2020 11:03,Thailand,,1875,15,505
04/02/2020 11:03,Indonesia,,1790,170,112
04/02/2020 11:03,Saudi Arabia,,1720,16,264
04/02/2020 11:03,Finland,,1518,17,300
04/02/2020 11:03,Greece,,1415,51,52
04/02/2020 11:03,South Africa,,1380,5,50
04/02/2020 11:03,Mexico,,1378,37,35
04/02/2020 11:03,Peru,,1323,47,394
04/02/2020 11:03,Panama,,1317,32,9
04/02/2020 11:03,Dominican Republic,,1284,57,9
04/02/2020 11:03,Iceland,,1220,2,236
04/02/2020 11:03,Argentina,,1133,33,248
04/02/2020 11:03,Colombia,,1065,17,39
04/02/2020 11:03,Serbia,,1060,28,42
04/02/2020 11:03,Singapore,,1000,4,245
04/02/2020 11:03,Croatia,,963,6,73
04/02/2020 11:03,Slovenia,,897,16,10
04/02/2020 11:03,Estonia,,858,11,45
04/02/2020 11:03,Algeria,,847,58,61
04/02/2020 11:03,Qatar,,835,2,71
04/02/2020 11:03,United Arab Emirates,,814,8,61
04/02/2020 11:03,Ukraine,,804,20,13
04/02/2020 11:03,Hong Kong,Hong Kong,802,4,154
04/02/2020 11:03,New Zealand,,797,1,92
04/02/2020 11:03,Egypt,,779,52,179
04/02/2020 11:03,Iraq,,728,52,182
04/02/2020 11:03,Japan,Yokohama,712,11,619
04/02/2020 11:03,Morocco,,676,39,29
04/02/2020 11:03,Armenia,,663,4,33
04/02/2020 11:03,Lithuania,,649,8,7
04/02/2020 11:03,Hungary,,585,21,42
04/02/2020 11:03,Bahrain,,569,4,337
04/02/2020 11:03,Bosnia and Herzegovina,,512,15,20
04/02/2020 11:03,Lebanon,,494,16,43
04/02/2020 11:03,Latvia,,458,0,1
04/02/2020 11:03,Bulgaria,,449,10,25
04/02/2020 11:03,Tunisia,,423,12,5
04/02/2020 11:03,Moldova,,423,5,23
04/02/2020 11:03,Kazakhstan,,402,3,27
04/02/2020 11:03,Azerbaijan,,400,5,26
04/02/2020 11:03,Slovakia,,400,1,3
04/02/2020 11:03,Andorra,,390,14,10
04/02/2020 11:03,Costa Rica,,375,2,4
04/02/2020 11:03,North Macedonia,,354,11,17
04/02/2020 11:03,Uruguay,,350,2,62
04/02/2020 11:03,Kuwait,,342,0,81
