Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/28/2020 20:44,71,,
New South Wales,Australia,03/28/2020 20:44,1617,,
Northern Territory,Australia,03/28/2020 20:44,14,,
Queensland,Australia,03/28/2020 20:44,625,,
South Australia,Australia,03/28/2020 20:44,287,,
Tasmania,Australia,03/28/2020 20:44,58,,
Victoria,Australia,03/28/2020 20:44,685,,
Western Australia,Australia,03/28/2020 20:44,278,,
Eyibaolu,China,03/28/2020 20:44,67801,3177,62098.0
Di 欐 rot,China,03/28/2020 20:44,561,4,112.0
Right-version of the goo,China,03/28/2020 20:44,283,2,30.0
Zhenjianhanning,China,03/28/2020 20:44,573,8,410.0
Juancongdaoning,China,03/28/2020 20:44,485,5,334.0
Qiankuaminlu,China,03/28/2020 20:44,1467,8,1341.0
Fuhanhuanlu,China,03/28/2020 20:44,337,1,295.0
Tick ​​pumping 棬,China,03/28/2020 20:44,37,0,10.0
Xianlilielu,China,03/28/2020 20:44,1251,1,1225.0
Still water ╂ touch Ning,China,03/28/2020 20:44,161,3,133.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/28/2020 20:44,94,1,74.0
Babianminlu,China,03/28/2020 20:44,772,7,752.0
Chaxizhenlu,China,03/28/2020 20:44,641,0,631.0
Qiesikoulu,China,03/28/2020 20:44,548,3,536.0
Uushanmenlu,China,03/28/2020 20:44,136,2,125.0
闄曡Ta鐪,China,03/28/2020 20:44,253,3,242.0
Beach 戝崡 鐪,China,03/28/2020 20:44,180,2,172.0
Chajiemulu,China,03/28/2020 20:44,132,2,124.0
鍚夋 灄鐪,China,03/28/2020 20:44,97,1,92.0
Lichongbaolu,China,03/28/2020 20:44,319,6,310.0
Lichonghanlu,China,03/28/2020 20:44,1275,22,1251.0
Read 嶅 Jenning,China,03/28/2020 20:44,578,6,570.0
Zhenzhanxiecha Xiyan,China,03/28/2020 20:44,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/28/2020 20:44,254,2,250.0
Ba Lu braid ta,China,03/28/2020 20:44,135,0,133.0
Cha Xi Lu Tatari,China,03/28/2020 20:44,936,1,934.0
Eyihanlu,China,03/28/2020 20:44,1018,4,1014.0
Yuesuijionglu,China,03/28/2020 20:44,990,6,984.0
Xianfenghanlu,China,03/28/2020 20:44,168,6,162.0
Ludiandanlu,China,03/28/2020 20:44,146,2,144.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/28/2020 20:44,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/28/2020 20:44,75,0,75.0
Weishudaolu,China,03/28/2020 20:44,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/28/2020 20:44,1,0,1.0
,,03/28/2020 20:44,Confirmed,Deaths,
,,03/28/2020 20:44,,,
