Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/28/2020 19:00,71,,
New South Wales,Australia,03/28/2020 19:00,1617,,
Northern Territory,Australia,03/28/2020 19:00,14,,
Queensland,Australia,03/28/2020 19:00,625,,
South Australia,Australia,03/28/2020 19:00,287,,
Tasmania,Australia,03/28/2020 19:00,58,,
Victoria,Australia,03/28/2020 19:00,685,,
Western Australia,Australia,03/28/2020 19:00,278,,
Eyibaolu,China,03/28/2020 19:00,2526,3177,62098.0
Di 欐 rot,China,03/28/2020 19:00,445,4,112.0
Right-version of the goo,China,03/28/2020 19:00,251,2,30.0
Zhenjianhanning,China,03/28/2020 19:00,155,8,410.0
Juancongdaoning,China,03/28/2020 19:00,146,5,334.0
Qiankuaminlu,China,03/28/2020 19:00,118,8,1341.0
Fuhanhuanlu,China,03/28/2020 19:00,41,1,295.0
Tick ​​pumping 棬,China,03/28/2020 19:00,27,0,10.0
Xianlilielu,China,03/28/2020 19:00,25,1,1225.0
Still water ╂ touch Ning,China,03/28/2020 19:00,25,3,133.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/28/2020 19:00,19,1,74.0
Babianminlu,China,03/28/2020 19:00,13,7,752.0
Chaxizhenlu,China,03/28/2020 19:00,10,0,631.0
Qiesikoulu,China,03/28/2020 19:00,9,3,536.0
Uushanmenlu,China,03/28/2020 19:00,9,2,125.0
闄曡Ta鐪,China,03/28/2020 19:00,8,3,242.0
Beach 戝崡 鐪,China,03/28/2020 19:00,6,2,172.0
Chajiemulu,China,03/28/2020 19:00,6,2,124.0
鍚夋 灄鐪,China,03/28/2020 19:00,4,1,92.0
Lichongbaolu,China,03/28/2020 19:00,3,6,310.0
Lichonghanlu,China,03/28/2020 19:00,2,22,1251.0
Read 嶅 Jenning,China,03/28/2020 19:00,2,6,570.0
Zhenzhanxiecha Xiyan,China,03/28/2020 19:00,2,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/28/2020 19:00,2,2,250.0
Ba Lu braid ta,China,03/28/2020 19:00,2,0,133.0
