Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,03/31/2020 06:57,78,,
New South Wales,Australia,03/31/2020 06:57,2032,,
Northern Territory,Australia,03/31/2020 06:57,14,,
Queensland,Australia,03/31/2020 06:57,689,,
South Australia,Australia,03/31/2020 06:57,305,,
Tasmania,Australia,03/31/2020 06:57,65,,
Victoria,Australia,03/31/2020 06:57,821,,
Western Australia,Australia,03/31/2020 06:57,355,,
Eyibaolu,China,03/31/2020 06:57,67801,3187,63153.0
Di 欐 rot,China,03/31/2020 06:57,682,4,124.0
Right-version of the goo,China,03/31/2020 06:57,306,5,39.0
Juancongdaoning,China,03/31/2020 06:57,509,5,338.0
Zhenjianhanning,China,03/31/2020 06:57,580,8,418.0
Qiankuaminlu,China,03/31/2020 06:57,1490,8,1353.0
Fuhanhuanlu,China,03/31/2020 06:57,343,1,295.0
Still water ╂ touch Ning,China,03/31/2020 06:57,174,3,133.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/31/2020 06:57,107,1,74.0
Xianlilielu,China,03/31/2020 06:57,1257,1,1226.0
Tick ​​pumping 棬,China,03/31/2020 06:57,39,0,10.0
Chaxizhenlu,China,03/31/2020 06:57,646,0,631.0
Babianminlu,China,03/31/2020 06:57,774,7,753.0
Chajiemulu,China,03/31/2020 06:57,139,2,124.0
Qiesikoulu,China,03/31/2020 06:57,550,3,536.0
Uushanmenlu,China,03/31/2020 06:57,138,2,125.0
闄曡Ta鐪,China,03/31/2020 06:57,253,3,242.0
Beach 戝崡 鐪,China,03/31/2020 06:57,181,2,172.0
Lichongbaolu,China,03/31/2020 06:57,321,6,310.0
鍚夋 灄鐪,China,03/31/2020 06:57,98,1,92.0
Lichonghanlu,China,03/31/2020 06:57,1276,22,1251.0
Read 嶅 Jenning,China,03/31/2020 06:57,579,6,570.0
Ba Lu braid ta,China,03/31/2020 06:57,136,0,133.0
Zhenzhanxiecha Xiyan,China,03/31/2020 06:57,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/31/2020 06:57,254,2,250.0
Cha Xi Lu Tatari,China,03/31/2020 06:57,937,1,935.0
Ludiandanlu,China,03/31/2020 06:57,147,2,144.0
Eyihanlu,China,03/31/2020 06:57,1018,4,1014.0
Yuesuijionglu,China,03/31/2020 06:57,990,6,984.0
Xianfenghanlu,China,03/31/2020 06:57,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/31/2020 06:57,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/31/2020 06:57,75,0,75.0
Weishudaolu,China,03/31/2020 06:57,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/31/2020 06:57,1,0,1.0
New York,US,03/31/2020 06:57,67384,1342,
New Jersey,US,03/31/2020 06:57,16636,198,
California,US,03/31/2020 06:57,7391,150,
Michigan,US,03/31/2020 06:57,6498,185,
Massachusetts,US,03/31/2020 06:57,5752,56,
Florida,US,03/31/2020 06:57,5704,71,
WA,US,03/31/2020 06:57,5187,219,
Illinois,US,03/31/2020 06:57,5057,73,
Pennsylvania,US,03/31/2020 06:57,4155,51,
Louisiana,US,03/31/2020 06:57,4025,185,
Texas,US,03/31/2020 06:57,3346,48,
Georgia,US,03/31/2020 06:57,3032,102,
Colorado,US,03/31/2020 06:57,2627,51,
Connecticut,US,03/31/2020 06:57,2571,36,
Tennessee,US,03/31/2020 06:57,1937,14,
Ohio,US,03/31/2020 06:57,1933,40,
Indiana,US,03/31/2020 06:57,1787,35,
Maryland,US,03/31/2020 06:57,1413,15,
North Carolina,US,03/31/2020 06:57,1379,8,
Wisconsin,US,03/31/2020 06:57,1285,24,
Arizona,US,03/31/2020 06:57,1158,20,
Missouri,US,03/31/2020 06:57,1110,13,
Nevada,US,03/31/2020 06:57,1044,18,
Virginia,US,03/31/2020 06:57,1020,25,
Alabama,US,03/31/2020 06:57,947,11,
South Carolina,US,03/31/2020 06:57,925,18,
Mississippi,US,03/31/2020 06:57,847,16,
Utah,US,03/31/2020 06:57,806,4,
Oregon,US,03/31/2020 06:57,606,16,
Minnesota,US,03/31/2020 06:57,576,10,
Arkansas,US,03/31/2020 06:57,508,7,
Washington DC,US,03/31/2020 06:57,495,9,
Oklahoma,US,03/31/2020 06:57,483,17,
Kentucky,US,03/31/2020 06:57,480,11,
Idaho,US,03/31/2020 06:57,431,8,
Iowa,US,03/31/2020 06:57,424,6,
Rhode Island,US,03/31/2020 06:57,408,4,
Kansas,US,03/31/2020 06:57,374,8,
New Hampshire,US,03/31/2020 06:57,314,3,
New Mexico,US,03/31/2020 06:57,281,4,
Maine,US,03/31/2020 06:57,275,3,
Delaware,US,03/31/2020 06:57,264,7,
Vermont,US,03/31/2020 06:57,256,12,
Hawaii,US,03/31/2020 06:57,204,0,
Montana,US,03/31/2020 06:57,177,5,
Puerto Rico,US,03/31/2020 06:57,174,7,
Nebraska,US,03/31/2020 06:57,153,3,
West Virginia,US,03/31/2020 06:57,145,1,
Alaska,US,03/31/2020 06:57,119,3,
North Dakota,US,03/31/2020 06:57,109,3,
Grand Princess,US,03/31/2020 06:57,103,3,
South Dakota,US,03/31/2020 06:57,101,1,
Wyoming,US,03/31/2020 06:57,95,0,
Guam,US,03/31/2020 06:57,58,1,
Diamond Princess,US,03/31/2020 06:57,49,0,
US Virgin Islands,US,03/31/2020 06:57,30,0,
,,03/31/2020 06:57,2,0,
,,03/31/2020 06:57,2,0,
Quebec,Canada,03/31/2020 06:57,3430,25,
Ontario,Canada,03/31/2020 06:57,1706,32,
British Columbia,Canada,03/31/2020 06:57,970,19,
Alberta,Canada,03/31/2020 06:57,690,8,
Saskatchewan,Canada,03/31/2020 06:57,176,2,
Newfoundland and Labrador,Canada,03/31/2020 06:57,148,1,
Nova Scotia,Canada,03/31/2020 06:57,127,0,
Manitoba,Canada,03/31/2020 06:57,96,1,
New Brunswick,Canada,03/31/2020 06:57,68,0,
Prince Edward Island,Canada,03/31/2020 06:57,18,0,
Grand Princess,US,03/31/2020 06:57,13,0,
Yukon,Canada,03/31/2020 06:57,5,0,
Northwest Territories,Canada,03/31/2020 06:57,1,0,
Diamond Princess,US,03/31/2020 06:57,0,1,
,Italy,03/31/2020 06:57,101739,11591,14620.0
,Spain,03/31/2020 06:57,87956,7716,16780.0
,Germany,03/31/2020 06:57,66885,645,13500.0
,France,03/31/2020 06:57,44550,3024,7927.0
,Iran,03/31/2020 06:57,41495,2757,13911.0
,United Kingdom,03/31/2020 06:57,22141,1408,135.0
,Switzerland,03/31/2020 06:57,15922,359,1823.0
Brussels,Belgium,03/31/2020 06:57,11899,513,1527.0
,Netherlands,03/31/2020 06:57,11750,864,250.0
,Turkey,03/31/2020 06:57,10827,168,162.0
,South Korea,03/31/2020 06:57,9786,162,5408.0
,Austria,03/31/2020 06:57,9618,108,636.0
,Portugal,03/31/2020 06:57,6408,140,43.0
,Israel,03/31/2020 06:57,4695,18,161.0
,Brazil,03/31/2020 06:57,4661,165,127.0
,Norway,03/31/2020 06:57,4462,32,12.0
,Sweden,03/31/2020 06:57,4028,146,16.0
,Czechia,03/31/2020 06:57,3001,23,25.0
,Ireland,03/31/2020 06:57,2910,54,5.0
,Malaysia,03/31/2020 06:57,2626,37,479.0
,Denmark,03/31/2020 06:57,2577,77,1.0
,Chile,03/31/2020 06:57,2449,8,156.0
,Romania,03/31/2020 06:57,2109,65,209.0
,Poland,03/31/2020 06:57,2055,31,7.0
,Luxembourg,03/31/2020 06:57,1988,22,40.0
,Ecuador,03/31/2020 06:57,1966,62,54.0
,Japan,03/31/2020 06:57,1953,56,424.0
,Russia,03/31/2020 06:57,1836,9,66.0
,Pakistan,03/31/2020 06:57,1717,21,76.0
,Philippines,03/31/2020 06:57,1546,78,42.0
,Thailand,03/31/2020 06:57,1524,9,229.0
,Saudi Arabia,03/31/2020 06:57,1453,8,115.0
,Indonesia,03/31/2020 06:57,1414,122,75.0
,Finland,03/31/2020 06:57,1355,13,10.0
,South Africa,03/31/2020 06:57,1326,3,31.0
,India,03/31/2020 06:57,1251,32,102.0
,Greece,03/31/2020 06:57,1212,46,52.0
,Mexico,03/31/2020 06:57,1094,28,35.0
,Iceland,03/31/2020 06:57,1086,2,157.0
,Panama,03/31/2020 06:57,1075,27,9.0
,Argentina,03/31/2020 06:57,966,24,228.0
,Peru,03/31/2020 06:57,950,24,53.0
,Dominican Republic,03/31/2020 06:57,901,42,4.0
,Singapore,03/31/2020 06:57,879,3,228.0
,Colombia,03/31/2020 06:57,798,14,15.0
,Croatia,03/31/2020 06:57,790,6,67.0
,Serbia,03/31/2020 06:57,785,16,42.0
,Slovenia,03/31/2020 06:57,756,11,10.0
,Estonia,03/31/2020 06:57,715,3,20.0
Yokohama,Japan,03/31/2020 06:57,712,10,603.0
,Qatar,03/31/2020 06:57,693,1,51.0
Hong Kong,Hong Kong,03/31/2020 06:57,683,4,118.0
,Egypt,03/31/2020 06:57,656,41,150.0
,New Zealand,03/31/2020 06:57,647,1,74.0
,Iraq,03/31/2020 06:57,630,46,152.0
,United Arab Emirates,03/31/2020 06:57,611,5,61.0
,Algeria,03/31/2020 06:57,584,35,37.0
,Morocco,03/31/2020 06:57,556,33,15.0
,Ukraine,03/31/2020 06:57,548,13,8.0
,Bahrain,03/31/2020 06:57,515,4,295.0
,Lithuania,03/31/2020 06:57,491,7,7.0
,Armenia,03/31/2020 06:57,482,3,30.0
,Hungary,03/31/2020 06:57,447,15,34.0
,Lebanon,03/31/2020 06:57,446,11,35.0
,Latvia,03/31/2020 06:57,376,0,1.0
,Andorra,03/31/2020 06:57,370,8,10.0
,Bosnia and Herzegovina,03/31/2020 06:57,368,10,17.0
,Tunisia,03/31/2020 06:57,362,9,3.0
,Bulgaria,03/31/2020 06:57,359,8,17.0
,Slovakia,03/31/2020 06:57,336,0,7.0
,Costa Rica,03/31/2020 06:57,330,2,4.0
,Kazakhstan,03/31/2020 06:57,325,1,21.0
,Uruguay,03/31/2020 06:57,320,1,25.0
Taiwan,Taiwan,03/31/2020 06:57,306,5,39.0
,Moldova,03/31/2020 06:57,298,2,15.0
,North Macedonia,03/31/2020 06:57,285,7,12.0
