Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,04/04/2020 12:21,93,,
New South Wales,Australia,04/04/2020 12:21,2493,,
Northern Territory,Australia,04/04/2020 12:21,25,,
Queensland,Australia,04/04/2020 12:21,900,,
South Australia,Australia,04/04/2020 12:21,407,,
Tasmania,Australia,04/04/2020 12:21,79,,
Victoria,Australia,04/04/2020 12:21,1115,,
Western Australia,Australia,04/04/2020 12:21,436,,
Eyibaolu,China,04/04/2020 12:21,67803,3207,63762
Di 欐 rot,China,04/04/2020 12:21,862,4,173
Right-version of the goo,China,04/04/2020 12:21,348,5,50
Juancongdaoning,China,04/04/2020 12:21,529,6,356
Zhenjianhanning,China,04/04/2020 12:21,585,8,438
Qiankuaminlu,China,04/04/2020 12:21,1516,8,1378
Fuhanhuanlu,China,04/04/2020 12:21,350,1,301
鍐呰 挋鍙 I 嚜娌 诲尯,China,04/04/2020 12:21,117,1,74
Still water ╂ touch Ning,China,04/04/2020 12:21,180,3,140
Tick ​​pumping 棬,China,04/04/2020 12:21,43,0,10
Xianlilielu,China,04/04/2020 12:21,1262,1,1229
Chaxizhenlu,China,04/04/2020 12:21,651,0,632
Babianminlu,China,04/04/2020 12:21,778,7,755
Qiesikoulu,China,04/04/2020 12:21,557,3,538
Chajiemulu,China,04/04/2020 12:21,141,2,125
Lichongbaolu,China,04/04/2020 12:21,326,6,310
Beach 戝崡 鐪,China,04/04/2020 12:21,184,2,172
Zhenzhanxiecha Xiyan,China,04/04/2020 12:21,491,13,469
闄曡Ta鐪,China,04/04/2020 12:21,256,3,245
Uushanmenlu,China,04/04/2020 12:21,138,2,131
鍚夋 灄鐪,China,04/04/2020 12:21,98,1,92
Ba Lu braid ta,China,04/04/2020 12:21,137,0,133
Lichonghanlu,China,04/04/2020 12:21,1276,22,1251
Read 嶅 Jenning,China,04/04/2020 12:21,579,6,570
Eyihanlu,China,04/04/2020 12:21,1019,4,1014
Cha Xi Lu Tatari,China,04/04/2020 12:21,937,1,935
Ludiandanlu,China,04/04/2020 12:21,147,2,144
Yuesuijionglu,China,04/04/2020 12:21,990,6,984
Qian hip Tatari Dan Zu Xi Meilihuikui,China,04/04/2020 12:21,254,2,252
Xianfenghanlu,China,04/04/2020 12:21,168,6,162
Koubanyuezi Cunyonghaobi Melihuikui,China,04/04/2020 12:21,76,3,73
Yuehuohanwu arrowhead Xi Melihuikui,China,04/04/2020 12:21,75,0,75
Weishudaolu,China,04/04/2020 12:21,18,0,18
Yuan Cai hip Nielihuikui,China,04/04/2020 12:21,1,0,1
,,,State,Location,News Reference
,World,04/04/2020 12:21,1133373,60375,235999
,Spain,04/04/2020 12:21,124736,11744,34219
,Italy,04/04/2020 12:21,119827,14681,19758
,Germany,04/04/2020 12:21,91159,1275,24575
,France,04/04/2020 12:21,82165,6507,14008
,Iran,04/04/2020 12:21,55743,3452,19736
,United Kingdom,04/04/2020 12:21,38168,3605,135
,Turkey,04/04/2020 12:21,20921,425,484
,Switzerland,04/04/2020 12:21,20278,620,4846
Brussels,Belgium,04/04/2020 12:21,18431,1283,3247
,Netherlands,04/04/2020 12:21,16627,1651,250
,Austria,04/04/2020 12:21,11781,186,2507
,Portugal,04/04/2020 12:21,10524,266,75
,South Korea,04/04/2020 12:21,10156,177,6325
,Brazil,04/04/2020 12:21,9216,365,127
,Israel,04/04/2020 12:21,7589,43,427
,Sweden,04/04/2020 12:21,6131,358,205
,Norway,04/04/2020 12:21,5519,61,32
,Russia,04/04/2020 12:21,4731,43,333
,Ireland,04/04/2020 12:21,4273,120,25
,Czechia,04/04/2020 12:21,4194,56,74
,Denmark,04/04/2020 12:21,4077,161,1283
,Chile,04/04/2020 12:21,3737,22,427
,Romania,04/04/2020 12:21,3613,141,329
,Poland,04/04/2020 12:21,3503,73,116
,Malaysia,04/04/2020 12:21,3483,57,915
,Ecuador,04/04/2020 12:21,3368,145,65
,Philippines,04/04/2020 12:21,3094,144,57
,India,04/04/2020 12:21,3082,86,229
,Japan,04/04/2020 12:21,2935,69,514
,Pakistan,04/04/2020 12:21,2708,41,130
,Luxembourg,04/04/2020 12:21,2612,31,500
,Indonesia,04/04/2020 12:21,2092,191,150
,Thailand,04/04/2020 12:21,2067,20,612
,Saudi Arabia,04/04/2020 12:21,2039,25,351
,Finland,04/04/2020 12:21,1882,20,300
,Mexico,04/04/2020 12:21,1688,60,633
,Panama,04/04/2020 12:21,1673,41,10
,Greece,04/04/2020 12:21,1643,67,78
,Peru,04/04/2020 12:21,1595,61,537
,South Africa,04/04/2020 12:21,1505,9,95
,Dominican Republic,04/04/2020 12:21,1488,68,16
,Serbia,04/04/2020 12:21,1476,39,54
,Iceland,04/04/2020 12:21,1364,4,336
,Argentina,04/04/2020 12:21,1353,42,266
,Colombia,04/04/2020 12:21,1267,25,55
,United Arab Emirates,04/04/2020 12:21,1264,9,108
,Algeria,04/04/2020 12:21,1171,105,62
,Singapore,04/04/2020 12:21,1114,6,282
,Ukraine,04/04/2020 12:21,1096,28,23
,Croatia,04/04/2020 12:21,1079,12,92
,Qatar,04/04/2020 12:21,1075,3,93
,Estonia,04/04/2020 12:21,1018,13,59
,Egypt,04/04/2020 12:21,985,66,216
,Slovenia,04/04/2020 12:21,977,22,70
,New Zealand,04/04/2020 12:21,950,1,127
Hong Kong,Hong Kong,04/04/2020 12:21,862,4,173
,Morocco,04/04/2020 12:21,844,50,59
,Iraq,04/04/2020 12:21,820,54,226
,Lithuania,04/04/2020 12:21,771,10,7
,Armenia,04/04/2020 12:21,770,7,43
Yokohama,Japan,04/04/2020 12:21,712,11,619
,Bahrain,04/04/2020 12:21,688,4,399
,Hungary,04/04/2020 12:21,678,32,58
,Bosnia and Herzegovina,04/04/2020 12:21,615,19,27
,Moldova,04/04/2020 12:21,591,10,26
,Kazakhstan,04/04/2020 12:21,525,5,36
,Azerbaijan,04/04/2020 12:21,521,5,32
,Lebanon,04/04/2020 12:21,520,17,50
,Latvia,04/04/2020 12:21,509,1,1
,Cameroon,04/04/2020 12:21,509,8,17
,Bulgaria,04/04/2020 12:21,498,15,34
,Tunisia,04/04/2020 12:21,495,18,5
,Kuwait,04/04/2020 12:21,479,1,93
,Slovakia,04/04/2020 12:21,471,1,10
,Andorra,04/04/2020 12:21,439,16,16
,North Macedonia,04/04/2020 12:21,430,12,20
,Costa Rica,04/04/2020 12:21,416,2,11
,Cyprus,04/04/2020 12:21,396,11,28
,Uruguay,04/04/2020 12:21,386,4,86
Taiwan,Taiwan,04/04/2020 12:21,355,5,50
,Belarus,04/04/2020 12:21,351,4,53
,Albania,04/04/2020 12:21,332,18,99
,Reunion,04/04/2020 12:21,321,0,40
,Jordan,04/04/2020 12:21,310,5,58
,Burkina Faso,04/04/2020 12:21,302,16,50
,Afghanistan,04/04/2020 12:21,299,7,10
,Oman,04/04/2020 12:21,277,1,61
,Cuba,04/04/2020 12:21,269,6,15
,Honduras,04/04/2020 12:21,264,15,3
,San Marino,04/04/2020 12:21,251,32,26
,Uzbekistan,04/04/2020 12:21,241,2,25
,Vietnam,04/04/2020 12:21,239,0,90
,Channel Islands,04/04/2020 12:21,232,4,13
,Ivory Coast,04/04/2020 12:21,218,1,19
,Malta,04/04/2020 12:21,213,0,2
,Nigeria,04/04/2020 12:21,210,4,25
,Senegal,04/04/2020 12:21,207,1,66
,Ghana,04/04/2020 12:21,205,5,31
,Palestine,04/04/2020 12:21,205,1,21
,Montenegro,04/04/2020 12:21,197,2,1
,Mauritius,04/04/2020 12:21,196,7,0
,Faeroe Islands,04/04/2020 12:21,181,0,93
,Sri Lanka,04/04/2020 12:21,159,5,25
,Georgia,04/04/2020 12:21,157,1,28
,Venezuela,04/04/2020 12:21,153,7,52
,DRC,04/04/2020 12:21,148,16,3
,Kyrgyzstan,04/04/2020 12:21,144,1,9
,Martinique,04/04/2020 12:21,143,3,27
,Bolivia,04/04/2020 12:21,139,10,1
,Brunei,04/04/2020 12:21,135,1,66
,Guadeloupe,04/04/2020 12:21,130,7,24
,Mayotte,04/04/2020 12:21,128,2,10
,Kenya,04/04/2020 12:21,122,4,4
,Isle of Man,04/04/2020 12:21,121,1,0
,Niger,04/04/2020 12:21,120,5,0
,Cambodia,04/04/2020 12:21,114,0,50
,Trinidad and Tobago,04/04/2020 12:21,100,6,1
,Paraguay,04/04/2020 12:21,96,3,12
,Gibraltar,04/04/2020 12:21,95,0,46
,Rwanda,04/04/2020 12:21,89,0,0
,Liechtenstein,04/04/2020 12:21,75,0,0
,Guinea,04/04/2020 12:21,73,0,2
,Bangladesh,04/04/2020 12:21,70,8,30
,Madagascar,04/04/2020 12:21,70,0,0
,Monaco,04/04/2020 12:21,64,1,3
,Aruba,04/04/2020 12:21,62,0,1
,French Guiana,04/04/2020 12:21,57,0,22
,El Salvador,04/04/2020 12:21,56,3,0
,Jamaica,04/04/2020 12:21,53,3,7
,Barbados,04/04/2020 12:21,51,0,0
,Guatemala,04/04/2020 12:21,50,1,12
,Djibouti,04/04/2020 12:21,49,0,8
,Uganda,04/04/2020 12:21,48,0,0
Macau,Macau,04/04/2020 12:21,43,0,10
,Togo,04/04/2020 12:21,40,3,17
,Mali,04/04/2020 12:21,39,3,0
,Zambia,04/04/2020 12:21,39,1,2
,French Polynesia,04/04/2020 12:21,39,0,0
,Ethiopia,04/04/2020 12:21,38,0,3
,Bermuda,04/04/2020 12:21,35,0,14
,Cayman Islands,04/04/2020 12:21,29,1,1
,Bahamas,04/04/2020 12:21,24,3,0
,Sint Maarten,04/04/2020 12:21,23,4,6
,Guyana,04/04/2020 12:21,23,4,0
,Congo,04/04/2020 12:21,22,2,2
,Saint Martin,04/04/2020 12:21,22,1,2
,Eritrea,04/04/2020 12:21,22,0,0
,Gabon,04/04/2020 12:21,21,1,1
,Myanmar,04/04/2020 12:21,20,1,0
,Tanzania,04/04/2020 12:21,20,1,3
,Maldives,04/04/2020 12:21,19,0,13
,Haiti,04/04/2020 12:21,18,0,1
,New Caledonia,04/04/2020 12:21,18,0,1
,Libya,04/04/2020 12:21,17,1,0
,Benin,04/04/2020 12:21,16,0,2
,Equatorial Guinea,04/04/2020 12:21,16,0,1
,Syria,04/04/2020 12:21,16,2,2
,Guinea-Bissau,04/04/2020 12:21,15,0,0
,Antigua and Barbuda,04/04/2020 12:21,15,0,0
,Namibia,04/04/2020 12:21,14,0,3
,Dominica,04/04/2020 12:21,14,0,0
,Mongolia,04/04/2020 12:21,14,0,2
,Saint Lucia,04/04/2020 12:21,13,0,1
,Grenada,04/04/2020 12:21,12,0,0
,Fiji,04/04/2020 12:21,12,0,0
,Curacao,04/04/2020 12:21,11,1,3
,Laos,04/04/2020 12:21,10,0,0
,Seychelles,04/04/2020 12:21,10,0,0
,Mozambique,04/04/2020 12:21,10,0,0
,Suriname,04/04/2020 12:21,10,1,0
,Sudan,04/04/2020 12:21,10,2,2
,Greenland,04/04/2020 12:21,10,0,3
,MS Zaandam,04/04/2020 12:21,9,2,0
,Zimbabwe,04/04/2020 12:21,9,1,0
,Nepal,04/04/2020 12:21,9,0,1
,Chad,04/04/2020 12:21,9,0,0
,Saint Kitts and Nevis,04/04/2020 12:21,9,0,0
,Eswatini,04/04/2020 12:21,9,0,0
,CAR,04/04/2020 12:21,8,0,0
,Angola,04/04/2020 12:21,8,2,1
,Cabo Verde,04/04/2020 12:21,7,1,0
,Somalia,04/04/2020 12:21,7,0,1
,Vatican City,04/04/2020 12:21,7,0,0
,St. Vincent Grenadines,04/04/2020 12:21,7,0,1
,Liberia,04/04/2020 12:21,7,0,0
,Montserrat,04/04/2020 12:21,6,0,0
,St. Barth,04/04/2020 12:21,6,0,1
,Mauritania,04/04/2020 12:21,6,1,2
,Nicaragua,04/04/2020 12:21,5,1,0
,Bhutan,04/04/2020 12:21,5,0,2
,Turks and Caicos,04/04/2020 12:21,5,0,0
,Belize,04/04/2020 12:21,4,0,0
,Malawi,04/04/2020 12:21,4,0,0
,Botswana,04/04/2020 12:21,4,1,0
,Gambia,04/04/2020 12:21,4,1,2
,Anguilla,04/04/2020 12:21,3,0,0
,British Virgin Islands,04/04/2020 12:21,3,0,0
,Burundi,04/04/2020 12:21,3,0,0
,Caribbean Netherlands,04/04/2020 12:21,2,0,0
,Sierra Leone,04/04/2020 12:21,2,0,0
,Falkland Islands,04/04/2020 12:21,1,0,0
,Papua New Guinea,04/04/2020 12:21,1,0,0
,Timor-Leste,04/04/2020 12:21,1,0,0
