Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/30/2020 11:15,78,,
New South Wales,Australia,03/30/2020 11:15,1918,,
Northern Territory,Australia,03/30/2020 11:15,14,,
Queensland,Australia,03/30/2020 11:15,689,,
South Australia,Australia,03/30/2020 11:15,305,,
Tasmania,Australia,03/30/2020 11:15,65,,
Victoria,Australia,03/30/2020 11:15,821,,
Western Australia,Australia,03/30/2020 11:15,355,,
Eyibaolu,China,03/30/2020 11:15,67801,3186,62882.0
Di 欐 rot,China,03/30/2020 11:15,682,4,123.0
Right-version of the goo,China,03/30/2020 11:15,306,5,39.0
Juancongdaoning,China,03/30/2020 11:15,498,5,338.0
Zhenjianhanning,China,03/30/2020 11:15,577,8,415.0
Qiankuaminlu,China,03/30/2020 11:15,1484,8,1351.0
Fuhanhuanlu,China,03/30/2020 11:15,340,1,295.0
Still water ╂ touch Ning,China,03/30/2020 11:15,174,3,133.0
Xianlilielu,China,03/30/2020 11:15,1255,1,1225.0
Tick ​​pumping 棬,China,03/30/2020 11:15,38,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/30/2020 11:15,97,1,74.0
Chaxizhenlu,China,03/30/2020 11:15,645,0,631.0
Babianminlu,China,03/30/2020 11:15,773,7,753.0
Qiesikoulu,China,03/30/2020 11:15,550,3,536.0
Uushanmenlu,China,03/30/2020 11:15,138,2,125.0
Chajiemulu,China,03/30/2020 11:15,136,2,124.0
闄曡Ta鐪,China,03/30/2020 11:15,253,3,242.0
Beach 戝崡 鐪,China,03/30/2020 11:15,180,2,172.0
Lichongbaolu,China,03/30/2020 11:15,321,6,310.0
鍚夋 灄鐪,China,03/30/2020 11:15,98,1,92.0
Lichonghanlu,China,03/30/2020 11:15,1276,22,1251.0
Read 嶅 Jenning,China,03/30/2020 11:15,579,6,570.0
Ba Lu braid ta,China,03/30/2020 11:15,136,0,133.0
Zhenzhanxiecha Xiyan,China,03/30/2020 11:15,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/30/2020 11:15,254,2,250.0
Cha Xi Lu Tatari,China,03/30/2020 11:15,937,1,935.0
Ludiandanlu,China,03/30/2020 11:15,147,2,144.0
Eyihanlu,China,03/30/2020 11:15,1018,4,1014.0
Yuesuijionglu,China,03/30/2020 11:15,990,6,984.0
