Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/03/2020 06:21,Singapore,,1049,5,266
04/03/2020 06:21,United Arab Emirates,,1024,8,96
04/03/2020 06:21,Croatia,,1011,7,88
04/03/2020 06:21,Algeria,,986,86,61
04/03/2020 06:21,Qatar,,949,3,72
04/03/2020 06:21,Slovenia,,897,17,70
04/03/2020 06:21,Ukraine,,897,22,19
04/03/2020 06:21,New Zealand,,868,1,103
04/03/2020 06:21,Egypt,,865,58,201
04/03/2020 06:21,Estonia,,858,11,45
04/03/2020 06:21,Hong Kong,Hong Kong,802,4,154
04/03/2020 06:21,Iraq,,772,54,202
04/03/2020 06:21,Japan,Yokohama,712,11,619
04/03/2020 06:21,Morocco,,708,44,31
04/03/2020 06:21,Lithuania,,696,9,7
04/03/2020 06:21,Armenia,,663,7,33
04/03/2020 06:21,Bahrain,,643,4,381
04/03/2020 06:21,Hungary,,623,26,43
04/03/2020 06:21,Bosnia and Herzegovina,,533,16,20
04/03/2020 06:21,Moldova,,505,6,23
04/03/2020 06:21,Lebanon,,494,16,46
04/03/2020 06:21,Latvia,,458,0,31
04/03/2020 06:21,Bulgaria,,457,10,25
04/03/2020 06:21,Tunisia,,455,14,5
04/03/2020 06:21,Kazakhstan,,444,3,28
04/03/2020 06:21,Andorra,,428,15,10
04/03/2020 06:21,Slovakia,,426,1,5
04/03/2020 06:21,Azerbaijan,,400,5,26
04/03/2020 06:21,Costa Rica,,396,2,6
04/03/2020 06:21,North Macedonia,,384,11,17
04/03/2020 06:21,Uruguay,,369,4,68
04/03/2020 06:21,Cyprus,,356,10,28
04/03/2020 06:21,Kuwait,,342,0,81
04/03/2020 06:21,Taiwan,Taiwan,339,5,50
04/03/2020 06:21,Reunion,,308,0,40
04/03/2020 06:21,Cameroon,,306,7,10
04/03/2020 06:21,Belarus,,304,4,53
04/03/2020 06:21,Jordan,,299,5,45
04/03/2020 06:21,Burkina Faso,,288,16,50
04/03/2020 06:21,Albania,,277,16,76
04/03/2020 06:21,Afghanistan,,273,6,10
04/03/2020 06:21,San Marino,,245,30,21
04/03/2020 06:21,Cuba,,233,6,13
04/03/2020 06:21,Vietnam,,233,0,85
04/03/2020 06:21,Oman,,231,1,57
04/03/2020 06:21,Honduras,,222,15,3
04/03/2020 06:21,Uzbekistan,,221,2,25
04/03/2020 06:21,Ghana,,204,5,31
04/03/2020 06:21,Malta,,196,0,2
04/03/2020 06:21,Senegal,,195,1,55
04/03/2020 06:21,Ivory Coast,,194,1,15
04/03/2020 06:21,Channel Islands,,193,3,0
04/03/2020 06:21,Nigeria,,184,2,20
04/03/2020 06:21,Faeroe Islands,,177,0,81
04/03/2020 06:21,Mauritius,,169,7,0
04/03/2020 06:21,Palestine,,161,1,18
04/03/2020 06:21,Sri Lanka,,151,4,21
04/03/2020 06:21,Venezuela,,146,5,43
04/03/2020 06:21,Montenegro,,144,2,0
04/03/2020 06:21,Martinique,,138,3,27
04/03/2020 06:21,DRC,,134,13,3
04/03/2020 06:21,Georgia,,134,0,26
04/03/2020 06:21,Brunei,,133,1,56
04/03/2020 06:21,Bolivia,,132,9,1
04/03/2020 06:21,Kyrgyzstan,,130,1,5
04/03/2020 06:21,Guadeloupe,,128,6,24
04/03/2020 06:21,Mayotte,,116,1,10
04/03/2020 06:21,Cambodia,,114,0,35
04/03/2020 06:21,Kenya,,110,3,4
04/03/2020 06:21,Niger,,98,5,0
04/03/2020 06:21,Trinidad and Tobago,,97,6,1
04/03/2020 06:21,Isle of Man,,95,1,0
04/03/2020 06:21,Paraguay,,92,3,3
04/03/2020 06:21,Gibraltar,,88,0,46
04/03/2020 06:21,Rwanda,,84,0,0
04/03/2020 06:21,Liechtenstein,,75,0,0
04/03/2020 06:21,Monaco,,60,1,2
04/03/2020 06:21,Aruba,,60,0,1
04/03/2020 06:21,Madagascar,,59,0,0
04/03/2020 06:21,Bangladesh,,56,6,25
04/03/2020 06:21,Guinea,,52,0,0
04/03/2020 06:21,French Guiana,,51,0,15
04/03/2020 06:21,Jamaica,,47,3,2
04/03/2020 06:21,Guatemala,,47,1,12
04/03/2020 06:21,Barbados,,46,0,0
04/03/2020 06:21,El Salvador,,46,2,0
04/03/2020 06:21,Uganda,,45,0,0
04/03/2020 06:21,Macau,Macau,41,0,10
04/03/2020 06:21,Djibouti,,40,0,0
04/03/2020 06:21,Togo,,39,2,17
04/03/2020 06:21,Zambia,,39,1,0
04/03/2020 06:21,French Polynesia,,37,0,0
04/03/2020 06:21,Mali,,36,3,0
04/03/2020 06:21,Bermuda,,35,0,11
04/03/2020 06:21,Ethiopia,,29,0,3
04/03/2020 06:21,Cayman Islands,,28,1,0
04/03/2020 06:21,Bahamas,,24,1,1
04/03/2020 06:21,Congo,,22,2,2
04/03/2020 06:21,Saint Martin,,22,1,2
04/03/2020 06:21,Eritrea,,22,0,0
04/03/2020 06:21,Gabon,,21,1,1
04/03/2020 06:21,Myanmar,,20,1,0
04/03/2020 06:21,Tanzania,,20,1,2
04/03/2020 06:21,Guyana,,19,4,0
04/03/2020 06:21,Maldives,,19,0,13
04/03/2020 06:21,New Caledonia,,18,0,1
04/03/2020 06:21,Haiti,,18,0,1
04/03/2020 06:21,Sint Maarten,,18,1,6
04/03/2020 06:21,Syria,,16,2,0
04/03/2020 06:21,Equatorial Guinea,,15,0,1
04/03/2020 06:21,Namibia,,14,0,3
04/03/2020 06:21,Mongolia,,14,0,2
04/03/2020 06:21,Saint Lucia,,13,0,1
04/03/2020 06:21,Benin,,13,0,1
04/03/2020 06:21,Dominica,,12,0,0
04/03/2020 06:21,Curacao,,11,1,3
04/03/2020 06:21,Libya,,11,1,0
04/03/2020 06:21,Seychelles,,10,0,0
04/03/2020 06:21,Suriname,,10,0,0
04/03/2020 06:21,Laos,,10,0,0
04/03/2020 06:21,Grenada,,10,0,0
04/03/2020 06:21,Greenland,,10,0,2
04/03/2020 06:21,Mozambique,,10,0,0
04/03/2020 06:21,MS Zaandam,,9,2,0
04/03/2020 06:21,Zimbabwe,,9,1,0
04/03/2020 06:21,Antigua and Barbuda,,9,0,0
04/03/2020 06:21,Guinea-Bissau,,9,0,0
04/03/2020 06:21,Saint Kitts and Nevis,,9,0,0
04/03/2020 06:21,Eswatini,,9,0,0
04/03/2020 06:21,CAR,,8,0,0
04/03/2020 06:21,Chad,,8,0,0
04/03/2020 06:21,Sudan,,8,2,2
04/03/2020 06:21,Angola,,8,2,1
04/03/2020 06:21,Fiji,,7,0,0
04/03/2020 06:21,Vatican City,,7,0,0
04/03/2020 06:21,Mauritania,,6,1,2
04/03/2020 06:21,Nepal,,6,0,1
04/03/2020 06:21,Liberia,,6,0,0
04/03/2020 06:21,St. Barth,,6,0,1
04/03/2020 06:21,Cabo Verde,,6,1,0
04/03/2020 06:21,Nicaragua,,5,1,0
04/03/2020 06:21,Bhutan,,5,0,1
04/03/2020 06:21,Montserrat,,5,0,0
04/03/2020 06:21,Somalia,,5,0,1
04/03/2020 06:21,Turks and Caicos,,5,0,0
04/03/2020 06:21,Botswana,,4,1,0
04/03/2020 06:21,Gambia,,4,1,2
04/03/2020 06:21,Belize,,3,0,0
04/03/2020 06:21,British Virgin Islands,,3,0,0
04/03/2020 06:21,Burundi,,3,0,0
04/03/2020 06:21,Malawi,,3,0,0
04/03/2020 06:21,Anguilla,,3,0,0
04/03/2020 06:21,Caribbean Netherlands,,2,0,0
04/03/2020 06:21,St. Vincent Grenadines,,2,0,1
04/03/2020 06:21,Sierra Leone,,2,0,0
04/03/2020 06:21,Papua New Guinea,,1,0,0
04/03/2020 06:21,Timor-Leste,,1,0,0
