Last Update,Country/Region,Province/State,Confirmed,Deaths,Recovered
04/03/2020 06:21,Italy,,115242,13915,18278
04/03/2020 06:21,Spain,,112065,10348,26743
04/03/2020 06:21,Germany,,84794,1107,22440
04/03/2020 06:21,France,,59105,5387,12428
04/03/2020 06:21,Iran,,50468,3160,16711
04/03/2020 06:21,United Kingdom,,33718,2921,135
04/03/2020 06:21,Switzerland,,18827,536,4013
04/03/2020 06:21,Turkey,,18135,356,415
04/03/2020 06:21,Belgium,Brussels,15348,1011,2495
04/03/2020 06:21,Netherlands,,14697,1339,250
04/03/2020 06:21,Austria,,11129,158,1749
04/03/2020 06:21,South Korea,,10062,174,6021
04/03/2020 06:21,Portugal,,9034,209,68
04/03/2020 06:21,Brazil,,8066,327,127
04/03/2020 06:21,Israel,,6857,36,338
04/03/2020 06:21,Sweden,,5568,308,103
04/03/2020 06:21,Norway,,5218,50,32
04/03/2020 06:21,Czechia,,3858,44,67
04/03/2020 06:21,Ireland,,3849,98,5
04/03/2020 06:21,Russia,,3548,30,235
04/03/2020 06:21,Chile,,3404,18,335
04/03/2020 06:21,Denmark,,3386,123,1089
04/03/2020 06:21,Ecuador,,3163,120,65
04/03/2020 06:21,Malaysia,,3116,50,767
04/03/2020 06:21,Poland,,2946,57,56
04/03/2020 06:21,Romania,,2738,115,267
04/03/2020 06:21,Philippines,,2633,107,51
04/03/2020 06:21,Japan,,2617,63,472
04/03/2020 06:21,India,,2567,72,192
04/03/2020 06:21,Luxembourg,,2487,30,80
04/03/2020 06:21,Pakistan,,2421,34,125
04/03/2020 06:21,Thailand,,1978,19,581
04/03/2020 06:21,Saudi Arabia,,1885,21,328
04/03/2020 06:21,Indonesia,,1790,170,112
04/03/2020 06:21,Greece,,1544,53,61
04/03/2020 06:21,Finland,,1518,19,300
04/03/2020 06:21,Mexico,,1510,50,633
04/03/2020 06:21,Panama,,1475,37,9
04/03/2020 06:21,South Africa,,1462,5,95
04/03/2020 06:21,Peru,,1414,55,537
04/03/2020 06:21,Dominican Republic,,1380,60,16
04/03/2020 06:21,Iceland,,1319,4,284
04/03/2020 06:21,Argentina,,1265,37,256
04/03/2020 06:21,Serbia,,1171,31,42
04/03/2020 06:21,Colombia,,1161,19,55
