Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,04/04/2020 07:35,91,,
New South Wales,Australia,04/04/2020 07:35,2493,,
Northern Territory,Australia,04/04/2020 07:35,21,,
Queensland,Australia,04/04/2020 07:35,873,,
South Australia,Australia,04/04/2020 07:35,396,,
Tasmania,Australia,04/04/2020 07:35,73,,
Victoria,Australia,04/04/2020 07:35,1085,,
Western Australia,Australia,04/04/2020 07:35,422,,
Eyibaolu,China,04/04/2020 07:35,67803,3207,63762
Di 欐 rot,China,04/04/2020 07:35,845,4,173
Right-version of the goo,China,04/04/2020 07:35,348,5,50
Juancongdaoning,China,04/04/2020 07:35,529,6,348
Zhenjianhanning,China,04/04/2020 07:35,585,8,438
Qiankuaminlu,China,04/04/2020 07:35,1516,8,1378
Fuhanhuanlu,China,04/04/2020 07:35,350,1,301
鍐呰 挋鍙 I 嚜娌 诲尯,China,04/04/2020 07:35,117,1,74
Still water ╂ touch Ning,China,04/04/2020 07:35,180,3,140
Tick ​​pumping 棬,China,04/04/2020 07:35,43,0,10
Xianlilielu,China,04/04/2020 07:35,1262,1,1229
Chaxizhenlu,China,04/04/2020 07:35,651,0,632
Babianminlu,China,04/04/2020 07:35,778,7,755
Qiesikoulu,China,04/04/2020 07:35,557,3,538
Chajiemulu,China,04/04/2020 07:35,141,2,125
Lichongbaolu,China,04/04/2020 07:35,326,6,310
Beach 戝崡 鐪,China,04/04/2020 07:35,184,2,172
Zhenzhanxiecha Xiyan,China,04/04/2020 07:35,491,13,469
闄曡Ta鐪,China,04/04/2020 07:35,256,3,245
Uushanmenlu,China,04/04/2020 07:35,138,2,131
鍚夋 灄鐪,China,04/04/2020 07:35,98,1,92
Ba Lu braid ta,China,04/04/2020 07:35,137,0,133
Lichonghanlu,China,04/04/2020 07:35,1276,22,1251
Read 嶅 Jenning,China,04/04/2020 07:35,579,6,570
Eyihanlu,China,04/04/2020 07:35,1019,4,1014
Cha Xi Lu Tatari,China,04/04/2020 07:35,937,1,935
Ludiandanlu,China,04/04/2020 07:35,147,2,144
Yuesuijionglu,China,04/04/2020 07:35,990,6,984
Qian hip Tatari Dan Zu Xi Meilihuikui,China,04/04/2020 07:35,254,2,252
Xianfenghanlu,China,04/04/2020 07:35,168,6,162
Koubanyuezi Cunyonghaobi Melihuikui,China,04/04/2020 07:35,76,3,73
