Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,03/31/2020 13:24,80,,
New South Wales,Australia,03/31/2020 13:24,2032,,
Northern Territory,Australia,03/31/2020 13:24,16,,
Queensland,Australia,03/31/2020 13:24,743,,
South Australia,Australia,03/31/2020 13:24,337,,
Tasmania,Australia,03/31/2020 13:24,68,,
Victoria,Australia,03/31/2020 13:24,917,,
Western Australia,Australia,03/31/2020 13:24,364,,
Eyibaolu,China,03/31/2020 13:24,67801,3187,63153.0
Di 欐 rot,China,03/31/2020 13:24,714,4,128.0
Right-version of the goo,China,03/31/2020 13:24,322,5,39.0
Juancongdaoning,China,03/31/2020 13:24,509,5,341.0
Zhenjianhanning,China,03/31/2020 13:24,580,8,418.0
Qiankuaminlu,China,03/31/2020 13:24,1494,8,1356.0
Fuhanhuanlu,China,03/31/2020 13:24,343,1,295.0
Still water ╂ touch Ning,China,03/31/2020 13:24,174,3,133.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/31/2020 13:24,107,1,74.0
Xianlilielu,China,03/31/2020 13:24,1257,1,1226.0
Tick ​​pumping 棬,China,03/31/2020 13:24,39,0,10.0
Chaxizhenlu,China,03/31/2020 13:24,646,0,631.0
Babianminlu,China,03/31/2020 13:24,774,7,753.0
Chajiemulu,China,03/31/2020 13:24,139,2,124.0
Qiesikoulu,China,03/31/2020 13:24,550,3,536.0
Uushanmenlu,China,03/31/2020 13:24,138,2,125.0
闄曡Ta鐪,China,03/31/2020 13:24,253,3,242.0
Beach 戝崡 鐪,China,03/31/2020 13:24,181,2,172.0
Lichongbaolu,China,03/31/2020 13:24,321,6,310.0
鍚夋 灄鐪,China,03/31/2020 13:24,98,1,92.0
Lichonghanlu,China,03/31/2020 13:24,1276,22,1251.0
Read 嶅 Jenning,China,03/31/2020 13:24,579,6,570.0
Ba Lu braid ta,China,03/31/2020 13:24,136,0,133.0
Zhenzhanxiecha Xiyan,China,03/31/2020 13:24,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/31/2020 13:24,254,2,250.0
Cha Xi Lu Tatari,China,03/31/2020 13:24,937,1,935.0
Ludiandanlu,China,03/31/2020 13:24,147,2,144.0
Eyihanlu,China,03/31/2020 13:24,1018,4,1014.0
Yuesuijionglu,China,03/31/2020 13:24,990,6,984.0
Xianfenghanlu,China,03/31/2020 13:24,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/31/2020 13:24,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/31/2020 13:24,75,0,75.0
Weishudaolu,China,03/31/2020 13:24,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/31/2020 13:24,1,0,1.0
New York,US,03/31/2020 13:24,67384,1342,
New Jersey,US,03/31/2020 13:24,16636,198,
California,US,03/31/2020 13:24,7394,149,
Michigan,US,03/31/2020 13:24,6498,185,
Massachusetts,US,03/31/2020 13:24,5752,56,
Florida,US,03/31/2020 13:24,5704,71,
WA,US,03/31/2020 13:24,5191,219,
Illinois,US,03/31/2020 13:24,5058,74,
Pennsylvania,US,03/31/2020 13:24,4155,51,
Louisiana,US,03/31/2020 13:24,4025,185,
Texas,US,03/31/2020 13:24,3346,48,
Georgia,US,03/31/2020 13:24,3032,102,
Colorado,US,03/31/2020 13:24,2627,51,
Connecticut,US,03/31/2020 13:24,2571,36,
Tennessee,US,03/31/2020 13:24,1937,14,
Ohio,US,03/31/2020 13:24,1933,40,
Indiana,US,03/31/2020 13:24,1787,35,
Maryland,US,03/31/2020 13:24,1413,15,
North Carolina,US,03/31/2020 13:24,1379,8,
Wisconsin,US,03/31/2020 13:24,1285,24,
Arizona,US,03/31/2020 13:24,1158,20,
Missouri,US,03/31/2020 13:24,1122,13,
Nevada,US,03/31/2020 13:24,1044,18,
