Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Australian Capital Territory,Australia,04/05/2020 11:21,96,,
New South Wales,Australia,04/05/2020 11:21,2580,,
Northern Territory,Australia,04/05/2020 11:21,26,,
Queensland,Australia,04/05/2020 11:21,907,,
South Australia,Australia,04/05/2020 11:21,409,,
Tasmania,Australia,04/05/2020 11:21,81,,
Victoria,Australia,04/05/2020 11:21,1135,,
Western Australia,Australia,04/05/2020 11:21,453,,
Di 欐 rot,China,04/05/2020 11:21,890,4,206
Eyibaolu,China,04/05/2020 11:21,67803,3210,63945
Right-version of the goo,China,04/05/2020 11:21,355,5,50
Juancongdaoning,China,04/05/2020 11:21,531,6,383
Zhenjianhanning,China,04/05/2020 11:21,586,8,441
Qiankuaminlu,China,04/05/2020 11:21,1524,8,1387
Fuhanhuanlu,China,04/05/2020 11:21,350,1,303
鍐呰 挋鍙 I 嚜娌 诲尯,China,04/05/2020 11:21,117,1,74
Tick ​​pumping 棬,China,04/05/2020 11:21,44,0,10
Still water ╂ touch Ning,China,04/05/2020 11:21,180,3,144
Xianlilielu,China,04/05/2020 11:21,1263,1,1230
Zhenzhanxiecha Xiyan,China,04/05/2020 11:21,504,13,469
Chaxizhenlu,China,04/05/2020 11:21,651,0,633
Babianminlu,China,04/05/2020 11:21,779,7,755
Qiesikoulu,China,04/05/2020 11:21,558,3,539
Chajiemulu,China,04/05/2020 11:21,142,2,126
Lichongbaolu,China,04/05/2020 11:21,327,6,310
Beach 戝崡 鐪,China,04/05/2020 11:21,184,2,172
闄曡Ta鐪,China,04/05/2020 11:21,256,3,245
Ba Lu braid ta,China,04/05/2020 11:21,138,0,133
Uushanmenlu,China,04/05/2020 11:21,138,2,131
鍚夋 灄鐪,China,04/05/2020 11:21,98,1,92
Lichonghanlu,China,04/05/2020 11:21,1276,22,1251
Read 嶅 Jenning,China,04/05/2020 11:21,579,6,570
Eyihanlu,China,04/05/2020 11:21,1019,4,1014
Cha Xi Lu Tatari,China,04/05/2020 11:21,937,1,935
Ludiandanlu,China,04/05/2020 11:21,147,2,144
Yuesuijionglu,China,04/05/2020 11:21,990,6,984
Qian hip Tatari Dan Zu Xi Meilihuikui,China,04/05/2020 11:21,254,2,252
Xianfenghanlu,China,04/05/2020 11:21,168,6,162
Koubanyuezi Cunyonghaobi Melihuikui,China,04/05/2020 11:21,76,3,73
Yuehuohanwu arrowhead Xi Melihuikui,China,04/05/2020 11:21,75,0,75
Weishudaolu,China,04/05/2020 11:21,18,0,18
Yuan Cai hip Nielihuikui,China,04/05/2020 11:21,1,0,1
New York,,,114174,3565,11163
New Jersey,,,34124,846,0
Michigan,,,14225,540,44
California,,,13904,324,265
Louisiana,,,12496,409,0
Massachusetts,,,11736,216,10
Florida,,,11545,195,0
Pennsylvania,,,10507,139,76
Illinois,,,10360,245,18
,,,7632,318,622
