Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/29/2020 19:12,77,,
New South Wales,Australia,03/29/2020 19:12,1791,,
Northern Territory,Australia,03/29/2020 19:12,14,,
Queensland,Australia,03/29/2020 19:12,656,,
South Australia,Australia,03/29/2020 19:12,287,,
Tasmania,Australia,03/29/2020 19:12,61,,
Victoria,Australia,03/29/2020 19:12,769,,
Western Australia,Australia,03/29/2020 19:12,311,,
Eyibaolu,China,03/29/2020 19:12,67801,3182,62570.0
Di 欐 rot,China,03/29/2020 19:12,641,4,112.0
Right-version of the goo,China,03/29/2020 19:12,298,2,30.0
Zhenjianhanning,China,03/29/2020 19:12,577,8,412.0
Juancongdaoning,China,03/29/2020 19:12,492,5,334.0
Qiankuaminlu,China,03/29/2020 19:12,1475,8,1349.0
Fuhanhuanlu,China,03/29/2020 19:12,338,1,295.0
Still water ╂ touch Ning,China,03/29/2020 19:12,166,3,133.0
Xianlilielu,China,03/29/2020 19:12,1254,1,1225.0
Tick ​​pumping 棬,China,03/29/2020 19:12,37,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/29/2020 19:12,95,1,74.0
Babianminlu,China,03/29/2020 19:12,772,7,752.0
Chaxizhenlu,China,03/29/2020 19:12,644,0,631.0
Qiesikoulu,China,03/29/2020 19:12,550,3,536.0
Uushanmenlu,China,03/29/2020 19:12,138,2,125.0
闄曡Ta鐪,China,03/29/2020 19:12,253,3,242.0
Chajiemulu,China,03/29/2020 19:12,134,2,124.0
Beach 戝崡 鐪,China,03/29/2020 19:12,180,2,172.0
鍚夋 灄鐪,China,03/29/2020 19:12,98,1,92.0
Lichonghanlu,China,03/29/2020 19:12,1276,22,1251.0
Read 嶅 Jenning,China,03/29/2020 19:12,579,6,570.0
Lichongbaolu,China,03/29/2020 19:12,319,6,310.0
Ba Lu braid ta,China,03/29/2020 19:12,136,0,133.0
Cha Xi Lu Tatari,China,03/29/2020 19:12,937,1,934.0
Zhenzhanxiecha Xiyan,China,03/29/2020 19:12,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/29/2020 19:12,254,2,250.0
Ludiandanlu,China,03/29/2020 19:12,147,2,144.0
Eyihanlu,China,03/29/2020 19:12,1018,4,1014.0
Yuesuijionglu,China,03/29/2020 19:12,990,6,984.0
Xianfenghanlu,China,03/29/2020 19:12,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/29/2020 19:12,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/29/2020 19:12,75,0,75.0
Weishudaolu,China,03/29/2020 19:12,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/29/2020 19:12,1,0,1.0
,,03/29/2020 19:12,Confirmed,Deaths,
New York,US,03/29/2020 19:12,59513,965,
New Jersey,US,03/29/2020 19:12,13386,161,
California,US,03/29/2020 19:12,5723,121,
Michigan,US,03/29/2020 19:12,4659,112,
WA,US,03/29/2020 19:12,4319,189,
Massachusetts,US,03/29/2020 19:12,4257,44,
Florida,US,03/29/2020 19:12,4246,56,
