Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/29/2020 21:16,77,,
New South Wales,Australia,03/29/2020 21:16,1791,,
Northern Territory,Australia,03/29/2020 21:16,14,,
Queensland,Australia,03/29/2020 21:16,656,,
South Australia,Australia,03/29/2020 21:16,287,,
Tasmania,Australia,03/29/2020 21:16,61,,
Victoria,Australia,03/29/2020 21:16,769,,
Western Australia,Australia,03/29/2020 21:16,311,,
Eyibaolu,China,03/29/2020 21:16,67801,3182,62570.0
Di 欐 rot,China,03/29/2020 21:16,641,4,112.0
Right-version of the goo,China,03/29/2020 21:16,298,2,30.0
Zhenjianhanning,China,03/29/2020 21:16,577,8,412.0
Juancongdaoning,China,03/29/2020 21:16,492,5,334.0
Qiankuaminlu,China,03/29/2020 21:16,1475,8,1349.0
Fuhanhuanlu,China,03/29/2020 21:16,338,1,295.0
Still water ╂ touch Ning,China,03/29/2020 21:16,166,3,133.0
Xianlilielu,China,03/29/2020 21:16,1254,1,1225.0
Tick ​​pumping 棬,China,03/29/2020 21:16,37,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/29/2020 21:16,95,1,74.0
Babianminlu,China,03/29/2020 21:16,772,7,752.0
Chaxizhenlu,China,03/29/2020 21:16,644,0,631.0
Qiesikoulu,China,03/29/2020 21:16,550,3,536.0
Uushanmenlu,China,03/29/2020 21:16,138,2,125.0
闄曡Ta鐪,China,03/29/2020 21:16,253,3,242.0
Chajiemulu,China,03/29/2020 21:16,134,2,124.0
Beach 戝崡 鐪,China,03/29/2020 21:16,180,2,172.0
鍚夋 灄鐪,China,03/29/2020 21:16,98,1,92.0
Lichonghanlu,China,03/29/2020 21:16,1276,22,1251.0
Read 嶅 Jenning,China,03/29/2020 21:16,579,6,570.0
Lichongbaolu,China,03/29/2020 21:16,319,6,310.0
Ba Lu braid ta,China,03/29/2020 21:16,136,0,133.0
Cha Xi Lu Tatari,China,03/29/2020 21:16,937,1,934.0
Zhenzhanxiecha Xiyan,China,03/29/2020 21:16,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/29/2020 21:16,254,2,250.0
Ludiandanlu,China,03/29/2020 21:16,147,2,144.0
Eyihanlu,China,03/29/2020 21:16,1018,4,1014.0
Yuesuijionglu,China,03/29/2020 21:16,990,6,984.0
Xianfenghanlu,China,03/29/2020 21:16,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/29/2020 21:16,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/29/2020 21:16,75,0,75.0
Weishudaolu,China,03/29/2020 21:16,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/29/2020 21:16,1,0,1.0
,,03/29/2020 21:16,Confirmed,Deaths,
New York,US,03/29/2020 21:16,59479,965,
New Jersey,US,03/29/2020 21:16,13376,161,
California,US,03/29/2020 21:16,5788,122,
Michigan,US,03/29/2020 21:16,5488,134,
WA,US,03/29/2020 21:16,4319,189,
Massachusetts,US,03/29/2020 21:16,4257,44,
Florida,US,03/29/2020 21:16,4246,56,
Louisiana,US,03/29/2020 21:16,3540,151,
Illinois,US,03/29/2020 21:16,3493,49,
Pennsylvania,US,03/29/2020 21:16,3407,38,
Georgia,US,03/29/2020 21:16,2651,80,
Texas,US,03/29/2020 21:16,2626,37,
Colorado,US,03/29/2020 21:16,2063,44,
Ohio,US,03/29/2020 21:16,1653,29,
Tennessee,US,03/29/2020 21:16,1602,7,
Connecticut,US,03/29/2020 21:16,1524,33,
Indiana,US,03/29/2020 21:16,1514,32,
Maryland,US,03/29/2020 21:16,1239,10,
Wisconsin,US,03/29/2020 21:16,1119,17,
North Carolina,US,03/29/2020 21:16,1092,7,
Arizona,US,03/29/2020 21:16,919,17,
Virginia,US,03/29/2020 21:16,890,22,
Missouri,US,03/29/2020 21:16,849,11,
Alabama,US,03/29/2020 21:16,760,9,
Mississippi,US,03/29/2020 21:16,759,14,
Nevada,US,03/29/2020 21:16,738,14,
Utah,US,03/29/2020 21:16,724,2,
South Carolina,US,03/29/2020 21:16,660,15,
Oregon,US,03/29/2020 21:16,548,13,
Minnesota,US,03/29/2020 21:16,503,9,
Oklahoma,US,03/29/2020 21:16,431,16,
Arkansas,US,03/29/2020 21:16,421,5,
Kentucky,US,03/29/2020 21:16,403,9,
Washington DC,US,03/29/2020 21:16,342,5,
Iowa,US,03/29/2020 21:16,336,3,
Kansas,US,03/29/2020 21:16,322,6,
Rhode Island,US,03/29/2020 21:16,294,3,
Idaho,US,03/29/2020 21:16,265,5,
Maine,US,03/29/2020 21:16,253,1,
Vermont,US,03/29/2020 21:16,235,12,
New Hampshire,US,03/29/2020 21:16,214,2,
Delaware,US,03/29/2020 21:16,214,5,
New Mexico,US,03/29/2020 21:16,208,2,
Montana,US,03/29/2020 21:16,154,1,
Hawaii,US,03/29/2020 21:16,149,0,
