Country/Region,confirmed,deaths,recovered,Last Update
US,6320,64,4562,03/30/2020 09:35
Italy,97689,10779,13030,03/30/2020 09:35
China,82463,3313,75944,03/30/2020 09:35
Spain,80110,6803,14709,03/30/2020 09:35
Germany,62435,541,9211,03/30/2020 09:35
France,40174,2606,7202,03/30/2020 09:35
Iran,38309,2640,12391,03/30/2020 09:35
United Kingdom,19522,1228,135,03/30/2020 09:35
Switzerland,14944,300,1823,03/30/2020 09:35
Netherlands,10866,771,250,03/30/2020 09:35
Belgium,10836,431,1359,03/30/2020 09:35
South Korea,9661,158,5228,03/30/2020 09:35
Turkey,9217,131,105,03/30/2020 09:35
Austria,8958,86,479,03/30/2020 09:35
Canada,6320,64,573,03/30/2020 09:35
Portugal,5962,119,43,03/30/2020 09:35
Israel,4347,15,134,03/30/2020 09:35
Norway,4305,26,7,03/30/2020 09:35
Brazil,4256,136,6,03/30/2020 09:35
Australia,0,18,244,03/30/2020 09:35
Sweden,3700,110,16,03/30/2020 09:35
Czechia,2837,17,11,03/30/2020 09:35
Ireland,2615,46,5,03/30/2020 09:35
Denmark,2555,72,1,03/30/2020 09:35
Malaysia,2470,35,388,03/30/2020 09:35
Chile,2139,7,75,03/30/2020 09:35
Luxembourg,1950,21,40,03/30/2020 09:35
Ecuador,1924,58,3,03/30/2020 09:35
Poland,1905,26,7,03/30/2020 09:35
Japan,1866,54,424,03/30/2020 09:35
Romania,1815,43,206,03/30/2020 09:35
Pakistan,1625,18,29,03/30/2020 09:35
Philippines,1546,78,42,03/30/2020 09:35
Russia,1534,8,64,03/30/2020 09:35
Thailand,1524,7,229,03/30/2020 09:35
Saudi Arabia,1299,8,66,03/30/2020 09:35
Finland,1286,11,10,03/30/2020 09:35
Indonesia,1285,114,64,03/30/2020 09:35
South Africa,1280,2,31,03/30/2020 09:35
Greece,1156,39,52,03/30/2020 09:35
India,1071,29,100,03/30/2020 09:35
Iceland,1020,2,135,03/30/2020 09:35
Mexico,993,20,35,03/30/2020 09:35
Panama,989,24,4,03/30/2020 09:35
Dominican Republic,859,39,3,03/30/2020 09:35
Peru,852,18,16,03/30/2020 09:35
Singapore,844,3,212,03/30/2020 09:35
Argentina,820,20,91,03/30/2020 09:35
Serbia,741,13,42,03/30/2020 09:35
Slovenia,730,11,10,03/30/2020 09:35
Estonia,715,3,20,03/30/2020 09:35
Croatia,713,6,55,03/30/2020 09:35
Diamond Princess,712,10,603,03/30/2020 09:35
Colombia,702,10,10,03/30/2020 09:35
Hong Kong,642,4,118,03/30/2020 09:35
Qatar,634,1,48,03/30/2020 09:35
Egypt,609,40,132,03/30/2020 09:35
New Zealand,589,1,63,03/30/2020 09:35
United Arab Emirates,570,3,58,03/30/2020 09:35
Iraq,547,42,143,03/30/2020 09:35
Morocco,516,27,13,03/30/2020 09:35
Bahrain,515,4,279,03/30/2020 09:35
Algeria,511,31,31,03/30/2020 09:35
Lithuania,484,7,1,03/30/2020 09:35
Armenia,482,3,30,03/30/2020 09:35
Ukraine,475,10,6,03/30/2020 09:35
Hungary,447,15,34,03/30/2020 09:35
Lebanon,438,10,30,03/30/2020 09:35
Latvia,376,0,1,03/30/2020 09:35
Bulgaria,354,8,15,03/30/2020 09:35
Bosnia and Herzegovina,340,6,8,03/30/2020 09:35
Andorra,334,6,6,03/30/2020 09:35
Costa Rica,314,2,3,03/30/2020 09:35
Slovakia,314,0,2,03/30/2020 09:35
Tunisia,312,8,2,03/30/2020 09:35
Uruguay,304,1,0,03/30/2020 09:35
Taiwan,298,3,39,03/30/2020 09:35
Kazakhstan,293,1,20,03/30/2020 09:35
Moldova,263,2,13,03/30/2020 09:35
Jordan,259,3,18,03/30/2020 09:35
North Macedonia,259,6,3,03/30/2020 09:35
Kuwait,255,0,67,03/30/2020 09:35
San Marino,224,22,6,03/30/2020 09:35
Burkina Faso,222,12,23,03/30/2020 09:35
Cyprus,214,6,15,03/30/2020 09:35
Albania,212,10,33,03/30/2020 09:35
Azerbaijan,209,4,15,03/30/2020 09:35
Vietnam,194,0,52,03/30/2020 09:35
Reunion,183,0,1,03/30/2020 09:35
Oman,167,0,23,03/30/2020 09:35
Ivory Coast,165,1,4,03/30/2020 09:35
Faeroe Islands,159,0,70,03/30/2020 09:35
Ghana,152,5,2,03/30/2020 09:35
Malta,151,0,2,03/30/2020 09:35
Uzbekistan,144,2,7,03/30/2020 09:35
Senegal,142,0,27,03/30/2020 09:35
Cameroon,139,6,5,03/30/2020 09:35
Cuba,139,3,4,03/30/2020 09:35
Honduras,139,3,3,03/30/2020 09:35
Brunei,126,1,34,03/30/2020 09:35
Sri Lanka,120,1,15,03/30/2020 09:35
Afghanistan,120,4,2,03/30/2020 09:35
Venezuela,119,3,39,03/30/2020 09:35
Palestine,115,1,18,03/30/2020 09:35
Nigeria,111,1,3,03/30/2020 09:35
Mauritius,110,3,0,03/30/2020 09:35
Channel Islands,108,2,0,03/30/2020 09:35
Guadeloupe,106,4,17,03/30/2020 09:35
Cambodia,103,0,21,03/30/2020 09:35
Georgia,98,0,18,03/30/2020 09:35
Bolivia,96,1,0,03/30/2020 09:35
Belarus,94,0,32,03/30/2020 09:35
Kyrgyzstan,94,0,0,03/30/2020 09:35
Martinique,93,1,0,03/30/2020 09:35
Montenegro,91,1,0,03/30/2020 09:35
DRC,81,8,2,03/30/2020 09:35
Trinidad and Tobago,78,3,1,03/30/2020 09:35
Rwanda,70,0,0,03/30/2020 09:35
Gibraltar,65,0,14,03/30/2020 09:35
Paraguay,64,3,1,03/30/2020 09:35
Mayotte,63,0,0,03/30/2020 09:35
Liechtenstein,56,0,0,03/30/2020 09:35
Aruba,50,0,1,03/30/2020 09:35
Bangladesh,49,5,19,03/30/2020 09:35
