Country/Region,Confirmed,Deaths,Recovered,Last Update
China,81340,3292,74588,03/27/2020 13:24
USA,85755,1304,1868,03/27/2020 13:24
Italy,80589,8215,10361,03/27/2020 13:24
Spain,64059,4858,9357,03/27/2020 13:24
Germany,47373,285,5673,03/27/2020 13:24
Iran,32332,2378,11133,03/27/2020 13:24
France,29155,1696,4948,03/27/2020 13:24
Switzerland,12311,207,897,03/27/2020 13:24
UK,11658,578,135,03/27/2020 13:24
S. Korea,9332,139,4528,03/27/2020 13:24
Netherlands,8603,546,3,03/27/2020 13:24
Austria,7393,58,225,03/27/2020 13:24
Belgium,7284,289,858,03/27/2020 13:24
Portugal,4268,76,43,03/27/2020 13:24
Canada,4043,39,228,03/27/2020 13:24
Norway,3677,16,6,03/27/2020 13:24
Turkey,3629,75,26,03/27/2020 13:24
Australia,3180,13,170,03/27/2020 13:24
Sweden,3046,92,16,03/27/2020 13:24
Israel,3035,11,79,03/27/2020 13:24
Brazil,2988,77,6,03/27/2020 13:24
Malaysia,2161,26,259,03/27/2020 13:24
Czechia,2062,9,10,03/27/2020 13:24
Denmark,2010,52,1,03/27/2020 13:24
Ireland,1819,19,5,03/27/2020 13:24
Luxembourg,1453,9,6,03/27/2020 13:24
Ecuador,1403,34,3,03/27/2020 13:24
Japan,1387,47,359,03/27/2020 13:24
Chile,1306,4,22,03/27/2020 13:24
Romania,1292,24,115,03/27/2020 13:24
Poland,1289,16,7,03/27/2020 13:24
Pakistan,1252,9,23,03/27/2020 13:24
Thailand,1136,5,97,03/27/2020 13:24
Saudi Arabia,1104,3,35,03/27/2020 13:24
Indonesia,1046,87,46,03/27/2020 13:24
Finland,1038,5,10,03/27/2020 13:24
Russia,1036,3,45,03/27/2020 13:24
South Africa,927,2,12,03/27/2020 13:24
Greece,892,27,42,03/27/2020 13:24
Iceland,890,2,82,03/27/2020 13:24
India,860,20,73,03/27/2020 13:24
Philippines,803,54,31,03/27/2020 13:24
Diamond Princess,712,10,597,03/27/2020 13:24
Singapore,683,2,172,03/27/2020 13:24
Panama,674,9,2,03/27/2020 13:24
Slovenia,632,9,10,03/27/2020 13:24
Argentina,589,13,72,03/27/2020 13:24
Mexico,585,8,4,03/27/2020 13:24
Peru,580,9,14,03/27/2020 13:24
Estonia,575,1,11,03/27/2020 13:24
Croatia,551,3,37,03/27/2020 13:24
Qatar,549,0,43,03/27/2020 13:24
Hong Kong,518,4,111,03/27/2020 13:24
Egypt,495,24,102,03/27/2020 13:24
Colombia,491,6,8,03/27/2020 13:24
Dominican Republic,488,10,3,03/27/2020 13:24
Bahrain,466,4,227,03/27/2020 13:24
Iraq,458,40,122,03/27/2020 13:24
Serbia,457,8,15,03/27/2020 13:24
Lebanon,391,7,23,03/27/2020 13:24
New Zealand,368,0,37,03/27/2020 13:24
Algeria,367,25,29,03/27/2020 13:24
Lithuania,345,5,1,03/27/2020 13:24
UAE,333,2,52,03/27/2020 13:24
Armenia,329,1,28,03/27/2020 13:24
Hungary,300,10,34,03/27/2020 13:24
Latvia,280,0,1,03/27/2020 13:24
Bulgaria,276,3,9,03/27/2020 13:24
Morocco,275,11,8,03/27/2020 13:24
Slovakia,269,0,2,03/27/2020 13:24
Andorra,267,3,1,03/27/2020 13:24
Taiwan,267,2,30,03/27/2020 13:24
Uruguay,238,0,0,03/27/2020 13:24
Costa Rica,231,2,2,03/27/2020 13:24
Bosnia and Herzegovina,230,3,5,03/27/2020 13:24
Tunisia,227,6,2,03/27/2020 13:24
Ukraine,226,5,5,03/27/2020 13:24
Kuwait,225,0,57,03/27/2020 13:24
North Macedonia,219,3,3,03/27/2020 13:24
Jordan,212,0,2,03/27/2020 13:24
San Marino,208,21,4,03/27/2020 13:24
Albania,186,8,31,03/27/2020 13:24
Moldova,177,2,2,03/27/2020 13:24
Vietnam,163,0,20,03/27/2020 13:24
Burkina Faso,152,7,10,03/27/2020 13:24
Cyprus,146,3,4,03/27/2020 13:24
Faeroe Islands,144,0,54,03/27/2020 13:24
Malta,139,0,2,03/27/2020 13:24
Ghana,136,4,1,03/27/2020 13:24
Kazakhstan,135,1,3,03/27/2020 13:24
Réunion,135,0,1,03/27/2020 13:24
Oman,131,0,23,03/27/2020 13:24
Azerbaijan,122,3,15,03/27/2020 13:24
Senegal,119,0,11,03/27/2020 13:24
Brunei,115,0,11,03/27/2020 13:24
Venezuela,107,1,31,03/27/2020 13:24
Sri Lanka,106,0,7,03/27/2020 13:24
Cambodia,99,0,11,03/27/2020 13:24
Ivory Coast,96,0,3,03/27/2020 13:24
Afghanistan,94,4,2,03/27/2020 13:24
