Country/Region,confirmed,deaths,recovered,Last Update
US,104256,1704,2525,03/28/2020 08:38
Italy,86498,9134,10950,03/28/2020 08:38
Spain,65719,5138,9357,03/28/2020 08:38
Germany,53340,395,6658,03/28/2020 08:38
France,32964,1995,5700,03/28/2020 08:38
Iran,32332,2378,11133,03/28/2020 08:38
United Kingdom,14543,759,135,03/28/2020 08:38
Switzerland,12928,231,1530,03/28/2020 08:38
South Korea,9478,144,4811,03/28/2020 08:38
Netherlands,8603,546,3,03/28/2020 08:38
Austria,7712,58,225,03/28/2020 08:38
Belgium,7284,289,858,03/28/2020 08:38
Turkey,5698,92,42,03/28/2020 08:38
Canada,4757,55,354,03/28/2020 08:38
Portugal,4268,76,43,03/28/2020 08:38
Norway,3773,19,7,03/28/2020 08:38
Australia,3635,14,170,03/28/2020 08:38
Brazil,3477,93,6,03/28/2020 08:38
Israel,3460,12,89,03/28/2020 08:38
Sweden,3069,105,16,03/28/2020 08:38
Czechia,2279,9,11,03/28/2020 08:38
Malaysia,2161,26,259,03/28/2020 08:38
Ireland,2121,22,5,03/28/2020 08:38
Denmark,2046,52,1,03/28/2020 08:38
Ecuador,1627,41,3,03/28/2020 08:38
Chile,1610,5,43,03/28/2020 08:38
Luxembourg,1605,15,40,03/28/2020 08:38
Japan,1499,49,372,03/28/2020 08:38
Poland,1436,16,7,03/28/2020 08:38
Pakistan,1408,11,25,03/28/2020 08:38
Romania,1292,26,115,03/28/2020 08:38
Thailand,1245,6,97,03/28/2020 08:38
South Africa,1170,1,31,03/28/2020 08:38
Finland,1165,7,10,03/28/2020 08:38
Saudi Arabia,1104,3,35,03/28/2020 08:38
Indonesia,1046,87,46,03/28/2020 08:38
Russia,1036,4,45,03/28/2020 08:38
Greece,966,28,52,03/28/2020 08:38
India,908,20,83,03/28/2020 08:38
Iceland,890,2,97,03/28/2020 08:38
Philippines,803,54,31,03/28/2020 08:38
Panama,786,14,2,03/28/2020 08:38
Singapore,732,2,183,03/28/2020 08:38
Mexico,717,12,4,03/28/2020 08:38
Diamond Princess,712,10,597,03/28/2020 08:38
Argentina,690,17,72,03/28/2020 08:38
Peru,635,11,16,03/28/2020 08:38
Croatia,635,4,45,03/28/2020 08:38
Slovenia,632,9,10,03/28/2020 08:38
Dominican Republic,581,20,3,03/28/2020 08:38
Estonia,575,1,11,03/28/2020 08:38
Qatar,562,0,43,03/28/2020 08:38
Colombia,539,6,10,03/28/2020 08:38
Egypt,536,30,116,03/28/2020 08:38
Serbia,528,8,42,03/28/2020 08:38
Hong Kong,519,4,111,03/28/2020 08:38
Bahrain,473,4,254,03/28/2020 08:38
Iraq,458,40,122,03/28/2020 08:38
New Zealand,451,0,50,03/28/2020 08:38
Algeria,409,26,29,03/28/2020 08:38
UAE,405,2,52,03/28/2020 08:38
Lebanon,391,8,27,03/28/2020 08:38
Lithuania,382,5,1,03/28/2020 08:38
Armenia,372,1,28,03/28/2020 08:38
Morocco,358,23,11,03/28/2020 08:38
Hungary,343,11,34,03/28/2020 08:38
Bulgaria,313,4,9,03/28/2020 08:38
Ukraine,310,5,5,03/28/2020 08:38
Latvia,280,0,1,03/28/2020 08:38
Uruguay,274,0,0,03/28/2020 08:38
Slovakia,269,0,2,03/28/2020 08:38
Andorra,267,3,1,03/28/2020 08:38
Taiwan,267,2,30,03/28/2020 08:38
Costa Rica,263,2,3,03/28/2020 08:38
Bosnia and Herzegovina,237,4,5,03/28/2020 08:38
Jordan,235,1,18,03/28/2020 08:38
Tunisia,227,7,2,03/28/2020 08:38
Kuwait,225,0,57,03/28/2020 08:38
San Marino,223,21,6,03/28/2020 08:38
North Macedonia,219,3,3,03/28/2020 08:38
Moldova,199,2,2,03/28/2020 08:38
Albania,186,8,31,03/28/2020 08:38
Burkina Faso,180,9,12,03/28/2020 08:38
Vietnam,169,0,20,03/28/2020 08:38
Azerbaijan,165,3,15,03/28/2020 08:38
Cyprus,162,5,15,03/28/2020 08:38
Oman,152,0,23,03/28/2020 08:38
Kazakhstan,150,1,3,03/28/2020 08:38
Réunion,145,0,1,03/28/2020 08:38
Faeroe Islands,144,0,54,03/28/2020 08:38
Malta,139,0,2,03/28/2020 08:38
Ghana,137,4,2,03/28/2020 08:38
Senegal,119,0,11,03/28/2020 08:38
Brunei,115,1,11,03/28/2020 08:38
Venezuela,113,2,31,03/28/2020 08:38
Afghanistan,110,4,2,03/28/2020 08:38
Sri Lanka,106,0,9,03/28/2020 08:38
Uzbekistan,104,2,5,03/28/2020 08:38
Ivory Coast,101,0,3,03/28/2020 08:38
Cambodia,99,0,13,03/28/2020 08:38
Honduras,95,1,3,03/28/2020 08:38
Mauritius,94,2,0,03/28/2020 08:38
Belarus,94,0,32,03/28/2020 08:38
Martinique,93,1,0,03/28/2020 08:38
