Country/Region,confirmed,deaths,recovered,Last Update
US,123780,2229,3238,03/29/2020 10:02
Italy,92472,10023,12384,03/29/2020 10:02
China,81439,3300,75448,03/29/2020 10:02
Spain,73235,5982,12285,03/29/2020 10:02
Germany,58247,455,8481,03/29/2020 10:02
France,37575,2314,5700,03/29/2020 10:02
Iran,35408,2517,11679,03/29/2020 10:02
United Kingdom,17089,1019,135,03/29/2020 10:02
Switzerland,14076,264,1595,03/29/2020 10:02
Netherlands,9762,639,3,03/29/2020 10:02
South Korea,9583,152,5033,03/29/2020 10:02
Belgium,9134,353,1063,03/29/2020 10:02
Austria,8346,68,225,03/29/2020 10:02
Turkey,7402,108,70,03/29/2020 10:02
Canada,5655,60,508,03/29/2020 10:02
Portugal,5170,100,43,03/29/2020 10:02
Norway,4042,23,7,03/29/2020 10:02
Australia,3969,16,226,03/29/2020 10:02
Brazil,3904,114,6,03/29/2020 10:02
Israel,3865,12,89,03/29/2020 10:02
Sweden,3447,105,16,03/29/2020 10:02
Czechia,2669,13,11,03/29/2020 10:02
Ireland,2415,36,5,03/29/2020 10:02
Malaysia,2320,27,320,03/29/2020 10:02
Denmark,2201,65,1,03/29/2020 10:02
Chile,1909,6,61,03/29/2020 10:02
Luxembourg,1831,18,40,03/29/2020 10:02
Ecuador,1823,48,3,03/29/2020 10:02
Poland,1717,19,7,03/29/2020 10:02
Japan,1693,52,404,03/29/2020 10:02
Russia,1534,8,64,03/29/2020 10:02
Pakistan,1526,13,29,03/29/2020 10:02
Romania,1452,37,139,03/29/2020 10:02
Thailand,1388,7,97,03/29/2020 10:02
Indonesia,1285,114,64,03/29/2020 10:02
Finland,1218,9,10,03/29/2020 10:02
Saudi Arabia,1203,4,37,03/29/2020 10:02
South Africa,1187,1,31,03/29/2020 10:02
Philippines,1075,68,35,03/29/2020 10:02
Greece,1061,32,52,03/29/2020 10:02
India,987,25,87,03/29/2020 10:02
Iceland,963,2,114,03/29/2020 10:02
Panama,901,17,4,03/29/2020 10:02
Mexico,848,16,4,03/29/2020 10:02
Singapore,802,3,198,03/29/2020 10:02
Argentina,745,19,72,03/29/2020 10:02
Dominican Republic,719,28,3,03/29/2020 10:02
Diamond Princess,712,10,597,03/29/2020 10:02
Slovenia,684,9,10,03/29/2020 10:02
Peru,671,16,16,03/29/2020 10:02
Serbia,659,10,42,03/29/2020 10:02
Croatia,657,5,45,03/29/2020 10:02
Estonia,645,1,20,03/29/2020 10:02
Colombia,608,6,10,03/29/2020 10:02
Qatar,590,1,45,03/29/2020 10:02
Hong Kong,582,4,112,03/29/2020 10:02
Egypt,576,36,121,03/29/2020 10:02
New Zealand,514,1,56,03/29/2020 10:02
Iraq,506,42,131,03/29/2020 10:02
Bahrain,476,4,265,03/29/2020 10:02
UAE,468,2,55,03/29/2020 10:02
Algeria,454,29,31,03/29/2020 10:02
Morocco,437,26,12,03/29/2020 10:02
Lithuania,437,7,1,03/29/2020 10:02
Armenia,424,3,30,03/29/2020 10:02
Ukraine,418,9,5,03/29/2020 10:02
Lebanon,412,8,30,03/29/2020 10:02
Hungary,408,13,34,03/29/2020 10:02
Latvia,347,0,1,03/29/2020 10:02
Bulgaria,338,8,11,03/29/2020 10:02
Andorra,308,3,1,03/29/2020 10:02
Uruguay,304,1,0,03/29/2020 10:02
Taiwan,298,2,30,03/29/2020 10:02
Costa Rica,295,2,3,03/29/2020 10:02
Slovakia,292,0,2,03/29/2020 10:02
Tunisia,278,8,2,03/29/2020 10:02
Bosnia and Herzegovina,278,6,8,03/29/2020 10:02
Kazakhstan,251,1,18,03/29/2020 10:02
Jordan,246,1,18,03/29/2020 10:02
North Macedonia,241,4,3,03/29/2020 10:02
Kuwait,235,0,64,03/29/2020 10:02
Moldova,231,2,2,03/29/2020 10:02
San Marino,224,22,6,03/29/2020 10:02
Burkina Faso,207,11,21,03/29/2020 10:02
