Country/Region,Confirmed,Deaths,Recovered,Last Update
China,81340,3292,74588,03/27/2020 20:17
USA,100390,1543,2465,03/27/2020 20:17
Italy,86498,9134,10950,03/27/2020 20:17
Spain,64059,4934,9357,03/27/2020 20:17
Germany,50178,338,6658,03/27/2020 20:17
France,32964,1995,5700,03/27/2020 20:17
Iran,32332,2378,11133,03/27/2020 20:17
UK,14543,759,135,03/27/2020 20:17
Switzerland,12928,231,1530,03/27/2020 20:17
S. Korea,9332,139,4528,03/27/2020 20:17
Netherlands,8603,546,3,03/27/2020 20:17
Austria,7657,58,225,03/27/2020 20:17
Belgium,7284,289,858,03/27/2020 20:17
Turkey,5698,92,42,03/27/2020 20:17
Canada,4610,53,228,03/27/2020 20:17
Portugal,4268,76,43,03/27/2020 20:17
Norway,3717,19,6,03/27/2020 20:17
Brazil,3417,92,6,03/27/2020 20:17
Australia,3180,13,170,03/27/2020 20:17
Sweden,3046,92,16,03/27/2020 20:17
Israel,3035,12,79,03/27/2020 20:17
Czechia,2279,9,11,03/27/2020 20:17
Malaysia,2161,26,259,03/27/2020 20:17
Ireland,2121,22,5,03/27/2020 20:17
Denmark,2046,52,1,03/27/2020 20:17
Chile,1610,5,43,03/27/2020 20:17
Luxembourg,1605,15,40,03/27/2020 20:17
Ecuador,1595,36,3,03/27/2020 20:17
Poland,1389,16,7,03/27/2020 20:17
Japan,1387,47,359,03/27/2020 20:17
Pakistan,1331,10,23,03/27/2020 20:17
Romania,1292,26,115,03/27/2020 20:17
South Africa,1170,1,12,03/27/2020 20:17
Thailand,1136,5,97,03/27/2020 20:17
Saudi Arabia,1104,3,35,03/27/2020 20:17
Indonesia,1046,87,46,03/27/2020 20:17
Finland,1041,7,10,03/27/2020 20:17
Russia,1036,4,45,03/27/2020 20:17
Greece,966,28,52,03/27/2020 20:17
Iceland,890,2,97,03/27/2020 20:17
India,887,20,73,03/27/2020 20:17
Philippines,803,54,31,03/27/2020 20:17
Singapore,732,2,183,03/27/2020 20:17
Diamond Princess,712,10,597,03/27/2020 20:17
Panama,674,9,2,03/27/2020 20:17
Peru,635,9,14,03/27/2020 20:17
Slovenia,632,9,10,03/27/2020 20:17
Argentina,589,13,72,03/27/2020 20:17
Croatia,586,3,37,03/27/2020 20:17
Mexico,585,8,4,03/27/2020 20:17
Dominican Republic,581,20,3,03/27/2020 20:17
Estonia,575,1,11,03/27/2020 20:17
Qatar,562,0,43,03/27/2020 20:17
Colombia,539,6,8,03/27/2020 20:17
Egypt,536,30,116,03/27/2020 20:17
Serbia,528,8,42,03/27/2020 20:17
Hong Kong,518,4,111,03/27/2020 20:17
Bahrain,466,4,227,03/27/2020 20:17
Iraq,458,40,122,03/27/2020 20:17
Algeria,409,26,29,03/27/2020 20:17
UAE,405,2,52,03/27/2020 20:17
Lebanon,391,8,27,03/27/2020 20:17
New Zealand,368,0,37,03/27/2020 20:17
Lithuania,358,5,1,03/27/2020 20:17
Morocco,333,21,11,03/27/2020 20:17
Armenia,329,1,28,03/27/2020 20:17
Hungary,300,10,34,03/27/2020 20:17
Bulgaria,293,3,9,03/27/2020 20:17
Latvia,280,0,1,03/27/2020 20:17
Slovakia,269,0,2,03/27/2020 20:17
Andorra,267,3,1,03/27/2020 20:17
Taiwan,267,2,30,03/27/2020 20:17
Costa Rica,263,2,2,03/27/2020 20:17
Uruguay,238,0,0,03/27/2020 20:17
Jordan,235,0,17,03/27/2020 20:17
Bosnia and Herzegovina,232,4,5,03/27/2020 20:17
Tunisia,227,6,2,03/27/2020 20:17
Ukraine,226,5,5,03/27/2020 20:17
Kuwait,225,0,57,03/27/2020 20:17
San Marino,223,21,4,03/27/2020 20:17
