Country/Region,confirmed,deaths,recovered,Last Update
US,120076,1993,3229,03/28/2020 20:53
Italy,92472,10023,12384,03/28/2020 20:53
China,81394,3295,74971,03/28/2020 20:53
Spain,72335,5820,12285,03/28/2020 20:53
Germany,57695,430,8481,03/28/2020 20:53
France,37575,2314,5700,03/28/2020 20:53
Iran,35408,2517,11679,03/28/2020 20:53
United Kingdom,17089,1019,135,03/28/2020 20:53
Switzerland,14076,264,1530,03/28/2020 20:53
Netherlands,9762,639,3,03/28/2020 20:53
South Korea,9478,144,4811,03/28/2020 20:53
Belgium,9134,353,1063,03/28/2020 20:53
Austria,8188,68,225,03/28/2020 20:53
Turkey,7402,108,70,03/28/2020 20:53
Canada,5546,55,354,03/28/2020 20:53
Portugal,5170,100,43,03/28/2020 20:53
Norway,4011,23,7,03/28/2020 20:53
Brazil,3904,111,6,03/28/2020 20:53
Australia,3635,14,170,03/28/2020 20:53
Israel,3619,12,89,03/28/2020 20:53
Sweden,3447,105,16,03/28/2020 20:53
Czechia,2541,11,11,03/28/2020 20:53
Ireland,2415,36,5,03/28/2020 20:53
Malaysia,2320,27,320,03/28/2020 20:53
Denmark,2201,65,1,03/28/2020 20:53
Chile,1909,6,61,03/28/2020 20:53
Luxembourg,1831,18,40,03/28/2020 20:53
Ecuador,1823,48,3,03/28/2020 20:53
Japan,1693,52,404,03/28/2020 20:53
Poland,1638,18,7,03/28/2020 20:53
Pakistan,1495,12,29,03/28/2020 20:53
Romania,1452,30,139,03/28/2020 20:53
Russia,1264,4,49,03/28/2020 20:53
Thailand,1245,6,97,03/28/2020 20:53
Saudi Arabia,1203,4,37,03/28/2020 20:53
South Africa,1187,2,31,03/28/2020 20:53
Finland,1167,9,10,03/28/2020 20:53
Indonesia,1155,102,59,03/28/2020 20:53
Philippines,1075,68,35,03/28/2020 20:53
Greece,1061,32,52,03/28/2020 20:53
Iceland,963,2,114,03/28/2020 20:53
India,933,20,84,03/28/2020 20:53
Singapore,802,2,198,03/28/2020 20:53
Panama,786,14,2,03/28/2020 20:53
Dominican Republic,719,28,3,03/28/2020 20:53
Mexico,717,12,4,03/28/2020 20:53
Diamond Princess,712,10,597,03/28/2020 20:53
Argentina,690,18,72,03/28/2020 20:53
Slovenia,684,9,10,03/28/2020 20:53
Peru,671,16,16,03/28/2020 20:53
Serbia,659,10,42,03/28/2020 20:53
Croatia,657,5,45,03/28/2020 20:53
Estonia,645,1,20,03/28/2020 20:53
Colombia,608,6,10,03/28/2020 20:53
Qatar,590,1,45,03/28/2020 20:53
Egypt,576,36,121,03/28/2020 20:53
Hong Kong,560,4,112,03/28/2020 20:53
Iraq,506,42,131,03/28/2020 20:53
Bahrain,476,4,265,03/28/2020 20:53
UAE,468,2,52,03/28/2020 20:53
Algeria,454,29,31,03/28/2020 20:53
New Zealand,451,0,50,03/28/2020 20:53
Lebanon,412,8,30,03/28/2020 20:53
Armenia,407,1,30,03/28/2020 20:53
Lithuania,394,7,1,03/28/2020 20:53
Morocco,359,24,11,03/28/2020 20:53
Hungary,343,11,34,03/28/2020 20:53
Bulgaria,331,6,11,03/28/2020 20:53
Ukraine,311,8,5,03/28/2020 20:53
Andorra,308,3,1,03/28/2020 20:53
Latvia,305,0,1,03/28/2020 20:53
Costa Rica,295,2,3,03/28/2020 20:53
Slovakia,292,0,2,03/28/2020 20:53
Taiwan,283,2,30,03/28/2020 20:53
Uruguay,274,0,0,03/28/2020 20:53
Bosnia and Herzegovina,258,5,5,03/28/2020 20:53
Tunisia,257,8,2,03/28/2020 20:53
Jordan,246,1,18,03/28/2020 20:53
North Macedonia,241,4,3,03/28/2020 20:53
