Country/Region,confirmed,deaths,recovered,Last Update
US,124770,2195,3238,03/29/2020 15:04
Italy,92472,10023,12384,03/29/2020 15:04
China,82420,3306,75600,03/29/2020 15:04
Spain,78797,6528,14709,03/29/2020 15:04
Germany,58247,455,8481,03/29/2020 15:04
Iran,38309,2640,12391,03/29/2020 15:04
France,37575,2314,5700,03/29/2020 15:04
United Kingdom,19522,1235,135,03/29/2020 15:04
Switzerland,14593,290,1595,03/29/2020 15:04
Netherlands,10866,771,3,03/29/2020 15:04
Belgium,10836,431,1359,03/29/2020 15:04
South Korea,9583,152,5033,03/29/2020 15:04
Austria,8536,86,479,03/29/2020 15:04
Turkey,7402,108,70,03/29/2020 15:04
Portugal,5962,119,43,03/29/2020 15:04
Canada,124770,2195,508,03/29/2020 15:04
Norway,4235,25,7,03/29/2020 15:04
Australia,3966,16,226,03/29/2020 15:04
Brazil,3904,117,6,03/29/2020 15:04
Israel,3865,14,89,03/29/2020 15:04
Sweden,3700,110,16,03/29/2020 15:04
Czechia,2697,13,11,03/29/2020 15:04
Malaysia,2470,34,388,03/29/2020 15:04
Ireland,2415,36,5,03/29/2020 15:04
Denmark,2395,72,1,03/29/2020 15:04
Chile,1909,6,61,03/29/2020 15:04
Luxembourg,1831,18,40,03/29/2020 15:04
Ecuador,1823,48,3,03/29/2020 15:04
Poland,1771,20,7,03/29/2020 15:04
Romania,1760,40,169,03/29/2020 15:04
Japan,1693,52,424,03/29/2020 15:04
Russia,1534,8,64,03/29/2020 15:04
Pakistan,1526,13,29,03/29/2020 15:04
Philippines,1418,71,42,03/29/2020 15:04
Thailand,1388,7,97,03/29/2020 15:04
Saudi Arabia,1299,8,66,03/29/2020 15:04
Indonesia,1285,114,64,03/29/2020 15:04
Finland,1239,11,10,03/29/2020 15:04
South Africa,1187,1,31,03/29/2020 15:04
Greece,1061,37,52,03/29/2020 15:04
Iceland,1020,2,114,03/29/2020 15:04
India,987,25,87,03/29/2020 15:04
Panama,901,17,4,03/29/2020 15:04
Mexico,848,16,4,03/29/2020 15:04
Singapore,844,3,212,03/29/2020 15:04
Argentina,745,19,72,03/29/2020 15:04
Serbia,741,13,42,03/29/2020 15:04
Slovenia,730,11,10,03/29/2020 15:04
Dominican Republic,719,28,3,03/29/2020 15:04
Croatia,713,6,52,03/29/2020 15:04
Diamond Princess,712,10,597,03/29/2020 15:04
Estonia,679,3,20,03/29/2020 15:04
Peru,671,16,16,03/29/2020 15:04
Hong Kong,641,4,118,03/29/2020 15:04
Colombia,608,6,10,03/29/2020 15:04
Qatar,590,1,45,03/29/2020 15:04
Egypt,576,36,121,03/29/2020 15:04
Iraq,547,42,143,03/29/2020 15:04
