Country/Region,confirmed,deaths,recovered,Last Update
US,123776,2229,3231,03/29/2020 08:00
Italy,92472,10023,12384,03/29/2020 08:00
China,81439,3300,75448,03/29/2020 08:00
Spain,73235,5982,12285,03/29/2020 08:00
Germany,57695,433,8481,03/29/2020 08:00
France,37575,2314,5700,03/29/2020 08:00
Iran,35408,2517,11679,03/29/2020 08:00
United Kingdom,17089,1019,135,03/29/2020 08:00
Switzerland,14076,264,1595,03/29/2020 08:00
Netherlands,9762,639,3,03/29/2020 08:00
South Korea,9583,152,5033,03/29/2020 08:00
Belgium,9134,353,1063,03/29/2020 08:00
Austria,8271,68,225,03/29/2020 08:00
Turkey,7402,108,70,03/29/2020 08:00
Canada,5655,60,508,03/29/2020 08:00
Portugal,5170,100,43,03/29/2020 08:00
Norway,4032,23,7,03/29/2020 08:00
Australia,3969,16,170,03/29/2020 08:00
Brazil,3904,114,6,03/29/2020 08:00
Israel,3865,12,89,03/29/2020 08:00
Sweden,3447,105,16,03/29/2020 08:00
Czechia,2663,11,11,03/29/2020 08:00
Ireland,2415,36,5,03/29/2020 08:00
Malaysia,2320,27,320,03/29/2020 08:00
Denmark,2201,65,1,03/29/2020 08:00
Chile,1909,6,61,03/29/2020 08:00
Luxembourg,1831,18,40,03/29/2020 08:00
Ecuador,1823,48,3,03/29/2020 08:00
Japan,1693,52,404,03/29/2020 08:00
Poland,1638,18,7,03/29/2020 08:00
Pakistan,1526,13,29,03/29/2020 08:00
Romania,1452,37,139,03/29/2020 08:00
Thailand,1388,6,97,03/29/2020 08:00
Russia,1264,4,49,03/29/2020 08:00
Saudi Arabia,1203,4,37,03/29/2020 08:00
South Africa,1187,1,31,03/29/2020 08:00
Finland,1167,9,10,03/29/2020 08:00
Indonesia,1155,102,59,03/29/2020 08:00
Philippines,1075,68,35,03/29/2020 08:00
Greece,1061,32,52,03/29/2020 08:00
India,987,25,87,03/29/2020 08:00
Iceland,963,2,114,03/29/2020 08:00
Panama,901,17,4,03/29/2020 08:00
Mexico,848,16,4,03/29/2020 08:00
Singapore,802,3,198,03/29/2020 08:00
Argentina,745,19,72,03/29/2020 08:00
Dominican Republic,719,28,3,03/29/2020 08:00
Diamond Princess,712,10,597,03/29/2020 08:00
Slovenia,684,9,10,03/29/2020 08:00
Peru,671,16,16,03/29/2020 08:00
Serbia,659,10,42,03/29/2020 08:00
Croatia,657,5,45,03/29/2020 08:00
Estonia,645,1,20,03/29/2020 08:00
Colombia,608,6,10,03/29/2020 08:00
Qatar,590,1,45,03/29/2020 08:00
Egypt,576,36,121,03/29/2020 08:00
Hong Kong,560,4,112,03/29/2020 08:00
New Zealand,514,1,56,03/29/2020 08:00
Iraq,506,42,131,03/29/2020 08:00
Bahrain,476,4,265,03/29/2020 08:00
UAE,468,2,52,03/29/2020 08:00
Algeria,454,29,31,03/29/2020 08:00
Lithuania,437,7,1,03/29/2020 08:00
Lebanon,412,8,30,03/29/2020 08:00
Hungary,408,13,34,03/29/2020 08:00
Armenia,407,3,30,03/29/2020 08:00
Morocco,402,25,12,03/29/2020 08:00
Ukraine,356,9,5,03/29/2020 08:00
Bulgaria,338,7,11,03/29/2020 08:00
Andorra,308,3,1,03/29/2020 08:00
Latvia,305,0,1,03/29/2020 08:00
Uruguay,304,1,0,03/29/2020 08:00
Costa Rica,295,2,3,03/29/2020 08:00
Slovakia,292,0,2,03/29/2020 08:00
Taiwan,283,2,30,03/29/2020 08:00
Tunisia,278,8,2,03/29/2020 08:00
Bosnia and Herzegovina,278,6,8,03/29/2020 08:00
Kazakhstan,251,1,18,03/29/2020 08:00
Jordan,246,1,18,03/29/2020 08:00
North Macedonia,241,4,3,03/29/2020 08:00
Kuwait,235,0,64,03/29/2020 08:00
Moldova,231,2,2,03/29/2020 08:00
San Marino,224,22,6,03/29/2020 08:00
Burkina Faso,207,11,21,03/29/2020 08:00
Albania,197,10,31,03/29/2020 08:00
Réunion,183,0,1,03/29/2020 08:00
Azerbaijan,182,4,15,03/29/2020 08:00
Cyprus,179,5,15,03/29/2020 08:00
Vietnam,179,0,21,03/29/2020 08:00
Faeroe Islands,155,0,54,03/29/2020 08:00
Oman,152,0,23,03/29/2020 08:00
Malta,149,0,2,03/29/2020 08:00
Ghana,141,5,2,03/29/2020 08:00
Uzbekistan,133,2,5,03/29/2020 08:00
Senegal,130,0,18,03/29/2020 08:00
Brunei,120,1,25,03/29/2020 08:00
Cuba,119,3,4,03/29/2020 08:00
Venezuela,119,2,39,03/29/2020 08:00
Sri Lanka,115,1,9,03/29/2020 08:00
Afghanistan,110,4,2,03/29/2020 08:00
Honduras,110,1,3,03/29/2020 08:00
Palestine,104,1,18,03/29/2020 08:00
Cambodia,103,0,21,03/29/2020 08:00
Mauritius,102,2,0,03/29/2020 08:00
Guadeloupe,102,2,17,03/29/2020 08:00
Ivory Coast,101,0,3,03/29/2020 08:00
Channel Islands,100,1,0,03/29/2020 08:00
Nigeria,97,1,3,03/29/2020 08:00
