Country/Region,confirmed,deaths,recovered,Last Update
US,119938,1991,3229,03/28/2020 20:38
Italy,92472,10023,12384,03/28/2020 20:38
China,81394,3295,74971,03/28/2020 20:38
Spain,72335,5820,12285,03/28/2020 20:38
Germany,57695,430,8481,03/28/2020 20:38
France,37575,2314,5700,03/28/2020 20:38
Iran,35408,2517,11679,03/28/2020 20:38
United Kingdom,17089,1019,135,03/28/2020 20:38
Switzerland,14076,264,1530,03/28/2020 20:38
Netherlands,9762,639,3,03/28/2020 20:38
South Korea,9478,144,4811,03/28/2020 20:38
Belgium,9134,353,1063,03/28/2020 20:38
Austria,8188,68,225,03/28/2020 20:38
Turkey,7402,108,70,03/28/2020 20:38
Canada,5546,55,354,03/28/2020 20:38
Portugal,5170,100,43,03/28/2020 20:38
Norway,4011,23,7,03/28/2020 20:38
Brazil,3904,111,6,03/28/2020 20:38
Australia,3635,14,170,03/28/2020 20:38
Israel,3619,12,89,03/28/2020 20:38
Sweden,3447,105,16,03/28/2020 20:38
Czechia,2541,11,11,03/28/2020 20:38
Ireland,2415,36,5,03/28/2020 20:38
Malaysia,2320,27,320,03/28/2020 20:38
Denmark,2201,65,1,03/28/2020 20:38
Chile,1909,6,61,03/28/2020 20:38
Luxembourg,1831,18,40,03/28/2020 20:38
Ecuador,1823,48,3,03/28/2020 20:38
Japan,1693,52,404,03/28/2020 20:38
Poland,1638,18,7,03/28/2020 20:38
Pakistan,1495,12,29,03/28/2020 20:38
Romania,1452,30,139,03/28/2020 20:38
Russia,1264,4,49,03/28/2020 20:38
Thailand,1245,6,97,03/28/2020 20:38
Saudi Arabia,1203,4,37,03/28/2020 20:38
South Africa,1187,2,31,03/28/2020 20:38
Finland,1167,9,10,03/28/2020 20:38
Indonesia,1155,102,59,03/28/2020 20:38
Philippines,1075,68,35,03/28/2020 20:38
Greece,1061,32,52,03/28/2020 20:38
Iceland,963,2,114,03/28/2020 20:38
India,933,20,84,03/28/2020 20:38
Singapore,802,2,198,03/28/2020 20:38
Panama,786,14,2,03/28/2020 20:38
Dominican Republic,719,28,3,03/28/2020 20:38
Mexico,717,12,4,03/28/2020 20:38
Diamond Princess,712,10,597,03/28/2020 20:38
Argentina,690,18,72,03/28/2020 20:38
Slovenia,684,9,10,03/28/2020 20:38
Peru,671,16,16,03/28/2020 20:38
Serbia,659,10,42,03/28/2020 20:38
Croatia,657,5,45,03/28/2020 20:38
Estonia,645,1,20,03/28/2020 20:38
Colombia,608,6,10,03/28/2020 20:38
Qatar,590,1,45,03/28/2020 20:38
Egypt,576,36,121,03/28/2020 20:38
Hong Kong,560,4,112,03/28/2020 20:38
Iraq,506,42,131,03/28/2020 20:38
Bahrain,476,4,265,03/28/2020 20:38
UAE,468,2,52,03/28/2020 20:38
Algeria,454,29,31,03/28/2020 20:38
New Zealand,451,0,50,03/28/2020 20:38
Lebanon,412,8,30,03/28/2020 20:38
Armenia,407,1,30,03/28/2020 20:38
Lithuania,394,7,1,03/28/2020 20:38
Morocco,359,24,11,03/28/2020 20:38
Hungary,343,11,34,03/28/2020 20:38
Bulgaria,331,6,11,03/28/2020 20:38
Ukraine,311,8,5,03/28/2020 20:38
Andorra,308,3,1,03/28/2020 20:38
Latvia,305,0,1,03/28/2020 20:38
Costa Rica,295,2,3,03/28/2020 20:38
Slovakia,292,0,2,03/28/2020 20:38
Taiwan,283,2,30,03/28/2020 20:38
Uruguay,274,0,0,03/28/2020 20:38
Bosnia and Herzegovina,258,5,5,03/28/2020 20:38
Tunisia,257,8,2,03/28/2020 20:38
Jordan,246,1,18,03/28/2020 20:38
North Macedonia,241,4,3,03/28/2020 20:38
Kuwait,235,0,64,03/28/2020 20:38
Moldova,231,2,2,03/28/2020 20:38
Kazakhstan,228,1,16,03/28/2020 20:38
San Marino,224,22,6,03/28/2020 20:38
Burkina Faso,207,11,21,03/28/2020 20:38
Albania,197,10,31,03/28/2020 20:38
Réunion,183,0,1,03/28/2020 20:38
Azerbaijan,182,4,15,03/28/2020 20:38
Cyprus,179,5,15,03/28/2020 20:38
