Country/Region,Confirmed,Deaths,Recovered,Last Update
World,1236296,67228,255606,04/05/2020 16:34
US,320619,9114,16570,04/05/2020 16:34
Spain,130759,12418,38080,04/05/2020 16:34
Italy,124632,15362,20996,04/05/2020 16:34
Germany,97351,1479,26400,04/05/2020 16:34
France,89953,7560,15438,04/05/2020 16:34
China,82966,3338,77257,04/05/2020 16:34
Iran,58226,3603,19736,04/05/2020 16:34
United Kingdom,47806,4934,135,04/05/2020 16:34
Turkey,23934,501,786,04/05/2020 16:34
Switzerland,21100,685,6415,04/05/2020 16:34
Belgium,19691,1447,3751,04/05/2020 16:34
Netherlands,17851,1766,250,04/05/2020 16:34
Canada,14489,234,2603,04/05/2020 16:34
Austria,11930,204,2998,04/05/2020 16:34
Portugal,11278,295,75,04/05/2020 16:34
Brazil,10475,448,127,04/05/2020 16:34
South Korea,10237,183,6463,04/05/2020 16:34
Israel,8018,47,477,04/05/2020 16:34
Sweden,6830,401,205,04/05/2020 16:34
Australia,5687,35,2315,04/05/2020 16:34
Norway,5686,70,32,04/05/2020 16:34
Russia,5389,45,355,04/05/2020 16:34
Ireland,4604,137,25,04/05/2020 16:34
Czechia,4475,62,78,04/05/2020 16:34
Denmark,4369,179,1327,04/05/2020 16:34
Chile,4161,27,528,04/05/2020 16:34
Romania,3864,148,374,04/05/2020 16:34
Poland,3834,84,134,04/05/2020 16:34
Malaysia,3662,61,1005,04/05/2020 16:34
India,3588,99,229,04/05/2020 16:34
Ecuador,3465,172,100,04/05/2020 16:34
Philippines,3246,152,64,04/05/2020 16:34
Japan,3139,77,514,04/05/2020 16:34
Pakistan,3123,45,208,04/05/2020 16:34
Luxembourg,2729,31,500,04/05/2020 16:34
Saudi Arabia,2385,34,488,04/05/2020 16:34
Indonesia,2273,198,164,04/05/2020 16:34
Thailand,2169,23,674,04/05/2020 16:34
Finland,1927,28,300,04/05/2020 16:34
Serbia,1908,51,54,04/05/2020 16:34
Mexico,1890,79,633,04/05/2020 16:34
Panama,1801,46,13,04/05/2020 16:34
Peru,1746,73,914,04/05/2020 16:34
Dominican Republic,1745,82,17,04/05/2020 16:34
Greece,1735,73,78,04/05/2020 16:34
South Africa,1585,9,95,04/05/2020 16:34
United Arab Emirates,1505,10,125,04/05/2020 16:34
Iceland,1486,4,428,04/05/2020 16:34
Argentina,1451,44,279,04/05/2020 16:34
Colombia,1406,32,85,04/05/2020 16:34
Qatar,1325,3,109,04/05/2020 16:34
Singapore,1309,6,297,04/05/2020 16:34
Algeria,1251,130,90,04/05/2020 16:34
Ukraine,1251,32,25,04/05/2020 16:34
Croatia,1182,15,125,04/05/2020 16:34
Estonia,1097,15,62,04/05/2020 16:34
Egypt,1070,71,241,04/05/2020 16:34
New Zealand,1039,1,156,04/05/2020 16:34
Slovenia,997,28,79,04/05/2020 16:34
Morocco,961,69,70,04/05/2020 16:34
Hong Kong,890,4,206,04/05/2020 16:34
Iraq,878,56,259,04/05/2020 16:34
Moldova,864,15,30,04/05/2020 16:34
Armenia,822,7,57,04/05/2020 16:34
Lithuania,811,12,7,04/05/2020 16:34
Hungary,733,34,66,04/05/2020 16:34
Diamond Princess,712,11,619,04/05/2020 16:34
Bahrain,698,4,427,04/05/2020 16:34
Bosnia and Herzegovina,654,21,30,04/05/2020 16:34
Azerbaijan,584,5,32,04/05/2020 16:34
Kazakhstan,569,6,36,04/05/2020 16:34
Belarus,562,8,53,04/05/2020 16:34
Kuwait,556,1,99,04/05/2020 16:34
North Macedonia,555,18,23,04/05/2020 16:34
Cameroon,555,9,17,04/05/2020 16:34
Tunisia,553,19,5,04/05/2020 16:34
Latvia,533,1,1,04/05/2020 16:34
Bulgaria,531,20,37,04/05/2020 16:34
Lebanon,527,18,54,04/05/2020 16:34
Andorra,501,18,26,04/05/2020 16:34
Slovakia,485,1,10,04/05/2020 16:34
Cyprus,446,9,33,04/05/2020 16:34
Costa Rica,435,2,13,04/05/2020 16:34
Uruguay,400,5,93,04/05/2020 16:34
Taiwan,363,5,54,04/05/2020 16:34
Albania,361,20,104,04/05/2020 16:34
Reunion,344,0,40,04/05/2020 16:34
Afghanistan,337,7,15,04/05/2020 16:34
Jordan,323,5,74,04/05/2020 16:34
Burkina Faso,318,16,66,04/05/2020 16:34
Oman,298,2,61,04/05/2020 16:34
Uzbekistan,298,2,30,04/05/2020 16:34
Cuba,288,6,15,04/05/2020 16:34
Honduras,268,22,6,04/05/2020 16:34
San Marino,266,32,35,04/05/2020 16:34
Channel Islands,262,5,13,04/05/2020 16:34
Ivory Coast,245,1,25,04/05/2020 16:34
Vietnam,241,0,90,04/05/2020 16:34
Mauritius,227,7,7,04/05/2020 16:34
Malta,227,0,2,04/05/2020 16:34
Palestine,226,1,23,04/05/2020 16:34
Nigeria,224,5,27,04/05/2020 16:34
Senegal,222,2,82,04/05/2020 16:34
Ghana,214,5,31,04/05/2020 16:34
Montenegro,203,2,1,04/05/2020 16:34
Faeroe Islands,181,0,99,04/05/2020 16:34
Sri Lanka,174,5,29,04/05/2020 16:34
Georgia,170,2,36,04/05/2020 16:34
Bolivia,157,10,2,04/05/2020 16:34
Venezuela,155,7,52,04/05/2020 16:34
DRC,154,18,3,04/05/2020 16:34
Kyrgyzstan,147,1,9,04/05/2020 16:34
Martinique,145,3,27,04/05/2020 16:34
Niger,144,8,0,04/05/2020 16:34
Kenya,142,4,4,04/05/2020 16:34
Brunei,135,1,73,04/05/2020 16:34
Guadeloupe,134,7,24,04/05/2020 16:34
Mayotte,134,2,14,04/05/2020 16:34
Isle of Man,127,1,0,04/05/2020 16:34
Guinea,121,0,5,04/05/2020 16:34
Cambodia,114,0,50,04/05/2020 16:34
Trinidad and Tobago,104,7,1,04/05/2020 16:34
Paraguay,104,3,12,04/05/2020 16:34
Gibraltar,103,0,52,04/05/2020 16:34
Rwanda,102,0,4,04/05/2020 16:34
Bangladesh,88,9,33,04/05/2020 16:34
Liechtenstein,77,1,0,04/05/2020 16:34
Madagascar,72,0,2,04/05/2020 16:34
Monaco,66,1,3,04/05/2020 16:34
Aruba,64,0,1,04/05/2020 16:34
El Salvador,62,3,2,04/05/2020 16:34
Guatemala,61,2,15,04/05/2020 16:34
French Guiana,61,0,22,04/05/2020 16:34
Djibouti,59,0,9,04/05/2020 16:34
Jamaica,55,3,7,04/05/2020 16:34
Barbados,52,0,0,04/05/2020 16:34
Uganda,48,0,0,04/05/2020 16:34
Congo,45,5,2,04/05/2020 16:34
Macao,44,0,10,04/05/2020 16:34
Togo,44,3,20,04/05/2020 16:34
Ethiopia,43,1,4,04/05/2020 16:34
Mali,41,3,1,04/05/2020 16:34
French Polynesia,40,0,0,04/05/2020 16:34
Zambia,39,1,3,04/05/2020 16:34
Bermuda,37,0,14,04/05/2020 16:34
Cayman Islands,35,1,1,04/05/2020 16:34
Saint Martin,29,2,7,04/05/2020 16:34
