Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 12:06
Italy,92472,10023,12384,03/29/2020 12:06
China,81439,3300,75448,03/29/2020 12:06
Spain,78797,6528,14709,03/29/2020 12:06
Germany,58247,455,8481,03/29/2020 12:06
Iran,38309,2640,12391,03/29/2020 12:06
France,37575,2314,5700,03/29/2020 12:06
United Kingdom,17089,1019,135,03/29/2020 12:06
Switzerland,14352,282,1595,03/29/2020 12:06
Belgium,10836,431,1359,03/29/2020 12:06
Netherlands,9762,639,3,03/29/2020 12:06
South Korea,9583,152,5033,03/29/2020 12:06
Austria,8450,86,479,03/29/2020 12:06
Turkey,7402,108,70,03/29/2020 12:06
Canada,5655,60,508,03/29/2020 12:06
Portugal,5170,100,43,03/29/2020 12:06
Norway,4054,23,7,03/29/2020 12:06
Australia,3969,16,226,03/29/2020 12:06
Brazil,3904,114,6,03/29/2020 12:06
Israel,3865,13,89,03/29/2020 12:06
Sweden,3447,105,16,03/29/2020 12:06
Czechia,2689,13,11,03/29/2020 12:06
Malaysia,2470,34,388,03/29/2020 12:06
Ireland,2415,36,5,03/29/2020 12:06
Denmark,2201,65,1,03/29/2020 12:06
Chile,1909,6,61,03/29/2020 12:06
Luxembourg,1831,18,40,03/29/2020 12:06
Ecuador,1823,48,3,03/29/2020 12:06
Romania,1760,38,169,03/29/2020 12:06
Poland,1717,19,7,03/29/2020 12:06
Japan,1693,52,404,03/29/2020 12:06
Russia,1534,8,64,03/29/2020 12:06
Pakistan,1526,13,29,03/29/2020 12:06
Philippines,1418,71,42,03/29/2020 12:06
Thailand,1388,7,97,03/29/2020 12:06
Indonesia,1285,114,64,03/29/2020 12:06
Finland,1221,9,10,03/29/2020 12:06
Saudi Arabia,1203,4,37,03/29/2020 12:06
South Africa,1187,1,31,03/29/2020 12:06
Greece,1061,32,52,03/29/2020 12:06
India,987,25,87,03/29/2020 12:06
Iceland,963,2,114,03/29/2020 12:06
Panama,901,17,4,03/29/2020 12:06
Mexico,848,16,4,03/29/2020 12:06
Singapore,802,3,198,03/29/2020 12:06
Argentina,745,19,72,03/29/2020 12:06
Slovenia,730,11,10,03/29/2020 12:06
Dominican Republic,719,28,3,03/29/2020 12:06
Diamond Princess,712,10,597,03/29/2020 12:06
Estonia,679,3,20,03/29/2020 12:06
Peru,671,16,16,03/29/2020 12:06
Serbia,659,11,42,03/29/2020 12:06
Croatia,657,5,45,03/29/2020 12:06
Colombia,608,6,10,03/29/2020 12:06
Qatar,590,1,45,03/29/2020 12:06
Hong Kong,582,4,112,03/29/2020 12:06
Egypt,576,36,121,03/29/2020 12:06
Iraq,547,42,143,03/29/2020 12:06
New Zealand,514,1,56,03/29/2020 12:06
Bahrain,499,4,272,03/29/2020 12:06
United Arab Emirates,468,2,55,03/29/2020 12:06
Algeria,454,29,31,03/29/2020 12:06
Lebanon,438,10,30,03/29/2020 12:06
Morocco,437,26,12,03/29/2020 12:06
Lithuania,437,7,1,03/29/2020 12:06
Armenia,424,3,30,03/29/2020 12:06
Ukraine,418,9,5,03/29/2020 12:06
Hungary,408,13,34,03/29/2020 12:06
Latvia,347,0,1,03/29/2020 12:06
Bulgaria,338,8,11,03/29/2020 12:06
Bosnia and Herzegovina,323,6,8,03/29/2020 12:06
Slovakia,314,0,2,03/29/2020 12:06
Andorra,308,3,1,03/29/2020 12:06
Uruguay,304,1,0,03/29/2020 12:06
Taiwan,298,2,39,03/29/2020 12:06
Costa Rica,295,2,3,03/29/2020 12:06
Tunisia,278,8,2,03/29/2020 12:06
Kuwait,255,0,67,03/29/2020 12:06
Kazakhstan,251,1,18,03/29/2020 12:06
Jordan,246,1,18,03/29/2020 12:06
North Macedonia,241,4,3,03/29/2020 12:06
Moldova,231,2,2,03/29/2020 12:06
San Marino,224,22,6,03/29/2020 12:06
Albania,212,10,33,03/29/2020 12:06
Burkina Faso,207,11,21,03/29/2020 12:06
Reunion,183,0,1,03/29/2020 12:06
Azerbaijan,182,4,15,03/29/2020 12:06
Cyprus,179,5,15,03/29/2020 12:06
Vietnam,179,0,21,03/29/2020 12:06
Oman,167,0,23,03/29/2020 12:06
Faeroe Islands,159,0,70,03/29/2020 12:06
Malta,151,0,2,03/29/2020 12:06
Senegal,142,0,27,03/29/2020 12:06
Ghana,141,5,2,03/29/2020 12:06
Ivory Coast,140,0,3,03/29/2020 12:06
Uzbekistan,133,2,7,03/29/2020 12:06
Brunei,126,1,34,03/29/2020 12:06
Cuba,119,3,4,03/29/2020 12:06
Venezuela,119,2,39,03/29/2020 12:06
Sri Lanka,115,1,10,03/29/2020 12:06
Honduras,110,1,3,03/29/2020 12:06
Afghanistan,110,4,2,03/29/2020 12:06
Palestine,106,1,18,03/29/2020 12:06
Cambodia,103,0,21,03/29/2020 12:06
Mauritius,102,2,0,03/29/2020 12:06
Guadeloupe,102,2,17,03/29/2020 12:06
Channel Islands,100,1,0,03/29/2020 12:06
Nigeria,97,1,3,03/29/2020 12:06
Belarus,94,0,32,03/29/2020 12:06
Martinique,93,1,0,03/29/2020 12:06
Cameroon,91,2,2,03/29/2020 12:06
Georgia,90,0,18,03/29/2020 12:06
Montenegro,84,1,0,03/29/2020 12:06
Kyrgyzstan,84,0,0,03/29/2020 12:06
Bolivia,81,0,0,03/29/2020 12:06
Trinidad and Tobago,76,3,1,03/29/2020 12:06
DRC,65,6,2,03/29/2020 12:06
Mayotte,63,0,0,03/29/2020 12:06
Rwanda,60,0,0,03/29/2020 12:06
Gibraltar,56,0,14,03/29/2020 12:06
Liechtenstein,56,0,0,03/29/2020 12:06
Paraguay,56,3,1,03/29/2020 12:06
Bangladesh,48,5,15,03/29/2020 12:06
Aruba,46,0,1,03/29/2020 12:06
Monaco,43,1,1,03/29/2020 12:06
Madagascar,39,0,0,03/29/2020 12:06
Kenya,38,1,1,03/29/2020 12:06
Isle of Man,37,0,0,03/29/2020 12:06
Macao,34,0,10,03/29/2020 12:06
Guatemala,34,1,10,03/29/2020 12:06
Jamaica,32,1,2,03/29/2020 12:06
Uganda,30,0,0,03/29/2020 12:06
French Polynesia,30,0,0,03/29/2020 12:06
French Guiana,28,0,6,03/29/2020 12:06
Zambia,28,0,0,03/29/2020 12:06
Barbados,26,0,0,03/29/2020 12:06
Togo,25,1,1,03/29/2020 12:06
El Salvador,24,0,0,03/29/2020 12:06
Ethiopia,19,0,1,03/29/2020 12:06
Mali,18,1,0,03/29/2020 12:06
Niger,18,1,0,03/29/2020 12:06
Maldives,17,0,11,03/29/2020 12:06
Bermuda,17,0,2,03/29/2020 12:06
Haiti,15,0,1,03/29/2020 12:06
New Caledonia,15,0,0,03/29/2020 12:06
Djibouti,14,0,0,03/29/2020 12:06
Tanzania,14,0,1,03/29/2020 12:06
Equatorial Guinea,12,0,0,03/29/2020 12:06
Mongolia,12,0,0,03/29/2020 12:06
Dominica,11,0,0,03/29/2020 12:06
Namibia,11,0,2,03/29/2020 12:06
Saint Martin,11,0,0,03/29/2020 12:06
Greenland,10,0,2,03/29/2020 12:06
Bahamas,10,0,1,03/29/2020 12:06
Eswatini,9,0,0,03/29/2020 12:06
Grenada,9,0,0,03/29/2020 12:06
Curacao,8,1,2,03/29/2020 12:06
Guinea,8,0,0,03/29/2020 12:06
Laos,8,0,0,03/29/2020 12:06
Mozambique,8,0,0,03/29/2020 12:06
Myanmar,8,0,0,03/29/2020 12:06
Seychelles,8,0,0,03/29/2020 12:06
Suriname,8,0,0,03/29/2020 12:06
Cayman Islands,8,1,0,03/29/2020 12:06
Guyana,8,1,0,03/29/2020 12:06
Antigua and Barbuda,7,0,0,03/29/2020 12:06
