Country/Region,confirmed,deaths,recovered,Last Update
US,125440,2205,3532,03/29/2020 17:11
Italy,97689,10779,13030,03/29/2020 17:11
China,82421,3306,75606,03/29/2020 17:11
Spain,78799,6606,14709,03/29/2020 17:11
Germany,58247,455,8481,03/29/2020 17:11
Iran,38309,2640,12391,03/29/2020 17:11
France,37575,2314,5700,03/29/2020 17:11
United Kingdom,19522,1228,135,03/29/2020 17:11
Switzerland,14829,300,1595,03/29/2020 17:11
Netherlands,10866,771,3,03/29/2020 17:11
Belgium,10836,431,1359,03/29/2020 17:11
South Korea,9583,152,5033,03/29/2020 17:11
Austria,8648,86,479,03/29/2020 17:11
Turkey,7402,108,70,03/29/2020 17:11
Portugal,5962,119,43,03/29/2020 17:11
Canada,5878,63,508,03/29/2020 17:11
Norway,4239,25,7,03/29/2020 17:11
Australia,3966,16,226,03/29/2020 17:11
Brazil,3904,117,6,03/29/2020 17:11
Israel,3865,15,89,03/29/2020 17:11
Sweden,3700,110,16,03/29/2020 17:11
Czechia,2716,13,11,03/29/2020 17:11
Malaysia,2470,35,388,03/29/2020 17:11
Ireland,2415,36,5,03/29/2020 17:11
Denmark,2395,72,1,03/29/2020 17:11
Chile,2139,6,61,03/29/2020 17:11
Luxembourg,1950,21,40,03/29/2020 17:11
Ecuador,1823,48,3,03/29/2020 17:11
Poland,1771,20,7,03/29/2020 17:11
Romania,1760,40,169,03/29/2020 17:11
Japan,1693,52,424,03/29/2020 17:11
Russia,1534,8,64,03/29/2020 17:11
Pakistan,1526,14,29,03/29/2020 17:11
Philippines,1418,71,42,03/29/2020 17:11
Thailand,1388,7,97,03/29/2020 17:11
Saudi Arabia,1299,8,66,03/29/2020 17:11
Indonesia,1285,114,64,03/29/2020 17:11
Finland,1240,11,10,03/29/2020 17:11
South Africa,1187,1,31,03/29/2020 17:11
Greece,1156,38,52,03/29/2020 17:11
India,1024,27,87,03/29/2020 17:11
Iceland,1020,2,114,03/29/2020 17:11
Panama,901,17,4,03/29/2020 17:11
Dominican Republic,859,39,3,03/29/2020 17:11
Mexico,848,16,4,03/29/2020 17:11
Singapore,844,3,212,03/29/2020 17:11
Argentina,745,19,72,03/29/2020 17:11
Serbia,741,13,42,03/29/2020 17:11
Slovenia,730,11,10,03/29/2020 17:11
Croatia,713,6,52,03/29/2020 17:11
Diamond Princess,712,10,597,03/29/2020 17:11
Estonia,679,3,20,03/29/2020 17:11
Peru,671,16,16,03/29/2020 17:11
Hong Kong,641,4,118,03/29/2020 17:11
Colombia,608,6,10,03/29/2020 17:11
Qatar,590,1,45,03/29/2020 17:11
Egypt,576,36,121,03/29/2020 17:11
Iraq,547,42,143,03/29/2020 17:11
New Zealand,514,1,56,03/29/2020 17:11
Bahrain,499,4,272,03/29/2020 17:11
United Arab Emirates,468,2,55,03/29/2020 17:11
Algeria,454,29,31,03/29/2020 17:11
Morocco,450,26,13,03/29/2020 17:11
Lebanon,438,10,30,03/29/2020 17:11
Lithuania,437,7,1,03/29/2020 17:11
Armenia,424,3,30,03/29/2020 17:11
Ukraine,418,9,5,03/29/2020 17:11
Hungary,408,13,34,03/29/2020 17:11
Latvia,347,0,1,03/29/2020 17:11
Bulgaria,346,8,14,03/29/2020 17:11
Andorra,334,6,1,03/29/2020 17:11
Bosnia and Herzegovina,323,6,8,03/29/2020 17:11
Slovakia,314,0,2,03/29/2020 17:11
Uruguay,304,1,0,03/29/2020 17:11
Taiwan,298,2,39,03/29/2020 17:11
Costa Rica,295,2,3,03/29/2020 17:11
Tunisia,278,8,2,03/29/2020 17:11
Moldova,263,2,2,03/29/2020 17:11
North Macedonia,259,6,3,03/29/2020 17:11
Kuwait,255,0,67,03/29/2020 17:11
Kazakhstan,251,1,18,03/29/2020 17:11
Jordan,246,1,18,03/29/2020 17:11
