Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 11:55
Italy,92472,10023,12384,03/29/2020 11:55
China,81439,3300,75448,03/29/2020 11:55
Spain,78797,6528,14709,03/29/2020 11:55
Germany,58247,455,8481,03/29/2020 11:55
Iran,38309,2640,12391,03/29/2020 11:55
France,37575,2314,5700,03/29/2020 11:55
United Kingdom,17089,1019,135,03/29/2020 11:55
Switzerland,14352,282,1595,03/29/2020 11:55
Belgium,10836,431,1359,03/29/2020 11:55
Netherlands,9762,639,3,03/29/2020 11:55
South Korea,9583,152,5033,03/29/2020 11:55
Austria,8411,86,479,03/29/2020 11:55
Turkey,7402,108,70,03/29/2020 11:55
Canada,5655,60,508,03/29/2020 11:55
Portugal,5170,100,43,03/29/2020 11:55
Norway,4054,23,7,03/29/2020 11:55
Australia,3969,16,226,03/29/2020 11:55
Brazil,3904,114,6,03/29/2020 11:55
Israel,3865,13,89,03/29/2020 11:55
Sweden,3447,105,16,03/29/2020 11:55
Czechia,2689,13,11,03/29/2020 11:55
Malaysia,2470,34,388,03/29/2020 11:55
Ireland,2415,36,5,03/29/2020 11:55
Denmark,2201,65,1,03/29/2020 11:55
Chile,1909,6,61,03/29/2020 11:55
Luxembourg,1831,18,40,03/29/2020 11:55
Ecuador,1823,48,3,03/29/2020 11:55
Romania,1760,38,169,03/29/2020 11:55
Poland,1717,19,7,03/29/2020 11:55
Japan,1693,52,404,03/29/2020 11:55
Russia,1534,8,64,03/29/2020 11:55
Pakistan,1526,13,29,03/29/2020 11:55
Philippines,1418,71,42,03/29/2020 11:55
Thailand,1388,7,97,03/29/2020 11:55
Indonesia,1285,114,64,03/29/2020 11:55
Finland,1221,9,10,03/29/2020 11:55
Saudi Arabia,1203,4,37,03/29/2020 11:55
South Africa,1187,1,31,03/29/2020 11:55
Greece,1061,32,52,03/29/2020 11:55
India,987,25,87,03/29/2020 11:55
Iceland,963,2,114,03/29/2020 11:55
Panama,901,17,4,03/29/2020 11:55
Mexico,848,16,4,03/29/2020 11:55
Singapore,802,3,198,03/29/2020 11:55
Argentina,745,19,72,03/29/2020 11:55
Slovenia,730,11,10,03/29/2020 11:55
Dominican Republic,719,28,3,03/29/2020 11:55
Diamond Princess,712,10,597,03/29/2020 11:55
Estonia,679,3,20,03/29/2020 11:55
Peru,671,16,16,03/29/2020 11:55
Serbia,659,11,42,03/29/2020 11:55
Croatia,657,5,45,03/29/2020 11:55
Colombia,608,6,10,03/29/2020 11:55
Qatar,590,1,45,03/29/2020 11:55
Hong Kong,582,4,112,03/29/2020 11:55
Egypt,576,36,121,03/29/2020 11:55
Iraq,547,42,143,03/29/2020 11:55
New Zealand,514,1,56,03/29/2020 11:55
Bahrain,499,4,272,03/29/2020 11:55
United Arab Emirates,468,2,55,03/29/2020 11:55
Algeria,454,29,31,03/29/2020 11:55
Lebanon,438,10,30,03/29/2020 11:55
Morocco,437,26,12,03/29/2020 11:55
Lithuania,437,7,1,03/29/2020 11:55
Armenia,424,3,30,03/29/2020 11:55
Ukraine,418,9,5,03/29/2020 11:55
Hungary,408,13,34,03/29/2020 11:55
Latvia,347,0,1,03/29/2020 11:55
Bulgaria,338,8,11,03/29/2020 11:55
Bosnia and Herzegovina,323,6,8,03/29/2020 11:55
Slovakia,314,0,2,03/29/2020 11:55
Andorra,308,3,1,03/29/2020 11:55
Uruguay,304,1,0,03/29/2020 11:55
Taiwan,298,2,39,03/29/2020 11:55
Costa Rica,295,2,3,03/29/2020 11:55
Tunisia,278,8,2,03/29/2020 11:55
Kuwait,255,0,67,03/29/2020 11:55
Kazakhstan,251,1,18,03/29/2020 11:55
Jordan,246,1,18,03/29/2020 11:55
North Macedonia,241,4,3,03/29/2020 11:55
Moldova,231,2,2,03/29/2020 11:55
San Marino,224,22,6,03/29/2020 11:55
Albania,212,10,33,03/29/2020 11:55
Burkina Faso,207,11,21,03/29/2020 11:55
Reunion,183,0,1,03/29/2020 11:55
Azerbaijan,182,4,15,03/29/2020 11:55
Cyprus,179,5,15,03/29/2020 11:55
Vietnam,179,0,21,03/29/2020 11:55
Oman,167,0,23,03/29/2020 11:55
Faeroe Islands,159,0,70,03/29/2020 11:55
Malta,151,0,2,03/29/2020 11:55
Senegal,142,0,27,03/29/2020 11:55
Ghana,141,5,2,03/29/2020 11:55
Ivory Coast,140,0,3,03/29/2020 11:55
Uzbekistan,133,2,7,03/29/2020 11:55
Brunei,126,1,34,03/29/2020 11:55
Cuba,119,3,4,03/29/2020 11:55
Venezuela,119,2,39,03/29/2020 11:55
Sri Lanka,115,1,10,03/29/2020 11:55
Honduras,110,1,3,03/29/2020 11:55
Afghanistan,110,4,2,03/29/2020 11:55
Palestine,106,1,18,03/29/2020 11:55
Cambodia,103,0,21,03/29/2020 11:55
Mauritius,102,2,0,03/29/2020 11:55
Guadeloupe,102,2,17,03/29/2020 11:55
Channel Islands,100,1,0,03/29/2020 11:55
Nigeria,97,1,3,03/29/2020 11:55
Belarus,94,0,32,03/29/2020 11:55
Martinique,93,1,0,03/29/2020 11:55
Cameroon,91,2,2,03/29/2020 11:55
Georgia,90,0,18,03/29/2020 11:55
Montenegro,84,1,0,03/29/2020 11:55
Kyrgyzstan,84,0,0,03/29/2020 11:55
Bolivia,81,0,0,03/29/2020 11:55
Trinidad and Tobago,76,3,1,03/29/2020 11:55
DRC,65,6,2,03/29/2020 11:55
Mayotte,63,0,0,03/29/2020 11:55
Rwanda,60,0,0,03/29/2020 11:55
Gibraltar,56,0,14,03/29/2020 11:55
Liechtenstein,56,0,0,03/29/2020 11:55
Paraguay,56,3,1,03/29/2020 11:55
Bangladesh,48,5,15,03/29/2020 11:55
Aruba,46,0,1,03/29/2020 11:55
Monaco,43,1,1,03/29/2020 11:55
Madagascar,39,0,0,03/29/2020 11:55
Kenya,38,1,1,03/29/2020 11:55
Isle of Man,37,0,0,03/29/2020 11:55
Macao,34,0,10,03/29/2020 11:55
Guatemala,34,1,10,03/29/2020 11:55
Jamaica,32,1,2,03/29/2020 11:55
Uganda,30,0,0,03/29/2020 11:55
French Polynesia,30,0,0,03/29/2020 11:55
French Guiana,28,0,6,03/29/2020 11:55
Zambia,28,0,0,03/29/2020 11:55
Barbados,26,0,0,03/29/2020 11:55
Togo,25,1,1,03/29/2020 11:55
El Salvador,24,0,0,03/29/2020 11:55
Ethiopia,19,0,1,03/29/2020 11:55
Mali,18,1,0,03/29/2020 11:55
Niger,18,1,0,03/29/2020 11:55
Maldives,17,0,11,03/29/2020 11:55
Bermuda,17,0,2,03/29/2020 11:55
Haiti,15,0,1,03/29/2020 11:55
New Caledonia,15,0,0,03/29/2020 11:55
Djibouti,14,0,0,03/29/2020 11:55
Tanzania,14,0,1,03/29/2020 11:55
Equatorial Guinea,12,0,0,03/29/2020 11:55
Mongolia,12,0,0,03/29/2020 11:55
Dominica,11,0,0,03/29/2020 11:55
Namibia,11,0,2,03/29/2020 11:55
Saint Martin,11,0,0,03/29/2020 11:55
Greenland,10,0,2,03/29/2020 11:55
Bahamas,10,0,1,03/29/2020 11:55
Eswatini,9,0,0,03/29/2020 11:55
Grenada,9,0,0,03/29/2020 11:55
Curacao,8,1,2,03/29/2020 11:55
Guinea,8,0,0,03/29/2020 11:55
Laos,8,0,0,03/29/2020 11:55
