Country/Region,confirmed,deaths,recovered,Last Update
US,104256,1704,2525,03/28/2020 08:45
Italy,86498,9134,10950,03/28/2020 08:45
China,81394,3295,74971,03/28/2020 08:45
Spain,65719,5138,9357,03/28/2020 08:45
Germany,53340,395,6658,03/28/2020 08:45
France,32964,1995,5700,03/28/2020 08:45
Iran,32332,2378,11133,03/28/2020 08:45
United Kingdom,14543,759,135,03/28/2020 08:45
Switzerland,12928,231,1530,03/28/2020 08:45
South Korea,9478,144,4811,03/28/2020 08:45
Netherlands,8603,546,3,03/28/2020 08:45
Austria,7712,58,225,03/28/2020 08:45
Belgium,7284,289,858,03/28/2020 08:45
Turkey,5698,92,42,03/28/2020 08:45
Canada,4757,55,354,03/28/2020 08:45
Portugal,4268,76,43,03/28/2020 08:45
Norway,3773,19,7,03/28/2020 08:45
Australia,3635,14,170,03/28/2020 08:45
Brazil,3477,93,6,03/28/2020 08:45
Israel,3460,12,89,03/28/2020 08:45
Sweden,3069,105,16,03/28/2020 08:45
Czechia,2279,9,11,03/28/2020 08:45
Malaysia,2161,26,259,03/28/2020 08:45
Ireland,2121,22,5,03/28/2020 08:45
Denmark,2046,52,1,03/28/2020 08:45
Ecuador,1627,41,3,03/28/2020 08:45
Chile,1610,5,43,03/28/2020 08:45
Luxembourg,1605,15,40,03/28/2020 08:45
Japan,1499,49,372,03/28/2020 08:45
Poland,1436,16,7,03/28/2020 08:45
Pakistan,1408,11,25,03/28/2020 08:45
Romania,1292,26,115,03/28/2020 08:45
Thailand,1245,6,97,03/28/2020 08:45
South Africa,1170,1,31,03/28/2020 08:45
Finland,1165,7,10,03/28/2020 08:45
Saudi Arabia,1104,3,35,03/28/2020 08:45
Indonesia,1046,87,46,03/28/2020 08:45
Russia,1036,4,45,03/28/2020 08:45
Greece,966,28,52,03/28/2020 08:45
India,908,20,83,03/28/2020 08:45
Iceland,890,2,97,03/28/2020 08:45
Philippines,803,54,31,03/28/2020 08:45
Panama,786,14,2,03/28/2020 08:45
Singapore,732,2,183,03/28/2020 08:45
Mexico,717,12,4,03/28/2020 08:45
Diamond Princess,712,10,597,03/28/2020 08:45
Argentina,690,17,72,03/28/2020 08:45
Peru,635,11,16,03/28/2020 08:45
Croatia,635,4,45,03/28/2020 08:45
Slovenia,632,9,10,03/28/2020 08:45
Dominican Republic,581,20,3,03/28/2020 08:45
Estonia,575,1,11,03/28/2020 08:45
Qatar,562,0,43,03/28/2020 08:45
Colombia,539,6,10,03/28/2020 08:45
Egypt,536,30,116,03/28/2020 08:45
Serbia,528,8,42,03/28/2020 08:45
Hong Kong,519,4,111,03/28/2020 08:45
Bahrain,473,4,254,03/28/2020 08:45
Iraq,458,40,122,03/28/2020 08:45
New Zealand,451,0,50,03/28/2020 08:45
Algeria,409,26,29,03/28/2020 08:45
UAE,405,2,52,03/28/2020 08:45
Lebanon,391,8,27,03/28/2020 08:45
Lithuania,382,5,1,03/28/2020 08:45
Armenia,372,1,28,03/28/2020 08:45
Morocco,358,23,11,03/28/2020 08:45
Hungary,343,11,34,03/28/2020 08:45
Bulgaria,313,4,9,03/28/2020 08:45
Ukraine,310,5,5,03/28/2020 08:45
Latvia,305,0,1,03/28/2020 08:45
Uruguay,274,0,0,03/28/2020 08:45
Slovakia,269,0,2,03/28/2020 08:45
Andorra,267,3,1,03/28/2020 08:45
Taiwan,267,2,30,03/28/2020 08:45
Costa Rica,263,2,3,03/28/2020 08:45
Bosnia and Herzegovina,237,4,5,03/28/2020 08:45
Jordan,235,1,18,03/28/2020 08:45
Tunisia,227,7,2,03/28/2020 08:45
Kuwait,225,0,57,03/28/2020 08:45
San Marino,223,21,6,03/28/2020 08:45
North Macedonia,219,3,3,03/28/2020 08:45
Moldova,199,2,2,03/28/2020 08:45
Albania,186,8,31,03/28/2020 08:45
Burkina Faso,180,9,12,03/28/2020 08:45
Vietnam,169,0,20,03/28/2020 08:45
Azerbaijan,165,3,15,03/28/2020 08:45
Cyprus,162,5,15,03/28/2020 08:45
Oman,152,0,23,03/28/2020 08:45
Kazakhstan,150,1,3,03/28/2020 08:45
Réunion,145,0,1,03/28/2020 08:45
Faeroe Islands,144,0,54,03/28/2020 08:45
Malta,139,0,2,03/28/2020 08:45
Ghana,137,4,2,03/28/2020 08:45
Senegal,119,0,11,03/28/2020 08:45
Brunei,115,1,11,03/28/2020 08:45
Venezuela,113,2,31,03/28/2020 08:45
Afghanistan,110,4,2,03/28/2020 08:45
Sri Lanka,106,0,9,03/28/2020 08:45
Uzbekistan,104,2,5,03/28/2020 08:45
Ivory Coast,101,0,3,03/28/2020 08:45
Cambodia,99,0,13,03/28/2020 08:45
Honduras,95,1,3,03/28/2020 08:45
Mauritius,94,2,0,03/28/2020 08:45
Belarus,94,0,32,03/28/2020 08:45
Martinique,93,1,0,03/28/2020 08:45
Palestine,91,1,17,03/28/2020 08:45
Cameroon,91,2,2,03/28/2020 08:45
Channel Islands,88,1,0,03/28/2020 08:45
Georgia,85,0,14,03/28/2020 08:45
Montenegro,82,1,0,03/28/2020 08:45
Nigeria,81,1,3,03/28/2020 08:45
Cuba,80,2,4,03/28/2020 08:45
Bolivia,74,0,0,03/28/2020 08:45
Guadeloupe,73,1,0,03/28/2020 08:45
Trinidad and Tobago,66,2,1,03/28/2020 08:45
Kyrgyzstan,58,0,0,03/28/2020 08:45
Paraguay,56,3,1,03/28/2020 08:45
Liechtenstein,56,0,0,03/28/2020 08:45
Gibraltar,55,0,14,03/28/2020 08:45
Rwanda,54,0,0,03/28/2020 08:45
DRC,51,3,2,03/28/2020 08:45
Mayotte,50,0,0,03/28/2020 08:45
Bangladesh,48,5,15,03/28/2020 08:45
Monaco,42,0,1,03/28/2020 08:45
Macao,34,0,10,03/28/2020 08:45
Aruba,33,0,1,03/28/2020 08:45
Guatemala,32,1,4,03/28/2020 08:45
Kenya,31,1,1,03/28/2020 08:45
French Polynesia,30,0,0,03/28/2020 08:45
Jamaica,30,1,2,03/28/2020 08:45
Isle of Man,29,0,0,03/28/2020 08:45
French Guiana,28,0,6,03/28/2020 08:45
Barbados,26,0,0,03/28/2020 08:45
Madagascar,26,0,0,03/28/2020 08:45
Togo,25,1,1,03/28/2020 08:45
Uganda,23,0,0,03/28/2020 08:45
Zambia,22,0,0,03/28/2020 08:45
El Salvador,19,0,0,03/28/2020 08:45
Bermuda,17,0,2,03/28/2020 08:45
Ethiopia,16,0,0,03/28/2020 08:45
Maldives,16,0,9,03/28/2020 08:45
New Caledonia,15,0,0,03/28/2020 08:45
Tanzania,13,0,1,03/28/2020 08:45
Djibouti,12,0,0,03/28/2020 08:45
Equatorial Guinea,12,0,0,03/28/2020 08:45
Mongolia,12,0,0,03/28/2020 08:45
Dominica,11,0,0,03/28/2020 08:45
Mali,11,0,0,03/28/2020 08:45
Saint Martin,11,0,0,03/28/2020 08:45
