Country/Region,Confirmed,Deaths,Recovered,Last Update
China,81340,3292,74588,03/27/2020 16:46
USA,93329,1384,2424,03/27/2020 16:46
Italy,86498,9134,10950,03/27/2020 16:46
Spain,64059,4934,9357,03/27/2020 16:46
Germany,49344,304,5673,03/27/2020 16:46
Iran,32332,2378,11133,03/27/2020 16:46
France,29155,1696,4948,03/27/2020 16:46
UK,14543,759,135,03/27/2020 16:46
Switzerland,12311,207,897,03/27/2020 16:46
S. Korea,9332,139,4528,03/27/2020 16:46
Netherlands,8603,546,3,03/27/2020 16:46
Austria,7557,58,225,03/27/2020 16:46
Belgium,7284,289,858,03/27/2020 16:46
Portugal,4268,76,43,03/27/2020 16:46
Canada,4043,39,228,03/27/2020 16:46
Norway,3696,19,6,03/27/2020 16:46
Turkey,3629,75,26,03/27/2020 16:46
Australia,3180,13,170,03/27/2020 16:46
Sweden,3046,92,16,03/27/2020 16:46
Israel,3035,12,79,03/27/2020 16:46
Brazil,3027,77,6,03/27/2020 16:46
Malaysia,2161,26,259,03/27/2020 16:46
Czechia,2062,9,11,03/27/2020 16:46
Denmark,2010,52,1,03/27/2020 16:46
Ireland,1819,19,5,03/27/2020 16:46
Chile,1610,5,43,03/27/2020 16:46
Luxembourg,1605,15,40,03/27/2020 16:46
Ecuador,1595,36,3,03/27/2020 16:46
Japan,1387,47,359,03/27/2020 16:46
Pakistan,1296,9,23,03/27/2020 16:46
Romania,1292,24,115,03/27/2020 16:46
Poland,1289,16,7,03/27/2020 16:46
Thailand,1136,5,97,03/27/2020 16:46
Saudi Arabia,1104,3,35,03/27/2020 16:46
Indonesia,1046,87,46,03/27/2020 16:46
Finland,1041,7,10,03/27/2020 16:46
Russia,1036,3,45,03/27/2020 16:46
Greece,966,28,52,03/27/2020 16:46
South Africa,927,2,12,03/27/2020 16:46
Iceland,890,2,97,03/27/2020 16:46
India,878,20,73,03/27/2020 16:46
Philippines,803,54,31,03/27/2020 16:46
Singapore,732,2,183,03/27/2020 16:46
Diamond Princess,712,10,597,03/27/2020 16:46
Panama,674,9,2,03/27/2020 16:46
Slovenia,632,9,10,03/27/2020 16:46
Argentina,589,13,72,03/27/2020 16:46
