Country/Region,Confirmed,Deaths,Recovered,Last Update
China,81340,3292,74588,03/27/2020 12:00
USA,85749,1304,1868,03/27/2020 12:00
Italy,80589,8215,10361,03/27/2020 12:00
Spain,64059,4858,9357,03/27/2020 12:00
Germany,47278,281,5673,03/27/2020 12:00
Iran,32332,2378,11133,03/27/2020 12:00
France,29155,1696,4948,03/27/2020 12:00
Switzerland,11951,197,897,03/27/2020 12:00
UK,11658,578,135,03/27/2020 12:00
S. Korea,9332,139,4528,03/27/2020 12:00
Netherlands,7431,434,3,03/27/2020 12:00
Belgium,7284,289,858,03/27/2020 12:00
Austria,7269,58,225,03/27/2020 12:00
Canada,4043,39,228,03/27/2020 12:00
Turkey,3629,75,26,03/27/2020 12:00
Portugal,3544,60,43,03/27/2020 12:00
Norway,3443,16,6,03/27/2020 12:00
Australia,3180,13,170,03/27/2020 12:00
Israel,3035,10,79,03/27/2020 12:00
Brazil,2988,77,6,03/27/2020 12:00
Sweden,2893,77,16,03/27/2020 12:00
Malaysia,2161,26,259,03/27/2020 12:00
Czechia,2062,9,10,03/27/2020 12:00
Denmark,2010,41,1,03/27/2020 12:00
Ireland,1819,19,5,03/27/2020 12:00
Luxembourg,1453,9,6,03/27/2020 12:00
Ecuador,1403,34,3,03/27/2020 12:00
Japan,1387,47,359,03/27/2020 12:00
Chile,1306,4,22,03/27/2020 12:00
Romania,1292,24,115,03/27/2020 12:00
Pakistan,1252,9,23,03/27/2020 12:00
Poland,1244,16,7,03/27/2020 12:00
Thailand,1136,5,97,03/27/2020 12:00
Indonesia,1046,87,46,03/27/2020 12:00
Finland,1038,5,10,03/27/2020 12:00
Russia,1036,3,45,03/27/2020 12:00
Saudi Arabia,1012,3,33,03/27/2020 12:00
South Africa,927,2,12,03/27/2020 12:00
Greece,892,27,42,03/27/2020 12:00
Philippines,803,54,31,03/27/2020 12:00
Iceland,802,2,82,03/27/2020 12:00
India,794,20,73,03/27/2020 12:00
Diamond Princess,712,10,597,03/27/2020 12:00
Singapore,683,2,172,03/27/2020 12:00
Panama,674,9,2,03/27/2020 12:00
Slovenia,632,9,10,03/27/2020 12:00
Argentina,589,12,72,03/27/2020 12:00
Mexico,585,8,4,03/27/2020 12:00
Peru,580,9,14,03/27/2020 12:00
Estonia,575,1,11,03/27/2020 12:00
Croatia,551,3,37,03/27/2020 12:00
Qatar,549,0,43,03/27/2020 12:00
Hong Kong,518,4,111,03/27/2020 12:00
Egypt,495,24,102,03/27/2020 12:00
Colombia,491,6,8,03/27/2020 12:00
Dominican Republic,488,10,3,03/27/2020 12:00
Bahrain,466,4,227,03/27/2020 12:00
Iraq,458,40,122,03/27/2020 12:00
Serbia,457,8,15,03/27/2020 12:00
Lebanon,391,7,23,03/27/2020 12:00
New Zealand,368,0,37,03/27/2020 12:00
Algeria,367,25,29,03/27/2020 12:00
Lithuania,345,5,1,03/27/2020 12:00
UAE,333,2,52,03/27/2020 12:00
Armenia,329,1,28,03/27/2020 12:00
Hungary,300,10,34,03/27/2020 12:00
Latvia,280,0,1,03/27/2020 12:00
Bulgaria,276,3,8,03/27/2020 12:00
Morocco,275,11,8,03/27/2020 12:00
Slovakia,269,0,2,03/27/2020 12:00
Taiwan,267,2,30,03/27/2020 12:00
Uruguay,238,0,0,03/27/2020 12:00
Costa Rica,231,2,2,03/27/2020 12:00
Bosnia and Herzegovina,230,3,5,03/27/2020 12:00
Tunisia,227,6,2,03/27/2020 12:00
Ukraine,226,5,4,03/27/2020 12:00
Kuwait,225,0,57,03/27/2020 12:00
Andorra,224,3,1,03/27/2020 12:00
Jordan,212,0,2,03/27/2020 12:00
San Marino,208,21,4,03/27/2020 12:00
North Macedonia,201,3,3,03/27/2020 12:00
Albania,186,8,31,03/27/2020 12:00
Moldova,177,2,2,03/27/2020 12:00
Vietnam,163,0,20,03/27/2020 12:00
Burkina Faso,152,7,10,03/27/2020 12:00
Cyprus,146,3,4,03/27/2020 12:00
Faeroe Islands,144,0,54,03/27/2020 12:00
Malta,139,0,2,03/27/2020 12:00
Ghana,136,4,1,03/27/2020 12:00
Réunion,135,0,1,03/27/2020 12:00
Oman,131,0,23,03/27/2020 12:00
Kazakhstan,125,1,2,03/27/2020 12:00
Azerbaijan,122,3,15,03/27/2020 12:00
Senegal,119,0,11,03/27/2020 12:00
Brunei,115,0,11,03/27/2020 12:00
Venezuela,107,1,31,03/27/2020 12:00
Sri Lanka,106,0,7,03/27/2020 12:00
Cambodia,99,0,11,03/27/2020 12:00
Ivory Coast,96,0,3,03/27/2020 12:00
Afghanistan,94,4,2,03/27/2020 12:00
Belarus,94,0,32,03/27/2020 12:00
Palestine,91,1,17,03/27/2020 12:00
Cameroon,88,2,2,03/27/2020 12:00
Uzbekistan,83,1,5,03/27/2020 12:00
Mauritius,81,2,0,03/27/2020 12:00
Martinique,81,1,0,03/27/2020 12:00
Georgia,81,0,13,03/27/2020 12:00
