Country/Region,confirmed,deaths,recovered,Last Update
US,104256,1704,2525,03/28/2020 08:42
Italy,86498,9134,10950,03/28/2020 08:42
Spain,65719,5138,9357,03/28/2020 08:42
Germany,53340,395,6658,03/28/2020 08:42
France,32964,1995,5700,03/28/2020 08:42
Iran,32332,2378,11133,03/28/2020 08:42
United Kingdom,14543,759,135,03/28/2020 08:42
Switzerland,12928,231,1530,03/28/2020 08:42
South Korea,9478,144,4811,03/28/2020 08:42
Netherlands,8603,546,3,03/28/2020 08:42
Austria,7712,58,225,03/28/2020 08:42
Belgium,7284,289,858,03/28/2020 08:42
Turkey,5698,92,42,03/28/2020 08:42
Canada,4757,55,354,03/28/2020 08:42
Portugal,4268,76,43,03/28/2020 08:42
Norway,3773,19,7,03/28/2020 08:42
Australia,3635,14,170,03/28/2020 08:42
Brazil,3477,93,6,03/28/2020 08:42
Israel,3460,12,89,03/28/2020 08:42
Sweden,3069,105,16,03/28/2020 08:42
Czechia,2279,9,11,03/28/2020 08:42
Malaysia,2161,26,259,03/28/2020 08:42
Ireland,2121,22,5,03/28/2020 08:42
Denmark,2046,52,1,03/28/2020 08:42
Ecuador,1627,41,3,03/28/2020 08:42
Chile,1610,5,43,03/28/2020 08:42
Luxembourg,1605,15,40,03/28/2020 08:42
Japan,1499,49,372,03/28/2020 08:42
Poland,1436,16,7,03/28/2020 08:42
Pakistan,1408,11,25,03/28/2020 08:42
Romania,1292,26,115,03/28/2020 08:42
Thailand,1245,6,97,03/28/2020 08:42
South Africa,1170,1,31,03/28/2020 08:42
Finland,1165,7,10,03/28/2020 08:42
Saudi Arabia,1104,3,35,03/28/2020 08:42
Indonesia,1046,87,46,03/28/2020 08:42
Russia,1036,4,45,03/28/2020 08:42
Greece,966,28,52,03/28/2020 08:42
India,908,20,83,03/28/2020 08:42
Iceland,890,2,97,03/28/2020 08:42
Philippines,803,54,31,03/28/2020 08:42
Panama,786,14,2,03/28/2020 08:42
Singapore,732,2,183,03/28/2020 08:42
Mexico,717,12,4,03/28/2020 08:42
Diamond Princess,712,10,597,03/28/2020 08:42
Argentina,690,17,72,03/28/2020 08:42
Peru,635,11,16,03/28/2020 08:42
Croatia,635,4,45,03/28/2020 08:42
Slovenia,632,9,10,03/28/2020 08:42
Dominican Republic,581,20,3,03/28/2020 08:42
Estonia,575,1,11,03/28/2020 08:42
Qatar,562,0,43,03/28/2020 08:42
Colombia,539,6,10,03/28/2020 08:42
Egypt,536,30,116,03/28/2020 08:42
Serbia,528,8,42,03/28/2020 08:42
Hong Kong,519,4,111,03/28/2020 08:42
Bahrain,473,4,254,03/28/2020 08:42
Iraq,458,40,122,03/28/2020 08:42
New Zealand,451,0,50,03/28/2020 08:42
Algeria,409,26,29,03/28/2020 08:42
UAE,405,2,52,03/28/2020 08:42
Lebanon,391,8,27,03/28/2020 08:42
Lithuania,382,5,1,03/28/2020 08:42
Armenia,372,1,28,03/28/2020 08:42
Morocco,358,23,11,03/28/2020 08:42
Hungary,343,11,34,03/28/2020 08:42
Bulgaria,313,4,9,03/28/2020 08:42
Ukraine,310,5,5,03/28/2020 08:42
Latvia,305,0,1,03/28/2020 08:42
Uruguay,274,0,0,03/28/2020 08:42
Slovakia,269,0,2,03/28/2020 08:42
Andorra,267,3,1,03/28/2020 08:42
Taiwan,267,2,30,03/28/2020 08:42
Costa Rica,263,2,3,03/28/2020 08:42
Bosnia and Herzegovina,237,4,5,03/28/2020 08:42
Jordan,235,1,18,03/28/2020 08:42
Tunisia,227,7,2,03/28/2020 08:42
Kuwait,225,0,57,03/28/2020 08:42
San Marino,223,21,6,03/28/2020 08:42
North Macedonia,219,3,3,03/28/2020 08:42
Moldova,199,2,2,03/28/2020 08:42
Albania,186,8,31,03/28/2020 08:42
Burkina Faso,180,9,12,03/28/2020 08:42
Vietnam,169,0,20,03/28/2020 08:42
Azerbaijan,165,3,15,03/28/2020 08:42
Cyprus,162,5,15,03/28/2020 08:42
Oman,152,0,23,03/28/2020 08:42
Kazakhstan,150,1,3,03/28/2020 08:42
Réunion,145,0,1,03/28/2020 08:42
Faeroe Islands,144,0,54,03/28/2020 08:42
Malta,139,0,2,03/28/2020 08:42
Ghana,137,4,2,03/28/2020 08:42
Senegal,119,0,11,03/28/2020 08:42
Brunei,115,1,11,03/28/2020 08:42
Venezuela,113,2,31,03/28/2020 08:42
Afghanistan,110,4,2,03/28/2020 08:42
Sri Lanka,106,0,9,03/28/2020 08:42
Uzbekistan,104,2,5,03/28/2020 08:42
Ivory Coast,101,0,3,03/28/2020 08:42
Cambodia,99,0,13,03/28/2020 08:42
Honduras,95,1,3,03/28/2020 08:42
Mauritius,94,2,0,03/28/2020 08:42
Belarus,94,0,32,03/28/2020 08:42
Martinique,93,1,0,03/28/2020 08:42
Cameroon,91,2,2,03/28/2020 08:42
Palestine,91,1,17,03/28/2020 08:42
Channel Islands,88,1,0,03/28/2020 08:42
Georgia,85,0,14,03/28/2020 08:42
Montenegro,82,1,0,03/28/2020 08:42
Nigeria,81,1,3,03/28/2020 08:42
Cuba,80,2,4,03/28/2020 08:42
Bolivia,74,0,0,03/28/2020 08:42
Guadeloupe,73,1,0,03/28/2020 08:42
Trinidad and Tobago,66,2,1,03/28/2020 08:42
Kyrgyzstan,58,0,0,03/28/2020 08:42
Paraguay,56,3,1,03/28/2020 08:42
Liechtenstein,56,0,0,03/28/2020 08:42
Gibraltar,55,0,14,03/28/2020 08:42
Rwanda,54,0,0,03/28/2020 08:42
DRC,51,3,2,03/28/2020 08:42
Mayotte,50,0,0,03/28/2020 08:42
