Country/Region,Confirmed,Deaths,Recovered,Last Update
China,81340,3292,74588,03/27/2020 09:55
USA,85612,1301,1868,03/27/2020 09:55
Italy,80589,8215,10361,03/27/2020 09:55
Spain,57786,4365,7015,03/27/2020 09:55
Germany,47278,281,5673,03/27/2020 09:55
Iran,32332,2378,11133,03/27/2020 09:55
France,29155,1696,4948,03/27/2020 09:55
Switzerland,11811,194,131,03/27/2020 09:55
UK,11658,578,135,03/27/2020 09:55
S. Korea,9332,139,4528,03/27/2020 09:55
Netherlands,7431,434,3,03/27/2020 09:55
Austria,7129,58,225,03/27/2020 09:55
Belgium,6235,220,675,03/27/2020 09:55
Canada,4043,39,228,03/27/2020 09:55
Turkey,3629,75,26,03/27/2020 09:55
Portugal,3544,60,43,03/27/2020 09:55
Norway,3380,15,6,03/27/2020 09:55
Australia,3166,13,170,03/27/2020 09:55
Israel,3035,10,79,03/27/2020 09:55
Brazil,2985,77,6,03/27/2020 09:55
Sweden,2840,77,16,03/27/2020 09:55
Malaysia,2161,26,259,03/27/2020 09:55
Czechia,2062,9,10,03/27/2020 09:55
Denmark,2010,41,1,03/27/2020 09:55
Ireland,1819,19,5,03/27/2020 09:55
Luxembourg,1453,9,6,03/27/2020 09:55
Ecuador,1403,34,3,03/27/2020 09:55
Japan,1387,47,359,03/27/2020 09:55
Chile,1306,4,22,03/27/2020 09:55
Poland,1244,16,7,03/27/2020 09:55
Pakistan,1235,9,23,03/27/2020 09:55
Thailand,1136,5,97,03/27/2020 09:55
Indonesia,1046,87,46,03/27/2020 09:55
Russia,1036,3,45,03/27/2020 09:55
Romania,1029,24,94,03/27/2020 09:55
Saudi Arabia,1012,3,33,03/27/2020 09:55
Finland,1004,5,10,03/27/2020 09:55
South Africa,927,2,12,03/27/2020 09:55
Greece,892,27,42,03/27/2020 09:55
Philippines,803,54,31,03/27/2020 09:55
Iceland,802,2,82,03/27/2020 09:55
India,761,20,71,03/27/2020 09:55
Diamond Princess,712,10,597,03/27/2020 09:55
Singapore,683,2,172,03/27/2020 09:55
Panama,674,9,2,03/27/2020 09:55
Argentina,589,12,72,03/27/2020 09:55
Mexico,585,8,4,03/27/2020 09:55
Peru,580,9,14,03/27/2020 09:55
Estonia,575,1,8,03/27/2020 09:55
Slovenia,562,6,10,03/27/2020 09:55
Croatia,551,3,37,03/27/2020 09:55
Qatar,549,0,43,03/27/2020 09:55
Hong Kong,518,4,111,03/27/2020 09:55
Egypt,495,24,102,03/27/2020 09:55
Colombia,491,6,8,03/27/2020 09:55
Dominican Republic,488,10,3,03/27/2020 09:55
Bahrain,458,4,210,03/27/2020 09:55
Serbia,457,7,15,03/27/2020 09:55
Iraq,382,36,105,03/27/2020 09:55
Lebanon,368,6,23,03/27/2020 09:55
New Zealand,368,0,37,03/27/2020 09:55
Algeria,367,25,29,03/27/2020 09:55
Lithuania,345,4,1,03/27/2020 09:55
UAE,333,2,52,03/27/2020 09:55
Armenia,329,1,18,03/27/2020 09:55
Hungary,300,10,34,03/27/2020 09:55
Latvia,280,0,1,03/27/2020 09:55
Bulgaria,276,3,8,03/27/2020 09:55
Morocco,275,11,8,03/27/2020 09:55
Taiwan,267,2,30,03/27/2020 09:55
Uruguay,238,0,0,03/27/2020 09:55
Costa Rica,231,2,2,03/27/2020 09:55
Bosnia and Herzegovina,230,3,5,03/27/2020 09:55
Tunisia,227,6,2,03/27/2020 09:55
Slovakia,226,0,2,03/27/2020 09:55
Kuwait,225,0,57,03/27/2020 09:55
Andorra,224,3,1,03/27/2020 09:55
Ukraine,218,5,4,03/27/2020 09:55
