Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 11:57
Italy,92472,10023,12384,03/29/2020 11:57
China,81439,3300,75448,03/29/2020 11:57
Spain,78797,6528,14709,03/29/2020 11:57
Germany,58247,455,8481,03/29/2020 11:57
Iran,38309,2640,12391,03/29/2020 11:57
France,37575,2314,5700,03/29/2020 11:57
United Kingdom,17089,1019,135,03/29/2020 11:57
Switzerland,14352,282,1595,03/29/2020 11:57
Belgium,10836,431,1359,03/29/2020 11:57
Netherlands,9762,639,3,03/29/2020 11:57
South Korea,9583,152,5033,03/29/2020 11:57
Austria,8411,86,479,03/29/2020 11:57
Turkey,7402,108,70,03/29/2020 11:57
Canada,5655,60,508,03/29/2020 11:57
Portugal,5170,100,43,03/29/2020 11:57
Norway,4054,23,7,03/29/2020 11:57
Australia,3969,16,226,03/29/2020 11:57
Brazil,3904,114,6,03/29/2020 11:57
Israel,3865,13,89,03/29/2020 11:57
Sweden,3447,105,16,03/29/2020 11:57
Czechia,2689,13,11,03/29/2020 11:57
Malaysia,2470,34,388,03/29/2020 11:57
Ireland,2415,36,5,03/29/2020 11:57
Denmark,2201,65,1,03/29/2020 11:57
Chile,1909,6,61,03/29/2020 11:57
Luxembourg,1831,18,40,03/29/2020 11:57
Ecuador,1823,48,3,03/29/2020 11:57
Romania,1760,38,169,03/29/2020 11:57
Poland,1717,19,7,03/29/2020 11:57
Japan,1693,52,404,03/29/2020 11:57
Russia,1534,8,64,03/29/2020 11:57
Pakistan,1526,13,29,03/29/2020 11:57
Philippines,1418,71,42,03/29/2020 11:57
Thailand,1388,7,97,03/29/2020 11:57
Indonesia,1285,114,64,03/29/2020 11:57
Finland,1221,9,10,03/29/2020 11:57
Saudi Arabia,1203,4,37,03/29/2020 11:57
South Africa,1187,1,31,03/29/2020 11:57
Greece,1061,32,52,03/29/2020 11:57
India,987,25,87,03/29/2020 11:57
Iceland,963,2,114,03/29/2020 11:57
Panama,901,17,4,03/29/2020 11:57
Mexico,848,16,4,03/29/2020 11:57
Singapore,802,3,198,03/29/2020 11:57
Argentina,745,19,72,03/29/2020 11:57
Slovenia,730,11,10,03/29/2020 11:57
Dominican Republic,719,28,3,03/29/2020 11:57
Diamond Princess,712,10,597,03/29/2020 11:57
Estonia,679,3,20,03/29/2020 11:57
Peru,671,16,16,03/29/2020 11:57
Serbia,659,11,42,03/29/2020 11:57
Croatia,657,5,45,03/29/2020 11:57
Colombia,608,6,10,03/29/2020 11:57
Qatar,590,1,45,03/29/2020 11:57
Hong Kong,582,4,112,03/29/2020 11:57
Egypt,576,36,121,03/29/2020 11:57
Iraq,547,42,143,03/29/2020 11:57
New Zealand,514,1,56,03/29/2020 11:57
Bahrain,499,4,272,03/29/2020 11:57
United Arab Emirates,468,2,55,03/29/2020 11:57
Algeria,454,29,31,03/29/2020 11:57
Lebanon,438,10,30,03/29/2020 11:57
Morocco,437,26,12,03/29/2020 11:57
Lithuania,437,7,1,03/29/2020 11:57
Armenia,424,3,30,03/29/2020 11:57
Ukraine,418,9,5,03/29/2020 11:57
Hungary,408,13,34,03/29/2020 11:57
Latvia,347,0,1,03/29/2020 11:57
Bulgaria,338,8,11,03/29/2020 11:57
Bosnia and Herzegovina,323,6,8,03/29/2020 11:57
Slovakia,314,0,2,03/29/2020 11:57
Andorra,308,3,1,03/29/2020 11:57
Uruguay,304,1,0,03/29/2020 11:57
Taiwan,298,2,39,03/29/2020 11:57
Costa Rica,295,2,3,03/29/2020 11:57
Tunisia,278,8,2,03/29/2020 11:57
Kuwait,255,0,67,03/29/2020 11:57
Kazakhstan,251,1,18,03/29/2020 11:57
Jordan,246,1,18,03/29/2020 11:57
North Macedonia,241,4,3,03/29/2020 11:57
Moldova,231,2,2,03/29/2020 11:57
San Marino,224,22,6,03/29/2020 11:57
Albania,212,10,33,03/29/2020 11:57
Burkina Faso,207,11,21,03/29/2020 11:57
Reunion,183,0,1,03/29/2020 11:57
Azerbaijan,182,4,15,03/29/2020 11:57
Cyprus,179,5,15,03/29/2020 11:57
Vietnam,179,0,21,03/29/2020 11:57
Oman,167,0,23,03/29/2020 11:57
Faeroe Islands,159,0,70,03/29/2020 11:57
Malta,151,0,2,03/29/2020 11:57
Senegal,142,0,27,03/29/2020 11:57
Ghana,141,5,2,03/29/2020 11:57
Ivory Coast,140,0,3,03/29/2020 11:57
Uzbekistan,133,2,7,03/29/2020 11:57
Brunei,126,1,34,03/29/2020 11:57
Cuba,119,3,4,03/29/2020 11:57
Venezuela,119,2,39,03/29/2020 11:57
Sri Lanka,115,1,10,03/29/2020 11:57
Honduras,110,1,3,03/29/2020 11:57
Afghanistan,110,4,2,03/29/2020 11:57
Palestine,106,1,18,03/29/2020 11:57
Cambodia,103,0,21,03/29/2020 11:57
Mauritius,102,2,0,03/29/2020 11:57
Guadeloupe,102,2,17,03/29/2020 11:57
Channel Islands,100,1,0,03/29/2020 11:57
Nigeria,97,1,3,03/29/2020 11:57
Belarus,94,0,32,03/29/2020 11:57
Martinique,93,1,0,03/29/2020 11:57
Cameroon,91,2,2,03/29/2020 11:57
Georgia,90,0,18,03/29/2020 11:57
Montenegro,84,1,0,03/29/2020 11:57
Kyrgyzstan,84,0,0,03/29/2020 11:57
Bolivia,81,0,0,03/29/2020 11:57
Trinidad and Tobago,76,3,1,03/29/2020 11:57
DRC,65,6,2,03/29/2020 11:57
Mayotte,63,0,0,03/29/2020 11:57
Rwanda,60,0,0,03/29/2020 11:57
Gibraltar,56,0,14,03/29/2020 11:57
Liechtenstein,56,0,0,03/29/2020 11:57
Paraguay,56,3,1,03/29/2020 11:57
Bangladesh,48,5,15,03/29/2020 11:57
Aruba,46,0,1,03/29/2020 11:57
Monaco,43,1,1,03/29/2020 11:57
Madagascar,39,0,0,03/29/2020 11:57
Kenya,38,1,1,03/29/2020 11:57
Isle of Man,37,0,0,03/29/2020 11:57
Macao,34,0,10,03/29/2020 11:57
Guatemala,34,1,10,03/29/2020 11:57
Jamaica,32,1,2,03/29/2020 11:57
Uganda,30,0,0,03/29/2020 11:57
French Polynesia,30,0,0,03/29/2020 11:57
French Guiana,28,0,6,03/29/2020 11:57
Zambia,28,0,0,03/29/2020 11:57
Barbados,26,0,0,03/29/2020 11:57
Togo,25,1,1,03/29/2020 11:57
El Salvador,24,0,0,03/29/2020 11:57
Ethiopia,19,0,1,03/29/2020 11:57
Mali,18,1,0,03/29/2020 11:57
Niger,18,1,0,03/29/2020 11:57
Maldives,17,0,11,03/29/2020 11:57
Bermuda,17,0,2,03/29/2020 11:57
Haiti,15,0,1,03/29/2020 11:57
New Caledonia,15,0,0,03/29/2020 11:57
Djibouti,14,0,0,03/29/2020 11:57
Tanzania,14,0,1,03/29/2020 11:57
Equatorial Guinea,12,0,0,03/29/2020 11:57
Mongolia,12,0,0,03/29/2020 11:57
Dominica,11,0,0,03/29/2020 11:57
Namibia,11,0,2,03/29/2020 11:57
Saint Martin,11,0,0,03/29/2020 11:57
Greenland,10,0,2,03/29/2020 11:57
Bahamas,10,0,1,03/29/2020 11:57
Eswatini,9,0,0,03/29/2020 11:57
Grenada,9,0,0,03/29/2020 11:57
Curacao,8,1,2,03/29/2020 11:57
Guinea,8,0,0,03/29/2020 11:57
Laos,8,0,0,03/29/2020 11:57
Mozambique,8,0,0,03/29/2020 11:57
Myanmar,8,0,0,03/29/2020 11:57
Seychelles,8,0,0,03/29/2020 11:57
Suriname,8,0,0,03/29/2020 11:57
Cayman Islands,8,1,0,03/29/2020 11:57
Guyana,8,1,0,03/29/2020 11:57
Antigua and Barbuda,7,0,0,03/29/2020 11:57
Zimbabwe,7,1,0,03/29/2020 11:57
Gabon,7,1,0,03/29/2020 11:57
Cabo Verde,6,1,0,03/29/2020 11:57
Benin,6,0,0,03/29/2020 11:57
Eritrea,6,0,0,03/29/2020 11:57
Vatican City,6,0,0,03/29/2020 11:57
Mauritania,5,0,0,03/29/2020 11:57
Montserrat,5,0,0,03/29/2020 11:57
Syria,5,0,0,03/29/2020 11:57
Fiji,5,0,0,03/29/2020 11:57
Sudan,5,1,0,03/29/2020 11:57
Angola,5,0,0,03/29/2020 11:57
St. Barth,5,0,0,03/29/2020 11:57
Nepal,5,0,1,03/29/2020 11:57
Nicaragua,4,1,0,03/29/2020 11:57
Congo,4,0,0,03/29/2020 11:57
Turks and Caicos,4,0,0,03/29/2020 11:57
Bhutan,4,0,0,03/29/2020 11:57
Libya,3,0,0,03/29/2020 11:57
Sint Maarten,3,0,0,03/29/2020 11:57
Somalia,3,0,0,03/29/2020 11:57
Liberia,3,0,0,03/29/2020 11:57
Chad,3,0,0,03/29/2020 11:57
CAR,3,0,0,03/29/2020 11:57
Gambia,3,1,0,03/29/2020 11:57
Saint Lucia,3,0,1,03/29/2020 11:57
MS Zaandam,2,0,0,03/29/2020 11:57
