Country/Region,confirmed,deaths,recovered,Last Update
China,81340,3292,74588,03/27/2020 21:05
US,100392,1543,2465,03/27/2020 21:05
Italy,86498,9134,10950,03/27/2020 21:05
Spain,64285,4940,9357,03/27/2020 21:05
Germany,50871,342,6658,03/27/2020 21:05
France,32964,1995,5700,03/27/2020 21:05
Iran,32332,2378,11133,03/27/2020 21:05
United Kingdom,14543,759,135,03/27/2020 21:05
Switzerland,12928,231,1530,03/27/2020 21:05
South Korea,9332,139,4528,03/27/2020 21:05
Netherlands,8603,546,3,03/27/2020 21:05
Austria,7657,58,225,03/27/2020 21:05
Belgium,7284,289,858,03/27/2020 21:05
Turkey,5698,92,42,03/27/2020 21:05
Canada,4633,53,228,03/27/2020 21:05
Portugal,4268,76,43,03/27/2020 21:05
Norway,3717,19,6,03/27/2020 21:05
Brazil,3417,92,6,03/27/2020 21:05
Australia,3180,13,170,03/27/2020 21:05
Sweden,3069,92,16,03/27/2020 21:05
Israel,3035,12,79,03/27/2020 21:05
Czechia,2279,9,11,03/27/2020 21:05
Malaysia,2161,26,259,03/27/2020 21:05
Ireland,2121,22,5,03/27/2020 21:05
Denmark,2046,52,1,03/27/2020 21:05
Chile,1610,5,43,03/27/2020 21:05
Luxembourg,1605,15,40,03/27/2020 21:05
Ecuador,1595,36,3,03/27/2020 21:05
Poland,1389,16,7,03/27/2020 21:05
Japan,1387,47,359,03/27/2020 21:05
Pakistan,1331,10,23,03/27/2020 21:05
Romania,1292,26,115,03/27/2020 21:05
South Africa,1170,1,12,03/27/2020 21:05
Thailand,1136,5,97,03/27/2020 21:05
Saudi Arabia,1104,3,35,03/27/2020 21:05
Indonesia,1046,87,46,03/27/2020 21:05
Finland,1041,7,10,03/27/2020 21:05
Russia,1036,4,45,03/27/2020 21:05
Greece,966,28,52,03/27/2020 21:05
Iceland,890,2,97,03/27/2020 21:05
India,887,20,73,03/27/2020 21:05
Philippines,803,54,31,03/27/2020 21:05
Singapore,732,2,183,03/27/2020 21:05
Diamond Princess,712,10,597,03/27/2020 21:05
Panama,674,9,2,03/27/2020 21:05
Peru,635,9,16,03/27/2020 21:05
Slovenia,632,9,10,03/27/2020 21:05
Argentina,589,13,72,03/27/2020 21:05
Croatia,586,3,37,03/27/2020 21:05
