Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 11:58
Italy,92472,10023,12384,03/29/2020 11:58
China,81439,3300,75448,03/29/2020 11:58
Spain,78797,6528,14709,03/29/2020 11:58
Germany,58247,455,8481,03/29/2020 11:58
Iran,38309,2640,12391,03/29/2020 11:58
France,37575,2314,5700,03/29/2020 11:58
United Kingdom,17089,1019,135,03/29/2020 11:58
Switzerland,14352,282,1595,03/29/2020 11:58
Belgium,10836,431,1359,03/29/2020 11:58
Netherlands,9762,639,3,03/29/2020 11:58
South Korea,9583,152,5033,03/29/2020 11:58
Austria,8411,86,479,03/29/2020 11:58
Turkey,7402,108,70,03/29/2020 11:58
Canada,5655,60,508,03/29/2020 11:58
Portugal,5170,100,43,03/29/2020 11:58
Norway,4054,23,7,03/29/2020 11:58
Australia,3969,16,226,03/29/2020 11:58
Brazil,3904,114,6,03/29/2020 11:58
Israel,3865,13,89,03/29/2020 11:58
Sweden,3447,105,16,03/29/2020 11:58
Czechia,2689,13,11,03/29/2020 11:58
Malaysia,2470,34,388,03/29/2020 11:58
Ireland,2415,36,5,03/29/2020 11:58
Denmark,2201,65,1,03/29/2020 11:58
Chile,1909,6,61,03/29/2020 11:58
Luxembourg,1831,18,40,03/29/2020 11:58
Ecuador,1823,48,3,03/29/2020 11:58
Romania,1760,38,169,03/29/2020 11:58
Poland,1717,19,7,03/29/2020 11:58
Japan,1693,52,404,03/29/2020 11:58
Russia,1534,8,64,03/29/2020 11:58
Pakistan,1526,13,29,03/29/2020 11:58
Philippines,1418,71,42,03/29/2020 11:58
Thailand,1388,7,97,03/29/2020 11:58
Indonesia,1285,114,64,03/29/2020 11:58
Finland,1221,9,10,03/29/2020 11:58
Saudi Arabia,1203,4,37,03/29/2020 11:58
South Africa,1187,1,31,03/29/2020 11:58
Greece,1061,32,52,03/29/2020 11:58
India,987,25,87,03/29/2020 11:58
Iceland,963,2,114,03/29/2020 11:58
Panama,901,17,4,03/29/2020 11:58
Mexico,848,16,4,03/29/2020 11:58
Singapore,802,3,198,03/29/2020 11:58
Argentina,745,19,72,03/29/2020 11:58
Slovenia,730,11,10,03/29/2020 11:58
Dominican Republic,719,28,3,03/29/2020 11:58
Diamond Princess,712,10,597,03/29/2020 11:58
Estonia,679,3,20,03/29/2020 11:58
Peru,671,16,16,03/29/2020 11:58
Serbia,659,11,42,03/29/2020 11:58
Croatia,657,5,45,03/29/2020 11:58
Colombia,608,6,10,03/29/2020 11:58
Qatar,590,1,45,03/29/2020 11:58
Hong Kong,582,4,112,03/29/2020 11:58
Egypt,576,36,121,03/29/2020 11:58
Iraq,547,42,143,03/29/2020 11:58
New Zealand,514,1,56,03/29/2020 11:58
