Country/Region,confirmed,deaths,recovered,Last Update
US,123781,2229,3238,03/29/2020 11:16
Italy,92472,10023,12384,03/29/2020 11:16
China,81439,3300,75448,03/29/2020 11:16
Spain,73235,5982,12285,03/29/2020 11:16
Germany,58247,455,8481,03/29/2020 11:16
Iran,38309,2640,12391,03/29/2020 11:16
France,37575,2314,5700,03/29/2020 11:16
United Kingdom,17089,1019,135,03/29/2020 11:16
Switzerland,14352,282,1595,03/29/2020 11:16
Belgium,10836,431,1359,03/29/2020 11:16
Netherlands,9762,639,3,03/29/2020 11:16
South Korea,9583,152,5033,03/29/2020 11:16
Austria,8411,86,479,03/29/2020 11:16
Turkey,7402,108,70,03/29/2020 11:16
Canada,5655,60,508,03/29/2020 11:16
Portugal,5170,100,43,03/29/2020 11:16
Norway,4054,23,7,03/29/2020 11:16
Australia,3969,16,226,03/29/2020 11:16
Brazil,3904,114,6,03/29/2020 11:16
Israel,3865,13,89,03/29/2020 11:16
Sweden,3447,105,16,03/29/2020 11:16
Czechia,2669,13,11,03/29/2020 11:16
Malaysia,2470,34,388,03/29/2020 11:16
Ireland,2415,36,5,03/29/2020 11:16
Denmark,2201,65,1,03/29/2020 11:16
Chile,1909,6,61,03/29/2020 11:16
Luxembourg,1831,18,40,03/29/2020 11:16
Ecuador,1823,48,3,03/29/2020 11:16
Romania,1760,38,139,03/29/2020 11:16
Poland,1717,19,7,03/29/2020 11:16
Japan,1693,52,404,03/29/2020 11:16
Russia,1534,8,64,03/29/2020 11:16
Pakistan,1526,13,29,03/29/2020 11:16
Philippines,1418,71,42,03/29/2020 11:16
Thailand,1388,7,97,03/29/2020 11:16
Indonesia,1285,114,64,03/29/2020 11:16
Finland,1221,9,10,03/29/2020 11:16
Saudi Arabia,1203,4,37,03/29/2020 11:16
South Africa,1187,1,31,03/29/2020 11:16
Greece,1061,32,52,03/29/2020 11:16
India,987,25,87,03/29/2020 11:16
Iceland,963,2,114,03/29/2020 11:16
Panama,901,17,4,03/29/2020 11:16
Mexico,848,16,4,03/29/2020 11:16
Singapore,802,3,198,03/29/2020 11:16
Argentina,745,19,72,03/29/2020 11:16
Slovenia,730,11,10,03/29/2020 11:16
Dominican Republic,719,28,3,03/29/2020 11:16
Diamond Princess,712,10,597,03/29/2020 11:16
Estonia,679,3,20,03/29/2020 11:16
Peru,671,16,16,03/29/2020 11:16
Serbia,659,11,42,03/29/2020 11:16
Croatia,657,5,45,03/29/2020 11:16
Colombia,608,6,10,03/29/2020 11:16
Qatar,590,1,45,03/29/2020 11:16
Hong Kong,582,4,112,03/29/2020 11:16
Egypt,576,36,121,03/29/2020 11:16
Iraq,547,42,143,03/29/2020 11:16
New Zealand,514,1,56,03/29/2020 11:16
Bahrain,476,4,265,03/29/2020 11:16
United Arab Emirates,468,2,55,03/29/2020 11:16
Algeria,454,29,31,03/29/2020 11:16
Lebanon,438,10,30,03/29/2020 11:16
Morocco,437,26,12,03/29/2020 11:16
Lithuania,437,7,1,03/29/2020 11:16
Armenia,424,3,30,03/29/2020 11:16
Ukraine,418,9,5,03/29/2020 11:16
Hungary,408,13,34,03/29/2020 11:16
Latvia,347,0,1,03/29/2020 11:16
Bulgaria,338,8,11,03/29/2020 11:16
Bosnia and Herzegovina,323,6,8,03/29/2020 11:16
Slovakia,314,0,2,03/29/2020 11:16
Andorra,308,3,1,03/29/2020 11:16
Uruguay,304,1,0,03/29/2020 11:16
Taiwan,298,2,30,03/29/2020 11:16
Costa Rica,295,2,3,03/29/2020 11:16
Tunisia,278,8,2,03/29/2020 11:16
Kazakhstan,251,1,18,03/29/2020 11:16
Jordan,246,1,18,03/29/2020 11:16
North Macedonia,241,4,3,03/29/2020 11:16
Kuwait,235,0,67,03/29/2020 11:16
Moldova,231,2,2,03/29/2020 11:16
San Marino,224,22,6,03/29/2020 11:16
Albania,212,10,33,03/29/2020 11:16
Burkina Faso,207,11,21,03/29/2020 11:16
Reunion,183,0,1,03/29/2020 11:16
Azerbaijan,182,4,15,03/29/2020 11:16
Cyprus,179,5,15,03/29/2020 11:16
Vietnam,179,0,21,03/29/2020 11:16
Oman,167,0,23,03/29/2020 11:16
Faeroe Islands,159,0,70,03/29/2020 11:16
Malta,149,0,2,03/29/2020 11:16
Ghana,141,5,2,03/29/2020 11:16
Uzbekistan,133,2,7,03/29/2020 11:16
Senegal,130,0,18,03/29/2020 11:16
Brunei,126,1,34,03/29/2020 11:16
Cuba,119,3,4,03/29/2020 11:16
Venezuela,119,2,39,03/29/2020 11:16
Sri Lanka,115,1,10,03/29/2020 11:16
Afghanistan,110,4,2,03/29/2020 11:16
Honduras,110,1,3,03/29/2020 11:16
Palestine,106,1,18,03/29/2020 11:16
Cambodia,103,0,21,03/29/2020 11:16
Mauritius,102,2,0,03/29/2020 11:16
Guadeloupe,102,2,17,03/29/2020 11:16
Ivory Coast,101,0,3,03/29/2020 11:16
Channel Islands,100,1,0,03/29/2020 11:16
Nigeria,97,1,3,03/29/2020 11:16
Belarus,94,0,32,03/29/2020 11:16
Martinique,93,1,0,03/29/2020 11:16
Cameroon,91,2,2,03/29/2020 11:16
Georgia,90,0,18,03/29/2020 11:16
Montenegro,84,1,0,03/29/2020 11:16
Kyrgyzstan,84,0,0,03/29/2020 11:16
Bolivia,81,0,0,03/29/2020 11:16
Trinidad and Tobago,76,3,1,03/29/2020 11:16
DRC,65,6,2,03/29/2020 11:16
Mayotte,63,0,0,03/29/2020 11:16
Rwanda,60,0,0,03/29/2020 11:16
Paraguay,56,3,1,03/29/2020 11:16
Liechtenstein,56,0,0,03/29/2020 11:16
Gibraltar,56,0,14,03/29/2020 11:16
Bangladesh,48,5,15,03/29/2020 11:16
Aruba,46,0,1,03/29/2020 11:16
Monaco,43,1,1,03/29/2020 11:16
Madagascar,39,0,0,03/29/2020 11:16
Kenya,38,1,1,03/29/2020 11:16
Isle of Man,37,0,0,03/29/2020 11:16
Macao,34,0,10,03/29/2020 11:16
Guatemala,34,1,10,03/29/2020 11:16
Jamaica,32,1,2,03/29/2020 11:16
Uganda,30,0,0,03/29/2020 11:16
French Polynesia,30,0,0,03/29/2020 11:16
French Guiana,28,0,6,03/29/2020 11:16
Zambia,28,0,0,03/29/2020 11:16
Barbados,26,0,0,03/29/2020 11:16
Togo,25,1,1,03/29/2020 11:16
El Salvador,24,0,0,03/29/2020 11:16
Ethiopia,19,0,1,03/29/2020 11:16
Mali,18,1,0,03/29/2020 11:16
Niger,18,1,0,03/29/2020 11:16
Maldives,17,0,11,03/29/2020 11:16
Bermuda,17,0,2,03/29/2020 11:16
Haiti,15,0,1,03/29/2020 11:16
New Caledonia,15,0,0,03/29/2020 11:16
Djibouti,14,0,0,03/29/2020 11:16
Tanzania,14,0,1,03/29/2020 11:16
Equatorial Guinea,12,0,0,03/29/2020 11:16
Mongolia,12,0,0,03/29/2020 11:16
Dominica,11,0,0,03/29/2020 11:16
Namibia,11,0,2,03/29/2020 11:16
Saint Martin,11,0,0,03/29/2020 11:16
Bahamas,10,0,1,03/29/2020 11:16
Greenland,10,0,2,03/29/2020 11:16
Eswatini,9,0,0,03/29/2020 11:16
Grenada,9,0,0,03/29/2020 11:16
Curacao,8,1,2,03/29/2020 11:16
Guinea,8,0,0,03/29/2020 11:16
Laos,8,0,0,03/29/2020 11:16
Mozambique,8,0,0,03/29/2020 11:16
Myanmar,8,0,0,03/29/2020 11:16
Seychelles,8,0,0,03/29/2020 11:16
Suriname,8,0,0,03/29/2020 11:16
Cayman Islands,8,1,0,03/29/2020 11:16
Guyana,8,1,0,03/29/2020 11:16
Antigua and Barbuda,7,0,0,03/29/2020 11:16
Zimbabwe,7,1,0,03/29/2020 11:16
Gabon,7,1,0,03/29/2020 11:16
Cabo Verde,6,1,0,03/29/2020 11:16
Benin,6,0,0,03/29/2020 11:16
Eritrea,6,0,0,03/29/2020 11:16
Vatican City,6,0,0,03/29/2020 11:16
Mauritania,5,0,0,03/29/2020 11:16
Montserrat,5,0,0,03/29/2020 11:16
Syria,5,0,0,03/29/2020 11:16
Fiji,5,0,0,03/29/2020 11:16
Sudan,5,1,0,03/29/2020 11:16
Angola,5,0,0,03/29/2020 11:16
St. Barth,5,0,0,03/29/2020 11:16
Nepal,5,0,1,03/29/2020 11:16
Nicaragua,4,1,0,03/29/2020 11:16
Congo,4,0,0,03/29/2020 11:16
Turks and Caicos,4,0,0,03/29/2020 11:16
Bhutan,4,0,0,03/29/2020 11:16
Libya,3,0,0,03/29/2020 11:16
Sint Maarten,3,0,0,03/29/2020 11:16
Somalia,3,0,0,03/29/2020 11:16
Liberia,3,0,0,03/29/2020 11:16
Chad,3,0,0,03/29/2020 11:16
CAR,3,0,0,03/29/2020 11:16
Gambia,3,1,0,03/29/2020 11:16
Saint Lucia,3,0,1,03/29/2020 11:16
MS Zaandam,2,0,0,03/29/2020 11:16
Anguilla,2,0,0,03/29/2020 11:16
Belize,2,0,0,03/29/2020 11:16
British Virgin Islands,2,0,0,03/29/2020 11:16
Guinea-Bissau,2,0,0,03/29/2020 11:16
Saint Kitts and Nevis,2,0,0,03/29/2020 11:16
Papua New Guinea,1,0,0,03/29/2020 11:16
St. Vincent Grenadines,1,0,1,03/29/2020 11:16
Timor-Leste,1,0,0,03/29/2020 11:16
