Country/Region,confirmed,deaths,recovered,Last Update
US,124770,2195,3238,03/29/2020 15:16
Italy,92472,10023,12384,03/29/2020 15:16
China,82420,3306,75606,03/29/2020 15:16
Spain,78797,6528,14709,03/29/2020 15:16
Germany,58247,455,8481,03/29/2020 15:16
Iran,38309,2640,12391,03/29/2020 15:16
France,37575,2314,5700,03/29/2020 15:16
United Kingdom,19522,1235,135,03/29/2020 15:16
Switzerland,14593,290,1595,03/29/2020 15:16
Netherlands,10866,771,3,03/29/2020 15:16
Belgium,10836,431,1359,03/29/2020 15:16
South Korea,9583,152,5033,03/29/2020 15:16
Austria,8536,86,479,03/29/2020 15:16
Turkey,7402,108,70,03/29/2020 15:16
Portugal,5962,119,43,03/29/2020 15:16
Canada,5655,60,508,03/29/2020 15:16
Norway,4235,25,7,03/29/2020 15:16
Australia,3966,16,226,03/29/2020 15:16
Brazil,3904,117,6,03/29/2020 15:16
Israel,3865,14,89,03/29/2020 15:16
Sweden,3700,110,16,03/29/2020 15:16
Czechia,2697,13,11,03/29/2020 15:16
Malaysia,2470,34,388,03/29/2020 15:16
Ireland,2415,36,5,03/29/2020 15:16
Denmark,2395,72,1,03/29/2020 15:16
Chile,1909,6,61,03/29/2020 15:16
Luxembourg,1831,18,40,03/29/2020 15:16
Ecuador,1823,48,3,03/29/2020 15:16
Poland,1771,20,7,03/29/2020 15:16
Romania,1760,40,169,03/29/2020 15:16
Japan,1693,52,424,03/29/2020 15:16
Russia,1534,8,64,03/29/2020 15:16
Pakistan,1526,13,29,03/29/2020 15:16
Philippines,1418,71,42,03/29/2020 15:16
Thailand,1388,7,97,03/29/2020 15:16
Saudi Arabia,1299,8,66,03/29/2020 15:16
Indonesia,1285,114,64,03/29/2020 15:16
Finland,1239,11,10,03/29/2020 15:16
South Africa,1187,1,31,03/29/2020 15:16
Greece,1061,37,52,03/29/2020 15:16
Iceland,1020,2,114,03/29/2020 15:16
India,987,25,87,03/29/2020 15:16
Panama,901,17,4,03/29/2020 15:16
Mexico,848,16,4,03/29/2020 15:16
Singapore,844,3,212,03/29/2020 15:16
Argentina,745,19,72,03/29/2020 15:16
Serbia,741,13,42,03/29/2020 15:16
Slovenia,730,11,10,03/29/2020 15:16
Dominican Republic,719,28,3,03/29/2020 15:16
Croatia,713,6,52,03/29/2020 15:16
Diamond Princess,712,10,597,03/29/2020 15:16
Estonia,679,3,20,03/29/2020 15:16
Peru,671,16,16,03/29/2020 15:16
Hong Kong,641,4,118,03/29/2020 15:16
Colombia,608,6,10,03/29/2020 15:16
Qatar,590,1,45,03/29/2020 15:16
Egypt,576,36,121,03/29/2020 15:16
Iraq,547,42,143,03/29/2020 15:16
New Zealand,514,1,56,03/29/2020 15:16
Bahrain,499,4,272,03/29/2020 15:16
United Arab Emirates,468,2,55,03/29/2020 15:16
Algeria,454,29,31,03/29/2020 15:16
Morocco,450,26,13,03/29/2020 15:16
Lebanon,438,10,30,03/29/2020 15:16
Lithuania,437,7,1,03/29/2020 15:16
Armenia,424,3,30,03/29/2020 15:16
Ukraine,418,9,5,03/29/2020 15:16
Hungary,408,13,34,03/29/2020 15:16
Latvia,347,0,1,03/29/2020 15:16
Bulgaria,338,8,11,03/29/2020 15:16
Andorra,334,6,1,03/29/2020 15:16
Bosnia and Herzegovina,323,6,8,03/29/2020 15:16
Slovakia,314,0,2,03/29/2020 15:16
Uruguay,304,1,0,03/29/2020 15:16
Taiwan,298,2,39,03/29/2020 15:16
Costa Rica,295,2,3,03/29/2020 15:16
Tunisia,278,8,2,03/29/2020 15:16
North Macedonia,259,6,3,03/29/2020 15:16
Kuwait,255,0,67,03/29/2020 15:16
Kazakhstan,251,1,18,03/29/2020 15:16
Jordan,246,1,18,03/29/2020 15:16
Moldova,231,2,2,03/29/2020 15:16
San Marino,224,22,6,03/29/2020 15:16
Albania,212,10,33,03/29/2020 15:16
Azerbaijan,209,4,15,03/29/2020 15:16
Burkina Faso,207,11,21,03/29/2020 15:16
Vietnam,188,0,21,03/29/2020 15:16
Reunion,183,0,1,03/29/2020 15:16
Cyprus,179,5,15,03/29/2020 15:16
Oman,167,0,23,03/29/2020 15:16
Faeroe Islands,159,0,70,03/29/2020 15:16
Ghana,152,5,2,03/29/2020 15:16
Malta,151,0,2,03/29/2020 15:16
Senegal,142,0,27,03/29/2020 15:16
Ivory Coast,140,0,3,03/29/2020 15:16
Uzbekistan,133,2,7,03/29/2020 15:16
Brunei,126,1,34,03/29/2020 15:16
Afghanistan,120,4,2,03/29/2020 15:16
Cuba,119,3,4,03/29/2020 15:16
Venezuela,119,2,39,03/29/2020 15:16
Sri Lanka,115,1,10,03/29/2020 15:16
Honduras,110,1,3,03/29/2020 15:16
Palestine,106,1,18,03/29/2020 15:16
Cambodia,103,0,21,03/29/2020 15:16
Mauritius,102,2,0,03/29/2020 15:16
Guadeloupe,102,2,17,03/29/2020 15:16
Channel Islands,100,1,0,03/29/2020 15:16
Nigeria,97,1,3,03/29/2020 15:16
Belarus,94,0,32,03/29/2020 15:16
Martinique,93,1,0,03/29/2020 15:16
Cameroon,91,2,2,03/29/2020 15:16
Georgia,90,0,18,03/29/2020 15:16
Montenegro,85,1,0,03/29/2020 15:16
Kyrgyzstan,84,0,0,03/29/2020 15:16
Bolivia,81,0,0,03/29/2020 15:16
Trinidad and Tobago,76,3,1,03/29/2020 15:16
DRC,65,6,2,03/29/2020 15:16
Mayotte,63,0,0,03/29/2020 15:16
Rwanda,60,0,0,03/29/2020 15:16
Gibraltar,56,0,14,03/29/2020 15:16
Liechtenstein,56,0,0,03/29/2020 15:16
Paraguay,56,3,1,03/29/2020 15:16
Bangladesh,48,5,15,03/29/2020 15:16
Aruba,46,0,1,03/29/2020 15:16
Monaco,43,1,1,03/29/2020 15:16
Madagascar,39,0,0,03/29/2020 15:16
Kenya,38,1,1,03/29/2020 15:16
Isle of Man,37,0,0,03/29/2020 15:16
Macao,37,0,10,03/29/2020 15:16
Guatemala,34,1,10,03/29/2020 15:16
Jamaica,32,1,2,03/29/2020 15:16
Uganda,30,0,0,03/29/2020 15:16
French Polynesia,30,0,0,03/29/2020 15:16
Zambia,28,0,0,03/29/2020 15:16
French Guiana,28,0,6,03/29/2020 15:16
Barbados,26,0,0,03/29/2020 15:16
Togo,25,1,1,03/29/2020 15:16
El Salvador,24,0,0,03/29/2020 15:16
Bermuda,22,0,2,03/29/2020 15:16
Ethiopia,19,0,1,03/29/2020 15:16
Congo,19,0,0,03/29/2020 15:16
Mali,18,1,0,03/29/2020 15:16
Niger,18,1,0,03/29/2020 15:16
Maldives,17,0,11,03/29/2020 15:16
Guinea,16,0,0,03/29/2020 15:16
Haiti,15,0,1,03/29/2020 15:16
New Caledonia,15,0,0,03/29/2020 15:16
Djibouti,14,0,0,03/29/2020 15:16
Tanzania,14,0,1,03/29/2020 15:16
Equatorial Guinea,12,0,0,03/29/2020 15:16
Mongolia,12,0,0,03/29/2020 15:16
Saint Martin,11,0,0,03/29/2020 15:16
Dominica,11,0,0,03/29/2020 15:16
Namibia,11,0,2,03/29/2020 15:16
Greenland,10,0,2,03/29/2020 15:16
Bahamas,10,0,1,03/29/2020 15:16
Grenada,9,0,0,03/29/2020 15:16
Eswatini,9,0,0,03/29/2020 15:16
Cayman Islands,8,1,0,03/29/2020 15:16
Myanmar,8,0,0,03/29/2020 15:16
Curacao,8,1,2,03/29/2020 15:16
Seychelles,8,0,0,03/29/2020 15:16
Suriname,8,0,0,03/29/2020 15:16
