Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/28/2020 16:02,71,,
New South Wales,Australia,03/28/2020 16:02,1617,,
Northern Territory,Australia,03/28/2020 16:02,14,,
Queensland,Australia,03/28/2020 16:02,625,,
South Australia,Australia,03/28/2020 16:02,287,,
Tasmania,Australia,03/28/2020 16:02,58,,
Victoria,Australia,03/28/2020 16:02,685,,
Western Australia,Australia,03/28/2020 16:02,278,,
Eyibaolu,China,03/28/2020 16:02,2526,3177,62098.0
Di 欐 rot,China,03/28/2020 16:02,445,4,112.0
Right-version of the goo,China,03/28/2020 16:02,251,2,30.0
Zhenjianhanning,China,03/28/2020 16:02,155,8,410.0
Juancongdaoning,China,03/28/2020 16:02,146,5,334.0
Qiankuaminlu,China,03/28/2020 16:02,118,8,1341.0
Fuhanhuanlu,China,03/28/2020 16:02,41,1,295.0
Tick ​​pumping 棬,China,03/28/2020 16:02,27,0,10.0
Xianlilielu,China,03/28/2020 16:02,25,1,1225.0
Still water ╂ touch Ning,China,03/28/2020 16:02,25,3,133.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/28/2020 16:02,19,1,74.0
Babianminlu,China,03/28/2020 16:02,13,7,752.0
Chaxizhenlu,China,03/28/2020 16:02,10,0,631.0
Qiesikoulu,China,03/28/2020 16:02,9,3,536.0
Uushanmenlu,China,03/28/2020 16:02,9,2,125.0
闄曡Ta鐪,China,03/28/2020 16:02,8,3,242.0
Beach 戝崡 鐪,China,03/28/2020 16:02,6,2,172.0
Chajiemulu,China,03/28/2020 16:02,6,2,124.0
鍚夋 灄鐪,China,03/28/2020 16:02,4,1,92.0
Lichongbaolu,China,03/28/2020 16:02,3,6,310.0
Lichonghanlu,China,03/28/2020 16:02,2,22,1251.0
Read 嶅 Jenning,China,03/28/2020 16:02,2,6,570.0
Zhenzhanxiecha Xiyan,China,03/28/2020 16:02,2,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/28/2020 16:02,2,2,250.0
Ba Lu braid ta,China,03/28/2020 16:02,2,0,133.0
Cha Xi Lu Tatari,China,03/28/2020 16:02,1,1,934.0
Eyihanlu,China,03/28/2020 16:02,0,4,1014.0
Yuesuijionglu,China,03/28/2020 16:02,0,6,984.0
Xianfenghanlu,China,03/28/2020 16:02,0,6,162.0
Ludiandanlu,China,03/28/2020 16:02,0,2,144.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/28/2020 16:02,0,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/28/2020 16:02,0,0,75.0
Weishudaolu,China,03/28/2020 16:02,0,0,18.0
Yuan Cai hip Nielihuikui,China,03/28/2020 16:02,0,0,1.0
,,03/28/2020 16:02,Confirmed,Deaths,
,,03/28/2020 16:02,,,
New York,US,03/28/2020 16:02,,603,
New Jersey,US,03/28/2020 16:02,"8,825",108,
California,US,03/28/2020 16:02,"4,886",102,
WA,US,03/28/2020 16:02,,175,
Michigan,US,03/28/2020 16:02,"3,657",92,
Massachusetts,US,03/28/2020 16:02,"3,240",35,
Florida,US,03/28/2020 16:02,"3,198",46,
Illinois,US,03/28/2020 16:02,"3,029",34,
Louisiana,US,03/28/2020 16:02,"2,746",119,
Pennsylvania,US,03/28/2020 16:02,"2,345",23,
Georgia,US,03/28/2020 16:02,"2,198",65,
Texas,US,03/28/2020 16:02,,26,
Colorado,US,03/28/2020 16:02,"1,740",31,
Tennessee,US,03/28/2020 16:02,"1,321",6,
Connecticut,US,03/28/2020 16:02,"1,291",27,
Indiana,US,03/28/2020 16:02,,25,
Ohio,US,03/28/2020 16:02,"1,139",20,
Maryland,US,03/28/2020 16:02,,5,
North Carolina,US,03/28/2020 16:02,,5,
Wisconsin,US,03/28/2020 16:02,926,14,
Virginia,US,03/28/2020 16:02,,,
Missouri,US,03/28/2020 16:02,,9,
Arizona,US,03/28/2020 16:02,665,13,
Alabama,US,03/28/2020 16:02,,4,
Nevada,US,03/28/2020 16:02,621,10,
Mississippi,US,03/28/2020 16:02,,8,
South Carolina,US,03/28/2020 16:02,542,13,
Utah,US,03/28/2020 16:02,,2,
Oregon,US,03/28/2020 16:02,414,12,
Minnesota,US,03/28/2020 16:02,398,4,
Arkansas,US,03/28/2020 16:02,386,3,
Oklahoma,US,03/28/2020 16:02,322,8,
Washington DC,US,03/28/2020 16:02,304,4,
Kentucky,US,03/28/2020 16:02,302,7,
Iowa,US,03/28/2020 16:02,235,3,
Idaho,US,03/28/2020 16:02,234,4,
Kansas,US,03/28/2020 16:02,219,4,
Rhode Island,US,03/28/2020 16:02,203,0,
New Mexico,US,03/28/2020 16:02,191,1,
New Hampshire,US,03/28/2020 16:02,187,2,
Vermont,US,03/28/2020 16:02,184,10,
Maine,US,03/28/2020 16:02,168,1,
Delaware,US,03/28/2020 16:02,165,2,
Montana,US,03/28/2020 16:02,,1,
Hawaii,US,03/28/2020 16:02,120,0,
,,03/28/2020 16:02,103,3,
Puerto Rico,US,03/28/2020 16:02,,3,
West Virginia,US,03/28/2020 16:02,96,0,
Nebraska,US,03/28/2020 16:02,90,2,
Alaska,US,03/28/2020 16:02,85,,
North Dakota,US,03/28/2020 16:02,,1,
Wyoming,US,03/28/2020 16:02,73,0,
South Dakota,US,03/28/2020 16:02,58,1,
Guam,US,03/28/2020 16:02,51,1,
,,03/28/2020 16:02,49,0,
US Virgin Islands,US,03/28/2020 16:02,19,0,
,,03/28/2020 16:02,Confirmed,Deaths,
,,03/28/2020 16:02,,,
,,03/28/2020 16:02,,603,
,,03/28/2020 16:02,"8,825",108,
,,03/28/2020 16:02,"4,886",102,
,,03/28/2020 16:02,,175,
,,03/28/2020 16:02,"3,657",92,
,,03/28/2020 16:02,"3,240",35,
,,03/28/2020 16:02,"3,198",46,
,,03/28/2020 16:02,"3,029",34,
,,03/28/2020 16:02,"2,746",119,
,,03/28/2020 16:02,"2,345",23,
,,03/28/2020 16:02,"2,198",65,
,,03/28/2020 16:02,,26,
,,03/28/2020 16:02,"1,740",31,
,,03/28/2020 16:02,"1,321",6,
,,03/28/2020 16:02,"1,291",27,
,,03/28/2020 16:02,,25,
,,03/28/2020 16:02,"1,139",20,
,,03/28/2020 16:02,,5,
,,03/28/2020 16:02,,5,
,,03/28/2020 16:02,926,14,
,,03/28/2020 16:02,,,
,,03/28/2020 16:02,,9,
,,03/28/2020 16:02,665,13,
,,03/28/2020 16:02,,4,
,,03/28/2020 16:02,621,10,
,,03/28/2020 16:02,,8,
,,03/28/2020 16:02,542,13,
,,03/28/2020 16:02,,2,
,,03/28/2020 16:02,414,12,
,,03/28/2020 16:02,398,4,
,,03/28/2020 16:02,386,3,
,,03/28/2020 16:02,322,8,
,,03/28/2020 16:02,304,4,
,,03/28/2020 16:02,302,7,
,,03/28/2020 16:02,235,3,
,,03/28/2020 16:02,234,4,
,,03/28/2020 16:02,219,4,
,,03/28/2020 16:02,203,0,
,,03/28/2020 16:02,191,1,
,,03/28/2020 16:02,187,2,
,,03/28/2020 16:02,184,10,
,,03/28/2020 16:02,168,1,
,,03/28/2020 16:02,165,2,
,,03/28/2020 16:02,,1,
,,03/28/2020 16:02,120,0,
Grand Princess,US,03/28/2020 16:02,103,3,
,,03/28/2020 16:02,,3,
,,03/28/2020 16:02,96,0,
,,03/28/2020 16:02,90,2,
,,03/28/2020 16:02,85,,
,,03/28/2020 16:02,,1,
,,03/28/2020 16:02,73,0,
,,03/28/2020 16:02,58,1,
,,03/28/2020 16:02,51,1,
Diamond Princess,US,03/28/2020 16:02,49,0,
,,03/28/2020 16:02,19,0,
,,03/28/2020 16:02,4,0,
,US,03/28/2020 16:02,105726,1730,2538.0
,Italy,03/28/2020 16:02,86498,9134,10950.0
,Spain,03/28/2020 16:02,72248,5812,12285.0
,Germany,03/28/2020 16:02,53340,399,6658.0
,Iran,03/28/2020 16:02,35408,2517,11679.0
,France,03/28/2020 16:02,32964,1995,5700.0
,United Kingdom,03/28/2020 16:02,17089,1019,135.0
,Switzerland,03/28/2020 16:02,13377,242,1530.0
,Netherlands,03/28/2020 16:02,9762,639,3.0
,South Korea,03/28/2020 16:02,9478,144,4811.0
Brussels,Belgium,03/28/2020 16:02,9134,353,1063.0
,Austria,03/28/2020 16:02,8030,68,225.0
,Turkey,03/28/2020 16:02,5698,92,42.0
,Portugal,03/28/2020 16:02,5170,100,43.0
,Norway,03/28/2020 16:02,3972,20,7.0
,Brazil,03/28/2020 16:02,3477,93,6.0
