Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/29/2020 12:06,77,,
New South Wales,Australia,03/29/2020 12:06,1791,,
Northern Territory,Australia,03/29/2020 12:06,14,,
Queensland,Australia,03/29/2020 12:06,656,,
South Australia,Australia,03/29/2020 12:06,287,,
Tasmania,Australia,03/29/2020 12:06,61,,
Victoria,Australia,03/29/2020 12:06,769,,
Western Australia,Australia,03/29/2020 12:06,311,,
Eyibaolu,China,03/29/2020 12:06,67801,3182,62565.0
Di 欐 rot,China,03/29/2020 12:06,641,4,112.0
Right-version of the goo,China,03/29/2020 12:06,298,2,30.0
Zhenjianhanning,China,03/29/2020 12:06,577,8,411.0
Juancongdaoning,China,03/29/2020 12:06,492,5,334.0
Qiankuaminlu,China,03/29/2020 12:06,1475,8,1349.0
Fuhanhuanlu,China,03/29/2020 12:06,338,1,295.0
Still water ╂ touch Ning,China,03/29/2020 12:06,166,3,133.0
Xianlilielu,China,03/29/2020 12:06,1254,1,1225.0
Tick ​​pumping 棬,China,03/29/2020 12:06,37,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/29/2020 12:06,95,1,74.0
Babianminlu,China,03/29/2020 12:06,772,7,752.0
Chaxizhenlu,China,03/29/2020 12:06,644,0,631.0
Qiesikoulu,China,03/29/2020 12:06,550,3,536.0
Uushanmenlu,China,03/29/2020 12:06,136,2,125.0
闄曡Ta鐪,China,03/29/2020 12:06,253,3,242.0
Chajiemulu,China,03/29/2020 12:06,134,2,124.0
Beach 戝崡 鐪,China,03/29/2020 12:06,180,2,172.0
鍚夋 灄鐪,China,03/29/2020 12:06,98,1,92.0
Lichonghanlu,China,03/29/2020 12:06,1276,22,1251.0
Read 嶅 Jenning,China,03/29/2020 12:06,579,6,570.0
Lichongbaolu,China,03/29/2020 12:06,319,6,310.0
Ba Lu braid ta,China,03/29/2020 12:06,136,0,133.0
Cha Xi Lu Tatari,China,03/29/2020 12:06,937,1,934.0
Zhenzhanxiecha Xiyan,China,03/29/2020 12:06,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/29/2020 12:06,254,2,250.0
Ludiandanlu,China,03/29/2020 12:06,147,2,144.0
Eyihanlu,China,03/29/2020 12:06,1018,4,1014.0
Yuesuijionglu,China,03/29/2020 12:06,990,6,984.0
Xianfenghanlu,China,03/29/2020 12:06,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/29/2020 12:06,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/29/2020 12:06,75,0,75.0
Weishudaolu,China,03/29/2020 12:06,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/29/2020 12:06,1,0,1.0
,,03/29/2020 12:06,Confirmed,Deaths,
New York,US,03/29/2020 12:06,53520,834,
New Jersey,US,03/29/2020 12:06,11124,140,
California,US,03/29/2020 12:06,5648,120,
Michigan,US,03/29/2020 12:06,4659,112,
WA,US,03/29/2020 12:06,4311,189,
Massachusetts,US,03/29/2020 12:06,4257,44,
Florida,US,03/29/2020 12:06,4038,54,
Illinois,US,03/29/2020 12:06,3498,47,
Louisiana,US,03/29/2020 12:06,3315,137,
Pennsylvania,US,03/29/2020 12:06,2909,35,
Texas,US,03/29/2020 12:06,2534,34,
Georgia,US,03/29/2020 12:06,2446,79,
Colorado,US,03/29/2020 12:06,2063,44,
Connecticut,US,03/29/2020 12:06,1524,33,
Tennessee,US,03/29/2020 12:06,1512,7,
Ohio,US,03/29/2020 12:06,1406,25,
Indiana,US,03/29/2020 12:06,1232,31,
Maryland,US,03/29/2020 12:06,1068,10,
North Carolina,US,03/29/2020 12:06,1062,5,
Wisconsin,US,03/29/2020 12:06,1055,17,
Missouri,US,03/29/2020 12:06,847,11,
Arizona,US,03/29/2020 12:06,773,15,
Virginia,US,03/29/2020 12:06,740,17,
Nevada,US,03/29/2020 12:06,738,14,
Alabama,US,03/29/2020 12:06,721,9,
Mississippi,US,03/29/2020 12:06,663,13,
South Carolina,US,03/29/2020 12:06,661,15,
Utah,US,03/29/2020 12:06,604,3,
Oregon,US,03/29/2020 12:06,479,13,
Minnesota,US,03/29/2020 12:06,441,5,
Arkansas,US,03/29/2020 12:06,409,5,
Kentucky,US,03/29/2020 12:06,394,9,
Oklahoma,US,03/29/2020 12:06,377,15,
Washington DC,US,03/29/2020 12:06,342,4,
Iowa,US,03/29/2020 12:06,298,3,
Kansas,US,03/29/2020 12:06,269,5,
Idaho,US,03/29/2020 12:06,265,5,
Rhode Island,US,03/29/2020 12:06,239,2,
New Hampshire,US,03/29/2020 12:06,214,2,
Delaware,US,03/29/2020 12:06,214,5,
Vermont,US,03/29/2020 12:06,211,12,
Maine,US,03/29/2020 12:06,211,1,
New Mexico,US,03/29/2020 12:06,208,2,
Hawaii,US,03/29/2020 12:06,149,0,
Montana,US,03/29/2020 12:06,147,1,
West Virginia,US,03/29/2020 12:06,113,0,
Nebraska,US,03/29/2020 12:06,108,2,
Grand Princess,US,03/29/2020 12:06,103,3,
Alaska,US,03/29/2020 12:06,102,2,
Puerto Rico,US,03/29/2020 12:06,100,3,
North Dakota,US,03/29/2020 12:06,94,1,
Wyoming,US,03/29/2020 12:06,84,0,
South Dakota,US,03/29/2020 12:06,68,1,
Guam,US,03/29/2020 12:06,55,1,
Diamond Princess,US,03/29/2020 12:06,49,0,
US Virgin Islands,US,03/29/2020 12:06,22,0,
,,03/29/2020 12:06,Confirmed,Deaths,
Quebec,Canada,03/29/2020 12:06,2498,22,
Ontario,Canada,03/29/2020 12:06,1144,18,
British Columbia,Canada,03/29/2020 12:06,884,17,
Alberta,Canada,03/29/2020 12:06,621,2,
Saskatchewan,Canada,03/29/2020 12:06,134,0,
Newfoundland and Labrador,Canada,03/29/2020 12:06,120,0,
Nova Scotia,Canada,03/29/2020 12:06,110,0,
Manitoba,Canada,03/29/2020 12:06,64,1,
New Brunswick,Canada,03/29/2020 12:06,51,0,
Grand Princess,US,03/29/2020 12:06,13,0,
Prince Edward Island,Canada,03/29/2020 12:06,11,0,
Yukon,Canada,03/29/2020 12:06,4,0,
Northwest Territories,Canada,03/29/2020 12:06,1,0,
Diamond Princess,US,03/29/2020 12:06,0,1,
,US,03/29/2020 12:06,123781,2229,3238.0
,Italy,03/29/2020 12:06,92472,10023,12384.0
,Spain,03/29/2020 12:06,78797,6528,14709.0
,Germany,03/29/2020 12:06,58247,455,8481.0
