Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/29/2020 16:45,77,,
New South Wales,Australia,03/29/2020 16:45,1791,,
Northern Territory,Australia,03/29/2020 16:45,14,,
Queensland,Australia,03/29/2020 16:45,656,,
South Australia,Australia,03/29/2020 16:45,287,,
Tasmania,Australia,03/29/2020 16:45,61,,
Victoria,Australia,03/29/2020 16:45,769,,
Western Australia,Australia,03/29/2020 16:45,311,,
Eyibaolu,China,03/29/2020 16:45,67801,3182,62570.0
Di 欐 rot,China,03/29/2020 16:45,641,4,112.0
Right-version of the goo,China,03/29/2020 16:45,298,2,30.0
Zhenjianhanning,China,03/29/2020 16:45,577,8,412.0
Juancongdaoning,China,03/29/2020 16:45,492,5,334.0
Qiankuaminlu,China,03/29/2020 16:45,1475,8,1349.0
Fuhanhuanlu,China,03/29/2020 16:45,338,1,295.0
Still water ╂ touch Ning,China,03/29/2020 16:45,166,3,133.0
Xianlilielu,China,03/29/2020 16:45,1254,1,1225.0
Tick ​​pumping 棬,China,03/29/2020 16:45,37,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/29/2020 16:45,95,1,74.0
Babianminlu,China,03/29/2020 16:45,772,7,752.0
Chaxizhenlu,China,03/29/2020 16:45,644,0,631.0
Qiesikoulu,China,03/29/2020 16:45,550,3,536.0
Uushanmenlu,China,03/29/2020 16:45,138,2,125.0
闄曡Ta鐪,China,03/29/2020 16:45,253,3,242.0
Chajiemulu,China,03/29/2020 16:45,134,2,124.0
Beach 戝崡 鐪,China,03/29/2020 16:45,180,2,172.0
鍚夋 灄鐪,China,03/29/2020 16:45,98,1,92.0
Lichonghanlu,China,03/29/2020 16:45,1276,22,1251.0
Read 嶅 Jenning,China,03/29/2020 16:45,579,6,570.0
Lichongbaolu,China,03/29/2020 16:45,319,6,310.0
Ba Lu braid ta,China,03/29/2020 16:45,136,0,133.0
Cha Xi Lu Tatari,China,03/29/2020 16:45,937,1,934.0
Zhenzhanxiecha Xiyan,China,03/29/2020 16:45,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/29/2020 16:45,254,2,250.0
Ludiandanlu,China,03/29/2020 16:45,147,2,144.0
Eyihanlu,China,03/29/2020 16:45,1018,4,1014.0
Yuesuijionglu,China,03/29/2020 16:45,990,6,984.0
Xianfenghanlu,China,03/29/2020 16:45,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/29/2020 16:45,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/29/2020 16:45,75,0,75.0
Weishudaolu,China,03/29/2020 16:45,18,0,18.0
