Province/State,Country/Region,Last Update,confirmed,deaths,recovered
Australian Capital Territory,Australia,03/29/2020 14:43,77,,
New South Wales,Australia,03/29/2020 14:43,1791,,
Northern Territory,Australia,03/29/2020 14:43,14,,
Queensland,Australia,03/29/2020 14:43,656,,
South Australia,Australia,03/29/2020 14:43,287,,
Tasmania,Australia,03/29/2020 14:43,61,,
Victoria,Australia,03/29/2020 14:43,769,,
Western Australia,Australia,03/29/2020 14:43,311,,
Eyibaolu,China,03/29/2020 14:43,67801,3182,62565.0
Di 欐 rot,China,03/29/2020 14:43,641,4,112.0
Right-version of the goo,China,03/29/2020 14:43,298,2,30.0
Zhenjianhanning,China,03/29/2020 14:43,577,8,411.0
Juancongdaoning,China,03/29/2020 14:43,492,5,334.0
Qiankuaminlu,China,03/29/2020 14:43,1475,8,1349.0
Fuhanhuanlu,China,03/29/2020 14:43,338,1,295.0
Still water ╂ touch Ning,China,03/29/2020 14:43,166,3,133.0
Xianlilielu,China,03/29/2020 14:43,1254,1,1225.0
Tick ​​pumping 棬,China,03/29/2020 14:43,37,0,10.0
鍐呰 挋鍙 I 嚜娌 诲尯,China,03/29/2020 14:43,95,1,74.0
Babianminlu,China,03/29/2020 14:43,772,7,752.0
Chaxizhenlu,China,03/29/2020 14:43,644,0,631.0
Qiesikoulu,China,03/29/2020 14:43,550,3,536.0
Uushanmenlu,China,03/29/2020 14:43,137,2,125.0
闄曡Ta鐪,China,03/29/2020 14:43,253,3,242.0
Chajiemulu,China,03/29/2020 14:43,134,2,124.0
Beach 戝崡 鐪,China,03/29/2020 14:43,180,2,172.0
鍚夋 灄鐪,China,03/29/2020 14:43,98,1,92.0
Lichonghanlu,China,03/29/2020 14:43,1276,22,1251.0
Read 嶅 Jenning,China,03/29/2020 14:43,579,6,570.0
Lichongbaolu,China,03/29/2020 14:43,319,6,310.0
Ba Lu braid ta,China,03/29/2020 14:43,136,0,133.0
Cha Xi Lu Tatari,China,03/29/2020 14:43,937,1,934.0
Zhenzhanxiecha Xiyan,China,03/29/2020 14:43,484,13,469.0
Qian hip Tatari Dan Zu Xi Meilihuikui,China,03/29/2020 14:43,254,2,250.0
Ludiandanlu,China,03/29/2020 14:43,147,2,144.0
Eyihanlu,China,03/29/2020 14:43,1018,4,1014.0
Yuesuijionglu,China,03/29/2020 14:43,990,6,984.0
Xianfenghanlu,China,03/29/2020 14:43,168,6,162.0
Koubanyuezi Cunyonghaobi Melihuikui,China,03/29/2020 14:43,76,3,73.0
Yuehuohanwu arrowhead Xi Melihuikui,China,03/29/2020 14:43,75,0,75.0
Weishudaolu,China,03/29/2020 14:43,18,0,18.0
Yuan Cai hip Nielihuikui,China,03/29/2020 14:43,1,0,1.0
,,03/29/2020 14:43,Confirmed,Deaths,
New York,US,03/29/2020 14:43,53520,834,
New Jersey,US,03/29/2020 14:43,11124,140,
California,US,03/29/2020 14:43,5655,120,
Michigan,US,03/29/2020 14:43,4659,112,
WA,US,03/29/2020 14:43,4312,189,
Massachusetts,US,03/29/2020 14:43,4257,44,
Florida,US,03/29/2020 14:43,4038,54,
Illinois,US,03/29/2020 14:43,3498,47,
Louisiana,US,03/29/2020 14:43,3315,137,
Pennsylvania,US,03/29/2020 14:43,2909,35,
Texas,US,03/29/2020 14:43,2535,34,
Georgia,US,03/29/2020 14:43,2446,79,
Colorado,US,03/29/2020 14:43,2063,44,
Connecticut,US,03/29/2020 14:43,1524,33,
Tennessee,US,03/29/2020 14:43,1512,7,
Ohio,US,03/29/2020 14:43,1406,25,
Indiana,US,03/29/2020 14:43,1232,31,
Maryland,US,03/29/2020 14:43,1068,10,
North Carolina,US,03/29/2020 14:43,1062,5,
Wisconsin,US,03/29/2020 14:43,1055,17,
Missouri,US,03/29/2020 14:43,847,11,
Arizona,US,03/29/2020 14:43,773,15,
Virginia,US,03/29/2020 14:43,740,17,
Nevada,US,03/29/2020 14:43,738,14,
Alabama,US,03/29/2020 14:43,725,9,
Mississippi,US,03/29/2020 14:43,663,13,
South Carolina,US,03/29/2020 14:43,661,15,
Utah,US,03/29/2020 14:43,604,2,
Oregon,US,03/29/2020 14:43,479,13,
Minnesota,US,03/29/2020 14:43,441,5,
Arkansas,US,03/29/2020 14:43,409,5,
Kentucky,US,03/29/2020 14:43,394,9,
Oklahoma,US,03/29/2020 14:43,377,15,
Washington DC,US,03/29/2020 14:43,342,4,
Iowa,US,03/29/2020 14:43,298,3,
Kansas,US,03/29/2020 14:43,269,5,
Idaho,US,03/29/2020 14:43,265,5,
Rhode Island,US,03/29/2020 14:43,239,2,
New Hampshire,US,03/29/2020 14:43,214,2,
Delaware,US,03/29/2020 14:43,214,5,
